标题,开发商,房子信息,发布信息,售价/万,单价
近南站，视野看湖看别墅，户型实用大五房，配套齐全,星河丹堤G区 -南站新城,5室2厅 | 124.39平米 | 南 北 | 毛坯 | 33层  | 板塔结合,0人关注 / 7天以前发布,208,"16,722元/平"
新社区，万达/益田，坐北朝南 板楼设计看花园，无遮挡,翡翠山城君御 -万达,3室2厅 | 119.11平米 | 南 | 其他 | 33层  | 板塔结合,0人关注 / 12天以前发布,170,"14,273元/平"
翡翠山二期安静顶楼100平米露台，正东南朝向冬暖夏凉,翡翠山城君御 -万达,3室2厅 | 105.63平米 | 东南 | 其他 | 33层  | 板塔结合,0人关注 / 15天以前发布,210,"19,881元/平"
区政府天虹旁精装修3房业主诚心出售,新城国际 -区政府,3室2厅 | 118.39平米 | 西南 | 其他 | 21层  | 塔楼,0人关注 / 16天以前发布,110,"9,292元/平"
惠阳区政府旁精装大四房， 户型方正采光好。,西湖愉景 -区政府,4室2厅 | 141.79平米 | 南 | 其他 | 17层  | 板楼,0人关注 / 9天以前发布,132,"9,310元/平"
户型方正，带装修3房，中高楼层，无个税，配套成熟,左岸春天一期 -开城大润发,3室2厅 | 86.14平米 | 南 北 | 其他 | 18层  | 板塔结合,0人关注 / 12天以前发布,76,"8,823元/平"
业主自住装修，红本在手无抵押，交易简单,海惠花园一区 -灿邦,4室2厅 | 140.13平米 | 南 北 | 其他 | 18层  | 板塔结合,0人关注 / 9天以前发布,165,"11,775元/平"
业主自住精装修，拎包入住，省心省力,天顺俊园 -灿邦,3室2厅 | 78.74平米 | 南 | 其他 | 30层  | 板楼,0人关注 / 8天以前发布,87,"11,050元/平"
户型方正，满五不唯一，通风采光好。配套设施齐全,海惠花园二区 -灿邦,3室2厅 | 122.05平米 | 南 北 | 其他 | 18层  | 塔楼,0人关注 / 8天以前发布,114,"9,341元/平"
德洲城五期 3室2厅 南,德洲城五期 -西区新寮,3室2厅 | 88.28平米 | 南 | 毛坯 | 25层  | 板塔结合,0人关注 / 9天以前发布,125,"14,160元/平"
惠阳一中正前方     精装三房    交通便利,博雅苑 -开城大润发,3室1厅 | 102.77平米 | 南 | 其他 | 19层  | 板楼,0人关注 / 8天以前发布,85,"8,271元/平"
南贸优质房源 带一个产权车位大放s 看房有钥匙 方便,南贸花园 -水口,3室1厅 | 91.06平米 | 南 | 其他 | 中楼层(共27层)  | 塔楼,0人关注 / 14天以前发布,96,"10,543元/平"
此房满五唯一，采光通风好，房子格局设计合理住家舒适,汇星名庭 -草洋新区,3室2厅 | 106平米 | 西 | 精装 | 23层  | 塔楼,0人关注 / 13天以前发布,140,"13,208元/平"
全新装修，视野开阔。带有两个卫生间。业主诚意,江北新苑 -江北,3室2厅 | 90平米 | 南 | 精装 | 低楼层(共9层)  | 板塔结合,0人关注 / 14天以前发布,95,"10,556元/平"
精装三房 家电齐全 业主急卖 看房方便,秋谷康城 -龙光城,3室2厅 | 93.75平米 | 北 | 其他 | 22层  | 板塔结合,0人关注 / 13天以前发布,108,"11,520元/平"
业主自住装修，拎包入住省心省力,碧桂园太东公园上城三区 -灿邦,3室2厅 | 95.11平米 | 南 | 其他 | 32层  | 板塔结合,0人关注 / 11天以前发布,125,"13,143元/平"
牧云溪谷四期 4房2厅2卫 户型方正 朝南,云峯 -秋长,4室2厅 | 96平米 | 南 | 其他 | 中楼层(共33层)  | 暂无数据,0人关注 / 15天以前发布,185,"19,271元/平"
万达/益田，精装三房两卫，户型方正，视野开阔看别墅,翡翠山城君御 -万达,3室2厅 | 105.99平米 | 南 | 其他 | 34层  | 板塔结合,0人关注 / 10天以前发布,155,"14,625元/平"
金山湖一区 南北通3房 800平米露台 看房有钥匙,金山湖花园一区 -河南岸,3室2厅 | 132平米 | 南 | 简装 | 低楼层(共15层)  | 板塔结合,0人关注 / 1个月以前发布,240,"18,182元/平"
中海凯旋城五六期 4室2厅 东南,中海凯旋城五六期 -河南岸,4室2厅 | 139平米 | 东南 | 毛坯 | 32层  | 板塔结合,0人关注 / 26天以前发布,205,"14,749元/平"
临深百万大盘  看别墅视野 精装修 业主诚意出售,卓越东部蔚蓝海岸二期 -西区新寮,4室2厅 | 132.88平米 | 西南 | 精装 | 33层  | 板塔结合,0人关注 / 27天以前发布,175,"13,170元/平"
永嘉华庭 朝南3房 看房方便 有钥匙,永嘉华庭 -河南岸,3室2厅 | 105.14平米 | 南 | 毛坯 | 17层  | 板塔结合,0人关注 / 22天以前发布,157,"14,933元/平"
城央中芯 尚城2期 顶层复式 一揽半岛体育公园全景,尚城世家二期 -区政府,5室3厅 | 86平米 | 南 | 毛坯 | 24层  | 板塔结合,0人关注 / 30天以前发布,180,"20,931元/平"
业主因工作不在这个片区诚意出售,中海凯旋城五六期 -河南岸,4室2厅 | 138.07平米 | 南 北 | 毛坯 | 32层  | 板塔结合,0人关注 / 31天以前发布,238,"17,238元/平"
惠州南站 星河丹堤 前排看丹悦湖 景观视野无摭挡,星河丹堤G区 -南站新城,5室1厅 | 124.39平米 | 南 北 | 精装 | 33层  | 板塔结合,0人关注 / 29天以前发布,235,"18,893元/平"
星河丹堤G区 近华附 5房2卫 南北通透 税费少,星河丹堤G区 -南站新城,4室2厅 | 124.05平米 | 南 北 | 毛坯 | 34层  | 板塔结合,1人关注 / 20天以前发布,198,"15,962元/平"
花样年别样城三期 4室2厅 南,花样年别样城三期 -新行政区,4室2厅 | 86.81平米 | 南 | 其他 | 33层  | 板塔结合,0人关注 / 22天以前发布,110,"12,672元/平"
中信新城C区 4室2厅 南,中信新城C区 -南站新城,4室2厅 | 116平米 | 南 | 其他 | 34层  | 板塔结合,0人关注 / 20天以前发布,126,"10,863元/平"
美丽洲花园 电梯复式房 使用率大 随时看房 有钥匙,美丽洲 -马安,4室2厅 | 145.45平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 21天以前发布,192,"13,201元/平"
红本在手 手续简单 精装三房 楼层好 视野宽阔,宝晟公馆 -龙丰,3室2厅 | 74平米 | 东南 南 | 精装 | 31层  | 塔楼,0人关注 / 30天以前发布,138,"18,649元/平"
新社区，高层户型很好，使用率高,中骏雍景湾 -河南岸,4室1厅 | 126.09平米 | 南 | 其他 | 高楼层(共28层)  | 板塔结合,0人关注 / 31天以前发布,164,"13,007元/平"
业主诚心出售.同事们多多推广.价格可谈,中洲天御3期 -河南岸,3室2厅 | 99平米 | 东南 | 毛坯 | 低楼层(共32层)  | 塔楼,0人关注 / 31天以前发布,145,"14,647元/平"
大户人家，五房双卫漂亮，换房一步到位。,中海凯旋城五六期 -河南岸,4室1厅 | 264平米 | 东南 | 毛坯 | 31层  | 板塔结合,0人关注 / 29天以前发布,360,"13,637元/平"
106平方楼层好，视野宽阔看鸟巢体育馆,中海凯旋城四期 -河南岸,3室2厅 | 106平米 | 南 | 毛坯 | 32层  | 塔楼,0人关注 / 25天以前发布,137,"12,925元/平"
金山湖商圈，房子户型方正，可看湖景，中间楼层。,方直东岸 -河南岸,4室2厅 | 127.31平米 | 南 北 | 毛坯 | 38层  | 板塔结合,0人关注 / 19天以前发布,260,"20,423元/平"
中海凯旋城2期、大五房、视野开阔、采光好、价格可谈,中海凯旋城二期 -河南岸,5室1厅 | 173平米 | 南 北 | 毛坯 | 31层  | 塔楼,0人关注 / 30天以前发布,283.8,"16,405元/平"
业主诚心出售金山湖方直东岸房子边位视野好带车位,方直东岸 -河南岸,3室1厅 | 102.37平米 | 南 东南 | 毛坯 | 28层  | 板塔结合,0人关注 / 19天以前发布,199,"19,440元/平"
印象城沃尔玛山姆会旁带精装修！,中海凯旋城五六期 -河南岸,3室2厅 | 117平米 | 南 | 精装 | 31层  | 板塔结合,0人关注 / 23天以前发布,174,"14,872元/平"
尚城世家二期 3室两厅 地段好 区政府旁 红本在手,尚城世家二期 -区政府,3室2厅 | 93.17平米 | 南 | 精装 | 26层  | 板塔结合,0人关注 / 23天以前发布,126,"13,524元/平"
南站百万大盘 视野开阔  南北通途 无增值税,星河丹堤G区 -南站新城,5室2厅 | 124.64平米 | 南 北 | 毛坯 | 34层  | 板塔结合,1人关注 / 23天以前发布,208,"16,689元/平"
中锴华章 南北通四房 社区配套成熟 红本在手,中锴·华章 -河南岸,4室2厅 | 111.87平米 | 东南 | 毛坯 | 低楼层(共27层)  | 塔楼,0人关注 / 21天以前发布,175,"15,644元/平"
业主急售，临深品质大盘，靠沙田地铁口物业大平层,万城名座花园 -白云新城,5室2厅 | 228.79平米 | 南 北 | 毛坯 | 28层  | 板塔结合,0人关注 / 25天以前发布,324,"14,162元/平"
中洲央筑花园 花园中间 好楼层诚心出售 有钥匙,中洲央筑花园 -河南岸,4室2厅 | 121.07平米 | 南 北 | 毛坯 | 中楼层(共33层)  | 塔楼,0人关注 / 21天以前发布,220,"18,172元/平"
中海凯旋城五六期 3室2厅 南,中海凯旋城五六期 -河南岸,3室2厅 | 88.2平米 | 南 | 毛坯 | 32层  | 板塔结合,1人关注 / 23天以前发布,115,"13,039元/平"
106平方楼层好，视野宽阔看鸟巢体育馆,中海凯旋城四期 -河南岸,3室2厅 | 106平米 | 南 | 毛坯 | 31层  | 塔楼,0人关注 / 25天以前发布,142,"13,397元/平"
花园中间 采光好 无遮挡 安静看房方便,左岸春天一期 -开城大润发,3室2厅 | 86平米 | 东南 | 简装 | 18层  | 板塔结合,1人关注 / 21天以前发布,78,"9,070元/平"
教师新村(花边南路) 4室2厅 南 北,教师新村(花边南路) -麦地,4室2厅 | 141.45平米 | 南 北 | 精装 | 高楼层(共31层)  | 板塔结合,0人关注 / 20天以前发布,130,"9,191元/平"
中间楼层，安静不吵，采光无遮挡，无抵押，不用赎楼,东江学府二期 -河南岸,3室2厅 | 141平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 板塔结合,0人关注 / 27天以前发布,149,"10,568元/平"
佳兆业壹号花园 3室2厅 南,佳兆业壹号花园 -龙丰,3室2厅 | 91.37平米 | 南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 27天以前发布,110,"12,039元/平"
佳兆业壹号花园 4室2厅 南,佳兆业壹号花园 -龙丰,4室2厅 | 123.28平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,0人关注 / 28天以前发布,126.8,"10,286元/平"
三房两卫，实用型户型，公摊少！,中洲天御3期 -河南岸,3室2厅 | 98.73平米 | 东南 | 毛坯 | 低楼层(共32层)  | 塔楼,0人关注 / 21天以前发布,147,"14,890元/平"
南线客运站红花湖旁边佳兆业壹号花园,佳兆业壹号花园 -龙丰,3室2厅 | 92.98平米 | 北 | 毛坯 | 中楼层(共34层)  | 板塔结合,0人关注 / 18天以前发布,93,"10,003元/平"
近南站 小区环境好 业主急售...,惠阳雅居乐花园 -南站新城,3室2厅 | 100.61平米 | 西南 | 精装 | 33层  | 板塔结合,0人关注 / 18天以前发布,120,"11,928元/平"
沣盛凤凰城 4室1厅 东南,沣盛凤凰城 -惠东县城,4室1厅 | 146平米 | 东南 | 毛坯 | 17层  | 板塔结合,0人关注 / 26天以前发布,87.3,"5,980元/平"
沣盛帝景 4室2厅 东南,沣盛帝景 -惠东县城,4室2厅 | 154平米 | 东南 | 毛坯 | 32层  | 暂无数据,0人关注 / 27天以前发布,123,"7,988元/平"
深业喜悦城 4室2厅 南 北,深业喜悦城 -仲恺,4室2厅 | 169平米 | 南 北 | 毛坯 | 34层  | 塔楼,0人关注 / 30天以前发布,156,"9,231元/平"
大户型 采光好室试  户型方正   小区环境好,体育花园 -博罗中心区,6室2厅 | 249平米 | 南 北 | 毛坯 | 高楼层(共23层)  | 塔楼,0人关注 / 27天以前发布,190,"7,631元/平"
牧云溪谷大平层五房户型通透中间楼层南北向视野开阔,牧云溪谷二期云尚 -秋长,5室1厅 | 165平米 | 南 北 | 毛坯 | 中楼层(共25层)  | 板塔结合,0人关注 / 16天以前发布,350,"21,213元/平"
中区华府二期 3室2厅 东,中区华府二期 -区政府,3室2厅 | 126.36平米 | 东 | 精装 | 12层  | 板塔结合,0人关注 / 22天以前发布,128,"10,130元/平"
龙丰 轻轨站  佳兆业壹号花园 三房二厅 家电齐全,佳兆业壹号花园 -龙丰,3室2厅 | 90.64平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 27天以前发布,108,"11,916元/平"
方直东岸 4室2厅 东南,方直东岸 -河南岸,4室2厅 | 129平米 | 东南 | 毛坯 | 32层  | 板塔结合,0人关注 / 18天以前发布,296,"22,946元/平"
小区大三房毛坯，中高楼层，视野无遮挡安静看花园,嘉逸园 -河南岸,3室2厅 | 113.84平米 | 东南 | 其他 | 高楼层(共30层)  | 板塔结合,1人关注 / 8个月以前发布,118,"10,366元/平"
满五唯一 税费低，业主诚意出售，通风采光佳,东岸丽都花园 -大亚湾中心区,4室2厅 | 107.54平米 | 南 北 | 其他 | 26层  | 板塔结合,14人关注 / 一年前发布,123,"11,438元/平"
此房中高楼层，南向看花园，采光好，视野开阔,美泰天韵 -万达,2室1厅 | 53.52平米 | 南 | 毛坯 | 27层  | 板楼,8人关注 / 一年前发布,68.19,"12,742元/平"
户型方正采光好 ，复式，通风效果好,天源花园 -大亚湾中心区,5室2厅 | 127.3平米 | 东南 | 其他 | 26层  | 塔楼,8人关注 / 6个月以前发布,110,"8,642元/平"
轻轨口物业，隆生旁 万麓湖，天益城就在旁边,恒宇万麓湖 -仲恺,3室2厅 | 127平米 | 南 | 其他 | 高楼层(共17层)  | 塔楼,1人关注 / 一年前发布,122.3,"9,630元/平"
此房子满两年，免增值税，毛坯，通风格局好，采光好,御蓝湾花园 -万达,2室2厅 | 78.77平米 | 南 | 毛坯 | 18层  | 板塔结合,0人关注 / 一年前发布,93.8,"11,909元/平"
采光好 户型方正 交通便利 通风效果好,一城峯景 -麦地,4室2厅 | 139平米 | 南 北 | 其他 | 21层  | 塔楼,0人关注 / 2个月以前发布,180,"12,950元/平"
近万达，去南站方便，大社区绿化高。,中萃花城湾 -万达,3室2厅 | 133.07平米 | 南 | 其他 | 21层  | 板塔结合,0人关注 / 10个月以前发布,158,"11,874元/平"
业主诚心出售 无欠款   户型南北通透双阳台,德丰凯旋城北区 -大亚湾中心区,5室2厅 | 103.35平米 | 南 北 | 毛坯 | 32层  | 板塔结合,0人关注 / 2个月以前发布,106,"10,257元/平"
星河丹堤V区5房，南北通透，密码看房,星河丹堤V区 -南站新城,5室2厅 | 125.53平米 | 南 北 | 其他 | 34层  | 板塔结合,0人关注 / 3个月以前发布,250,"19,916元/平"
业主诚意出售 苏州园林叠墅181平 红本在手 看房方便,山水江南 -河南岸,5室4厅 | 181.05平米 | 东南 南 | 毛坯 | 5层  | 板塔结合,15人关注 / 一年前发布,203,"11,213元/平"
南北通透四房带装修，视野好，无遮挡,新天名城 -大亚湾中心区,4室2厅 | 127.74平米 | 南 北 | 其他 | 27层  | 板塔结合,9人关注 / 6个月以前发布,95,"7,437元/平"
小高层  顶楼复式  户型好  交通便利,东部阳光花园 -万达,5室2厅 | 243平米 | 南 | 其他 | 5层  | 板塔结合,1人关注 / 7个月以前发布,400,"16,461元/平"
业主诚心出售，有钥匙看房，价格可刀,金迪星苑 -龙丰,3室2厅 | 133.2平米 | 南 | 其他 | 低楼层(共20层)  | 塔楼,0人关注 / 7个月以前发布,125,"9,385元/平"
看房方便 采光视野好 交通便利 朝南 价格低,君跃荃新时代 -大亚湾中心区,4室2厅 | 122.13平米 | 南 | 其他 | 34层  | 塔楼,1人关注 / 7个月以前发布,135,"11,054元/平"
临深碧桂圆大盘。选一城，择一府,龙海壹号 -万达,3室2厅 | 105平米 | 南 北 | 其他 | 34层  | 板塔结合,1人关注 / 一年前发布,168,"16,000元/平"
惠城区   金山湖岛内 方直东岸 看湖这排 河南岸,方直东岸 -河南岸,3室2厅 | 95平米 | 南 | 其他 | 32层  | 板塔结合,1人关注 / 3个月以前发布,175,"18,422元/平"
星河G区，中间楼层，阳台看泳池，,星河丹堤G区 -南站新城,3室2厅 | 86.71平米 | 北 | 其他 | 34层  | 板塔结合,0人关注 / 16天以前发布,170,"19,606元/平"
龙丰轻轨站，原装电梯，花园小区4房,一城峯景 -麦地,4室2厅 | 153.12平米 | 东南 | 其他 | 21层  | 塔楼,6人关注 / 9个月以前发布,134,"8,752元/平"
二月天花园3+1房中间楼层业主诚心出售,二月天花园 -大亚湾中心区,4室2厅 | 86.24平米 | 南 | 其他 | 33层  | 板塔结合,1人关注 / 一年前发布,89,"10,321元/平"
万达商圈，业主急售，无欠款、顶楼大复式、精装修,康汇花园 -大亚湾中心区,5室3厅 | 264.07平米 | 南 北 | 其他 | 12层  | 板塔结合,1人关注 / 3个月以前发布,260,"9,846元/平"
瑞和园 东山公园边 满五唯一 拎包入住,瑞和园 -博罗中心区,4室2厅 | 121.49平米 | 南 北 | 其他 | 25层  | 板塔结合,1人关注 / 3个月以前发布,92,"7,573元/平"
大亚湾中兴区，户型方正，居家舒适。。。。。,十月花花园 -大亚湾中心区,4室2厅 | 119.07平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合,1人关注 / 6个月以前发布,131,"11,002元/平"
金山湖稀有三面采光户型，户型方正朝南看花园安静不吵,中海凯旋城五六期 -河南岸,4室2厅 | 136.74平米 | 南 北 | 其他 | 33层  | 板塔结合,3人关注 / 6个月以前发布,186.8,"13,661元/平"
大社区，户型方正，生活配套齐全，业主诚心出售,花样年别样城五期 -新行政区,4室2厅 | 97.98平米 | 南 | 其他 | 32层  | 板塔结合,1人关注 / 7个月以前发布,93,"9,492元/平"
高拓展空间，南北通风，小区*           好 户型！,东岸丽都花园 -大亚湾中心区,4室2厅 | 83.63平米 | 南 北 | 毛坯 | 26层  | 塔楼,10人关注 / 一年前发布,106,"12,675元/平"
户型采光通风好，适合居家。主阳台面向山的一面安静。,嘉逸园 -河南岸,3室2厅 | 133.46平米 | 东南 | 毛坯 | 低楼层(共30层)  | 板塔结合,0人关注 / 一年前发布,135,"10,116元/平"
业主诚心出售，原值高税费少，户型舒适,金沙世纪城 -大亚湾中心区,4室2厅 | 117.39平米 | 南 北 | 精装 | 32层  | 板塔结合,7人关注 / 一年前发布,132,"11,245元/平"
朝南北通透，满五年， 楼层好 采光通风不错,中信新城 -南站新城,5室2厅 | 123.37平米 | 南 北 | 精装 | 34层  | 板塔结合,38人关注 / 一年前发布,176.8,"14,331元/平"
七米大阳台，南北通透，大客厅，看花园，安静不吵。,中洲天御3期 -河南岸,4室2厅 | 127.46平米 | 南 北 | 其他 | 高楼层(共32层)  | 塔楼,0人关注 / 3个月以前发布,210,"16,476元/平"
中洲天御 精装3房 中间楼层 诚意出售,中洲天御 -河南岸,3室2厅 | 96.77平米 | 南 北 | 其他 | 30层  | 塔楼,0人关注 / 1个月以前发布,158,"16,328元/平"
万达 灿邦商圈，高铁南站，品质社区，交通便利。,奥园隆基绿洲花园 -万达,4室2厅 | 116.15平米 | 东南 | 其他 | 22层  | 塔楼,22人关注 / 一年前发布,140,"12,054元/平"
万达对 面，五房三卫，满五税少中楼层，配套成熟,中萃花城湾 -万达,5室2厅 | 175.3平米 | 南 | 毛坯 | 21层  | 板塔结合,8人关注 / 6个月以前发布,170,"9,698元/平"
业主诚心出售，小区环境好，出门就可以进校们,龙光.天悦龙庭 -大亚湾中心区,5室2厅 | 151.91平米 | 南 北 | 毛坯 | 32层  | 板塔结合,19人关注 / 一年前发布,142.3,"9,368元/平"
此房满五唯一，南北通透，看花园，视野开阔采光好,星河丹堤E区 -南站新城,4室2厅 | 103.67平米 | 南 北 | 其他 | 34层  | 板塔结合,0人关注 / 9个月以前发布,160,"15,434元/平"
南北双通阳台、中间位置、品质小区，绿化高配套齐全,德丰凯旋城北区 -大亚湾中心区,5室2厅 | 103.77平米 | 南 北 | 毛坯 | 32层  | 板塔结合,7人关注 / 10个月以前发布,95,"9,155元/平"
业主诚心出售  看房随时方便 随时签约,昶晓大厦 -开城大润发,4室2厅 | 170.38平米 | 南 | 毛坯 | 中楼层(共13层)  | 板塔结合,0人关注 / 3个月以前发布,92,"5,400元/平"
此房朝正南方向，中间楼层，采光好，视野无遮挡,德丰凯旋城北区 -大亚湾中心区,3室2厅 | 90.45平米 | 南 | 其他 | 32层  | 板塔结合,0人关注 / 一年前发布,110,"12,162元/平"
户型方正，诚心出售，户型实用， 花园绿化环境好,新天名城 -大亚湾中心区,4室2厅 | 148.21平米 | 南 北 | 其他 | 27层  | 板塔结合,2人关注 / 一年前发布,125,"8,434元/平"
房子南北通，户型方正，楼层好，视野无遮挡，看花园,中信新城C区 -南站新城,4室2厅 | 116平米 | 南 | 其他 | 33层  | 板塔结合,0人关注 / 一年前发布,190,"16,380元/平"
格局户型方正视野开阔，南北通透前后有阳台满五税少,锦地繁花骏园 -西区新寮,5室2厅 | 142.72平米 | 南 北 | 其他 | 30层  | 塔楼,4人关注 / 6个月以前发布,185,"12,963元/平"
地段位置好，配套好，地处万达700米,龙城天悦 -万达,3室2厅 | 90平米 | 南 东南 | 其他 | 中楼层(共16层)  | 板塔结合,12人关注 / 一年前发布,124.9,"13,878元/平"
佳兆业壹号花园 3室2厅 南,佳兆业壹号花园 -龙丰,3室2厅 | 184.17平米 | 南 | 毛坯 | 中楼层(共7层)  | 板塔结合,2人关注 / 4个月以前发布,240,"13,032元/平"
红花湖旁电梯小高层，一梯两户安静看花园的大平层。,润园 -龙丰,4室2厅 | 160.91平米 | 南 | 其他 | 6层  | 板楼,4人关注 / 7个月以前发布,209.5,"13,020元/平"
诚心出售，户型方正 ，采光充足， 带装修,碧桂园太东公园上城一区 -灿邦,4室2厅 | 127.86平米 | 南 | 其他 | 33层  | 板塔结合,3人关注 / 一年前发布,215.1,"16,824元/平"
近红花湖高榜山叠墅 40 fenzhong达深莞 近高速路口,佳兆业壹号花园 -龙丰,4室2厅 | 181.26平米 | 南 | 毛坯 | 中楼层(共7层)  | 板塔结合,3人关注 / 一年前发布,279.8,"15,437元/平"
主阳台朝南，双阳台通透，高层视野好，主人房带衣帽间,东江学府五期 -三栋镇,5室1厅 | 141.59平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板塔结合,10人关注 / 一年前发布,168,"11,866元/平"
业主诚心出售，随时签约，无欠款，楼层高，户型实用,金沙世纪城 -大亚湾中心区,4室2厅 | 132.39平米 | 南 | 毛坯 | 32层  | 板塔结合,19人关注 / 一年前发布,154.5,"11,671元/平"
金碧雅苑5房　装修靓　保养新　双阳台　南北通,金碧雅苑 -开城大润发,5室2厅 | 151.47平米 | 南 | 精装 | 18层  | 板塔结合,25人关注 / 一年前发布,168,"11,092元/平"
契税满五年，业主诚心出售，价格可以商量，采光不错,中信新城 -南站新城,5室2厅 | 123.37平米 | 东南 南 | 其他 | 34层  | 板塔结合,0人关注 / 一年前发布,155,"12,564元/平"
满五唯一 大四房 南北通透 成熟社区 生活便利,中洲天御二期 -河南岸,4室2厅 | 122平米 | 南 北 | 其他 | 低楼层(共28层)  | 板塔结合,1人关注 / 17天以前发布,175,"14,345元/平"
华章东郡精装修4房出售，保养9.5成新,华章东郡 -河南岸,4室2厅 | 115.79平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,210,"18,137元/平"
澳头 德安华府 小区位置好  交通方便  配套成熟,德安華府 -澳头,4室2厅 | 140.14平米 | 东南 | 其他 | 20层  | 板塔结合,9人关注 / 一年前发布,122,"8,706元/平"
近南站 小区环境好 业主急售...,惠阳雅居乐花园 -南站新城,3室2厅 | 100.69平米 | 南 | 其他 | 33层  | 板塔结合,0人关注 / 17天以前发布,110,"10,925元/平"
看花园2房 户型方正，             满五唯一诚心卖。,秋谷阳光里 -万达,2室2厅 | 74.59平米 | 南 | 其他 | 9层  | 塔楼,12人关注 / 一年前发布,75,"10,055元/平"
金山湖 大坤金洲广场 三加一房 南北通透 看房随时,大坤金洲广场 -河南岸,3室2厅 | 115.06平米 | 南 北 | 毛坯 | 30层  | 塔楼,1人关注 / 3个月以前发布,127,"11,038元/平"
星河社区，离惠州南站近，三房两厅两卫,星河丹堤F区 -南站新城,3室2厅 | 107.64平米 | 东北 | 其他 | 30层  | 板塔结合,0人关注 / 12天以前发布,158,"14,679元/平"
花园中间安静 房型方正 楼层好电梯,中锴金城花园 -河南岸,4室2厅 | 150平米 | 南 | 其他 | 高楼层(共11层)  | 板楼,0人关注 / 1个月以前发布,220,"14,667元/平"
星河丹堤V区 5室2厅 南 北,星河丹堤V区 -南站新城,5室2厅 | 127平米 | 南 北 | 其他 | 34层  | 板塔结合,0人关注 / 11天以前发布,220,"17,323元/平"
业主原值高，次新房，近南站，业主诚心出售,星河丹堤V区 -南站新城,5室2厅 | 127.42平米 | 南 北 | 其他 | 34层  | 板塔结合,0人关注 / 2个月以前发布,200,"15,697元/平"
100平以内刚需小三房 好楼层看花园,中洲天御二期 -河南岸,3室1厅 | 93平米 | 东南 | 其他 | 中楼层(共29层)  | 板塔结合,0人关注 / 3个月以前发布,140,"15,054元/平"
金山湖高档楼中洲天御二期楼层视野好,中洲天御二期 -河南岸,3室2厅 | 93.16平米 | 东南 | 其他 | 高楼层(共28层)  | 板塔结合,0人关注 / 一年前发布,156,"16,746元/平"
龙光城南四期 4室1厅 南 北,龙光城南四期 -龙光城,4室1厅 | 118平米 | 南 北 | 毛坯 | 34层  | 板塔结合,0人关注 / 7天以前发布,160,"13,560元/平"
业主诚心卖 房本在手 户型通透 采光好,金沙世纪城 -大亚湾中心区,4室2厅 | 132.15平米 | 南 北 | 毛坯 | 32层  | 板塔结合,57人关注 / 一年前发布,135,"10,216元/平"
满五唯一 南北通透 红本在手  户型方正 采光好,东岸丽都花园 -大亚湾中心区,4室2厅 | 85.33平米 | 南 北 | 毛坯 | 32层  | 塔楼,12人关注 / 8个月以前发布,93,"10,899元/平"
精装，税满两年，无个税，朝南，通风采光好，位置佳,御蓝湾花园 -万达,3室2厅 | 82.31平米 | 南 | 其他 | 33层  | 板塔结合,8人关注 / 一年前发布,111,"13,486元/平"
欢乐道家园 4室2厅 南,欢乐道家园 -仲恺,4室2厅 | 116.79平米 | 南 | 其他 | 中楼层(共26层)  | 板塔结合,0人关注 / 6天以前发布,125,"10,703元/平"
楼下有15万平米的购物广场，户型使用率很好，精装修,灿邦新天地 -灿邦,4室2厅 | 100.79平米 | 南 | 简装 | 28层  | 板塔结合,4人关注 / 一年前发布,140,"13,891元/平"
3期有地下停车场 满五唯一 业主自己赎楼,三远大爱城 -灿邦,3室1厅 | 105.6平米 | 东南 南 | 毛坯 | 32层  | 板塔结合,0人关注 / 4天以前发布,111,"10,512元/平"
金山湖 山姆会员 金山湖公园 隆生商场,泰丰·千花岛 -河南岸,3室2厅 | 106平米 | 南 | 其他 | 33层  | 板塔结合,0人关注 / 1个月以前发布,195,"18,397元/平"
中间楼层户型方正，位置优越，配套齐全，交通便利,恒泰嘉园派 -新行政区,3室1厅 | 115.68平米 | 西 | 其他 | 28层  | 板塔结合,0人关注 / 4天以前发布,120,"10,374元/平"
此房满五唯一  中间楼层采光充足,美泰天韵 -万达,3室2厅 | 95.63平米 | 南 | 毛坯 | 30层  | 板塔结合,46人关注 / 一年前发布,105,"10,980元/平"
欢乐道家园毛坯四房  业主诚心出售,欢乐道家园 -仲恺,4室2厅 | 114.66平米 | 南 北 | 其他 | 低楼层(共30层)  | 板塔结合,0人关注 / 7天以前发布,120,"10,466元/平"
港惠沃尔玛购物商场旁  精装三房  配套成熟,風華世家 -河南岸,3室2厅 | 123.33平米 | 南 | 其他 | 低楼层(共23层)  | 板塔结合,0人关注 / 3个月以前发布,138,"11,190元/平"
中洲天御3期 4室2厅 南 北,中洲天御3期 -河南岸,4室2厅 | 127.49平米 | 南 北 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 14天以前发布,195,"15,296元/平"
