标题,开发商,房子信息,发布信息,售价/万,单价
助邦公寓 2室2厅 南 北,助邦公寓 -花牌坊,2室2厅 | 107.59平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,9人关注 / 3个月以前发布,101,"9,388元/平"
西城角巷7号 3室2厅 东,西城角巷7号 -八宝街,3室2厅 | 110平米 | 东 | 简装 | 高楼层(共7层) | 1996年建 | 板楼,12人关注 / 5个月以前发布,169,"15,364元/平"
兴元华盛二期 3室2厅 西北,兴元华盛二期 -驷马桥,3室2厅 | 109.88平米 | 西北 | 简装 | 低楼层(共18层) | 2009年建 | 板楼,53人关注 / 8个月以前发布,145,"13,197元/平"
观城 3室1厅 南,观城 -万象城,3室1厅 | 88.67平米 | 南 | 精装 | 低楼层(共33层) | 2013年建 | 板塔结合,113人关注 / 9个月以前发布,212,"23,909元/平"
御廷上郡 3室2厅 西北,御廷上郡 -中和,3室2厅 | 87.17平米 | 西北 | 简装 | 高楼层(共26层) | 2012年建 | 塔楼,5人关注 / 3个月以前发布,175,"20,076元/平"
万达华府D区 4室2厅 南,万达华府D区 -郫县万达,4室2厅 | 104.27平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,2人关注 / 5个月以前发布,108,"10,358元/平"
隆鑫九熙 2室1厅 东南,隆鑫九熙 -万年场,2室1厅 | 78.91平米 | 东南 | 精装 | 高楼层(共34层) | 2012年建 | 塔楼,8人关注 / 4个月以前发布,128,"16,222元/平"
嘉美地 2室1厅 东 东南,嘉美地 -华府,2室1厅 | 59.3平米 | 东 东南 | 简装 | 低楼层(共26层) | 2012年建 | 板塔结合,270人关注 / 一年前发布,109,"18,382元/平"
上锦颐园佳境 3室1厅 东北,上锦颐园佳境 -高新西,3室1厅 | 89.11平米 | 东北 | 精装 | 中楼层(共26层) | 2011年建 | 塔楼,41人关注 / 6个月以前发布,89.9,"10,089元/平"
荣盛紫提东郡 3室1厅 西北 北 东北,荣盛紫提东郡 -成渝立交,3室1厅 | 74.22平米 | 西北 北 东北 | 简装 | 中楼层(共31层) | 2015年建 | 板塔结合,94人关注 / 5个月以前发布,145,"19,537元/平"
龙湖时代天街 3室2厅 北,龙湖时代天街 -高新西,3室2厅 | 105.11平米 | 北 | 精装 | 低楼层(共30层) | 2018年建 | 塔楼,20人关注 / 5个月以前发布,158,"15,032元/平"
交大归谷建设派 3室1厅 西南,交大归谷建设派 -理工大,3室1厅 | 72.69平米 | 西南 | 精装 | 高楼层(共33层) | 2017年建 | 塔楼,4人关注 / 2个月以前发布,169,"23,250元/平"
世茂城四期 3室1厅 东南,世茂城四期 -大面,3室1厅 | 83.06平米 | 东南 | 精装 | 低楼层(共34层)  | 塔楼,1人关注 / 1个月以前发布,142,"17,097元/平"
南城都汇汇彩园 3室2厅 北,南城都汇汇彩园 -市一医院,3室2厅 | 107平米 | 北 | 简装 | 低楼层(共22层)  | 板塔结合,4人关注 / 2个月以前发布,330,"30,842元/平"
比华利国际城一期 3室1厅 西南,比华利国际城一期 -川师,3室1厅 | 92.88平米 | 西南 | 简装 | 低楼层(共26层) | 2008年建 | 塔楼,30人关注 / 6个月以前发布,210,"22,610元/平"
美宸东方 3室2厅 东,美宸东方 -西河,3室2厅 | 98.78平米 | 东 | 简装 | 低楼层(共18层) | 2010年建 | 板塔结合,90人关注 / 7个月以前发布,85,"8,605元/平"
中筑西府兰庭 3室2厅 南,中筑西府兰庭 -新双楠,3室2厅 | 84.68平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,8人关注 / 1个月以前发布,178,"21,021元/平"
武侯祠大街262号 3室1厅 东南,武侯祠大街262号 -华西,3室1厅 | 102.13平米 | 东南 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,3人关注 / 2个月以前发布,138,"13,513元/平"
比华利国际城二期 3室1厅 东南,比华利国际城二期 -川师,3室1厅 | 96.83平米 | 东南 | 精装 | 中楼层(共32层) | 2011年建 | 塔楼,19人关注 / 3个月以前发布,239,"24,683元/平"
蓝润光华春天A区 3室2厅 西北,蓝润光华春天A区 -花都大道,3室2厅 | 70.96平米 | 西北 | 精装 | 低楼层(共34层)  | 板塔结合,31人关注 / 5个月以前发布,91,"12,825元/平"
中信城左岸 3室2厅 东 南,中信城左岸 -南湖,3室2厅 | 90.31平米 | 东 南 | 简装 | 高楼层(共33层) | 2015年建 | 板塔结合,16人关注 / 5个月以前发布,205,"22,700元/平"
万基兰御 3室1厅 南,万基兰御 -金府,3室1厅 | 80.72平米 | 南 | 精装 | 中楼层(共18层) | 2013年建 | 板楼,5人关注 / 3个月以前发布,143,"17,716元/平"
万科金色乐府 3室1厅 东,万科金色乐府 -东郊记忆,3室1厅 | 88.86平米 | 东 | 精装 | 中楼层(共37层) | 2016年建 | 板塔结合,9人关注 / 2个月以前发布,235,"26,447元/平"
高升瑞景 2室1厅 东北,高升瑞景 -高升桥,2室1厅 | 54.41平米 | 东北 | 简装 | 高楼层(共20层) | 2011年建 | 板楼,44人关注 / 3个月以前发布,83,"15,255元/平"
佳兆业君汇上品 3室1厅 西,佳兆业君汇上品 -南湖,3室1厅 | 86平米 | 西 | 毛坯 | 中楼层(共25层) | 2013年建 | 板塔结合,6人关注 / 3个月以前发布,170,"19,768元/平"
龙湖听蓝湾二期 3室2厅 西,龙湖听蓝湾二期 -大丰,3室2厅 | 99.94平米 | 西 | 毛坯 | 高楼层(共33层) | 2018年建 | 暂无数据,4人关注 / 5个月以前发布,159,"15,910元/平"
实久花园 3室2厅 西南,实久花园 -郫县万达,3室2厅 | 117.22平米 | 西南 | 毛坯 | 低楼层(共11层) | 2000年建 | 板楼,3人关注 / 2个月以前发布,86,"7,337元/平"
万景峰一期 4室2厅 南,万景峰一期 -高新西,4室2厅 | 126平米 | 南 | 精装 | 高楼层(共33层) | 2012年建 | 塔楼,68人关注 / 一年前发布,150,"11,905元/平"
碧桂园海德公园 3室2厅 东南,碧桂园海德公园 -东升镇,3室2厅 | 93.78平米 | 东南 | 毛坯 | 低楼层(共33层) | 2019年建 | 板塔结合,1人关注 / 1个月以前发布,128.5,"13,703元/平"
阳光小筑二期 3室1厅 东南,阳光小筑二期 -红光,3室1厅 | 86.05平米 | 东南 | 精装 | 低楼层(共18层) | 2009年建 | 塔楼,119人关注 / 一年前发布,65,"7,554元/平"
瑞升望江橡树林二期 3室1厅 西,瑞升望江橡树林二期 -三官堂,3室1厅 | 100.82平米 | 西 | 精装 | 中楼层(共33层) | 2011年建 | 塔楼,17人关注 / 5个月以前发布,310,"30,748元/平"
恒大天府半岛二期 3室1厅 西南,恒大天府半岛二期 -锦江生态带,3室1厅 | 147.52平米 | 西南 | 精装 | 中楼层(共18层)  | 板塔结合,10人关注 / 3个月以前发布,270,"18,303元/平"
烽火新区 3室2厅 北,烽火新区 -花都大道,3室2厅 | 81.88平米 | 北 | 精装 | 高楼层(共7层)  | 板楼,5人关注 / 6个月以前发布,49,"5,985元/平"
彩叠园1B期 3室1厅 南,彩叠园1B期 -光华大道沿线,3室1厅 | 109.39平米 | 南 | 精装 | 高楼层(共18层) | 2013年建 | 板塔结合,39人关注 / 3个月以前发布,155,"14,170元/平"
温中家属院 3室2厅 南 北,温中家属院 -温江老城,3室2厅 | 93.51平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,12人关注 / 4个月以前发布,68.5,"7,326元/平"
滨江两岸 3室2厅 西南,滨江两岸 -犀浦,3室2厅 | 91.75平米 | 西南 | 毛坯 | 高楼层(共32层) | 2019年建 | 塔楼,4人关注 / 4个月以前发布,139,"15,150元/平"
兴元丽园A区 3室2厅 西北,兴元丽园A区 -武侯立交,3室2厅 | 81.57平米 | 西北 | 毛坯 | 中楼层(共11层) | 2005年建 | 板塔结合,8人关注 / 一年前发布,105,"12,873元/平"
锦东庭园 3室2厅 南,锦东庭园 -沙河堡,3室2厅 | 112.92平米 | 南 | 毛坯 | 中楼层(共34层) | 2013年建 | 板楼,64人关注 / 一年前发布,305,"27,011元/平"
龙湖时代天街 3室2厅 北,龙湖时代天街 -高新西,3室2厅 | 105.11平米 | 北 | 精装 | 低楼层(共30层) | 2018年建 | 塔楼,20人关注 / 5个月以前发布,158,"15,032元/平"
方正街18号 3室2厅 西南,方正街18号 -草市街,3室2厅 | 83.07平米 | 西南 | 简装 | 中楼层(共7层)  | 板楼,8人关注 / 2个月以前发布,85,"10,233元/平"
翡翠城五期 3室2厅 南,翡翠城五期 -东湖,3室2厅 | 89.06平米 | 南 | 精装 | 中楼层(共32层) | 2011年建 | 塔楼,4人关注 / 1个月以前发布,312,"35,033元/平"
西城角巷7号 3室2厅 东,西城角巷7号 -八宝街,3室2厅 | 110平米 | 东 | 简装 | 高楼层(共7层) | 1996年建 | 板楼,12人关注 / 5个月以前发布,169,"15,364元/平"
方正街18号 3室2厅 西南,方正街18号 -草市街,3室2厅 | 83.07平米 | 西南 | 简装 | 中楼层(共7层)  | 板楼,8人关注 / 2个月以前发布,85,"10,233元/平"
荣盛紫提东郡 3室1厅 西北 北 东北,荣盛紫提东郡 -成渝立交,3室1厅 | 74.22平米 | 西北 北 东北 | 简装 | 中楼层(共31层) | 2015年建 | 板塔结合,94人关注 / 5个月以前发布,145,"19,537元/平"
龙湖时代天街 3室2厅 北,龙湖时代天街 -高新西,3室2厅 | 105.11平米 | 北 | 精装 | 低楼层(共30层) | 2018年建 | 塔楼,20人关注 / 5个月以前发布,158,"15,032元/平"
上锦颐园佳境 3室1厅 东北,上锦颐园佳境 -高新西,3室1厅 | 89.11平米 | 东北 | 精装 | 中楼层(共26层) | 2011年建 | 塔楼,41人关注 / 6个月以前发布,89.9,"10,089元/平"
观城 3室1厅 南,观城 -万象城,3室1厅 | 88.67平米 | 南 | 精装 | 低楼层(共33层) | 2013年建 | 板塔结合,113人关注 / 9个月以前发布,212,"23,909元/平"
万科国宾润园 3室1厅 南,万科国宾润园 -国宾,3室1厅 | 100.44平米 | 南 | 精装 | 低楼层(共18层) | 2017年建 | 板楼,9人关注 / 1个月以前发布,249,"24,791元/平"
温中家属院 3室2厅 南 北,温中家属院 -温江老城,3室2厅 | 93.51平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,12人关注 / 4个月以前发布,68.5,"7,326元/平"
首创娇子1号 3室1厅 西南 东北,首创娇子1号 -卓锦城,3室1厅 | 96.82平米 | 西南 东北 | 精装 | 34层 | 2018年建 | 塔楼,32人关注 / 8个月以前发布,209,"21,587元/平"
鸿运星城 3室2厅 北,鸿运星城 -彭州,3室2厅 | 96.05平米 | 北 | 简装 | 高楼层(共18层)  | 板塔结合,2人关注 / 4个月以前发布,68,"7,080元/平"
滨江两岸 3室2厅 西南,滨江两岸 -犀浦,3室2厅 | 91.75平米 | 西南 | 毛坯 | 高楼层(共32层) | 2019年建 | 塔楼,4人关注 / 4个月以前发布,139,"15,150元/平"
龙湖金楠天街 3室1厅 东南,龙湖金楠天街 -五大花园,3室1厅 | 89.47平米 | 东南 | 毛坯 | 高楼层(共24层) | 2015年建 | 塔楼,14人关注 / 4个月以前发布,213,"23,807元/平"
格凌兰 3室2厅 南,格凌兰 -温江新城,3室2厅 | 97.35平米 | 南 | 毛坯 | 中楼层(共32层) | 2016年建 | 板塔结合,5人关注 / 1个月以前发布,136,"13,971元/平"
东原时光道 3室1厅 北,东原时光道 -万家湾,3室1厅 | 80.09平米 | 北 | 简装 | 低楼层(共22层) | 2015年建 | 板楼,44人关注 / 3个月以前发布,163,"20,353元/平"
金沙十年 3室1厅 东北,金沙十年 -外金沙,3室1厅 | 88.13平米 | 东北 | 精装 | 高楼层(共27层) | 2012年建 | 板塔结合,7人关注 / 5个月以前发布,165,"18,723元/平"
香榭里街22号 3室2厅 东南,香榭里街22号 -温江老城,3室2厅 | 106.24平米 | 东南 | 精装 | 中楼层(共5层)  | 板楼,17人关注 / 一年前发布,72,"6,778元/平"
瑞升橡树林华府 3室1厅 东,瑞升橡树林华府 -南湖,3室1厅 | 84.6平米 | 东 | 精装 | 高楼层(共26层)  | 塔楼,2人关注 / 1个月以前发布,160,"18,913元/平"
佳兆业君汇上品 3室2厅 西,佳兆业君汇上品 -南湖,3室2厅 | 102.98平米 | 西 | 毛坯 | 高楼层(共33层) | 2013年建 | 板塔结合,6人关注 / 2个月以前发布,207,"20,101元/平"
海棠名居 3室1厅 东南,海棠名居 -万象城,3室1厅 | 124平米 | 东南 | 简装 | 中楼层(共5层) | 2010年建 | 平房,91人关注 / 11个月以前发布,172,"13,871元/平"
美丽星 3室2厅 南,美丽星 -外双楠,3室2厅 | 116.64平米 | 南 | 简装 | 低楼层(共5层) | 2004年建 | 板楼,26人关注 / 7个月以前发布,145,"12,432元/平"
金茂光明城市 3室1厅 北,金茂光明城市 -华阳,3室1厅 | 89.79平米 | 北 | 简装 | 高楼层(共33层) | 2016年建 | 板塔结合,12人关注 / 1个月以前发布,185,"20,604元/平"
瀚城新天地 3室2厅 东南,瀚城新天地 -青白江,3室2厅 | 97.13平米 | 东南 | 毛坯 | 中楼层(共33层)  | 板塔结合,5人关注 / 5个月以前发布,67,"6,898元/平"
理工东苑 4室2厅 南,理工东苑 -理工大,4室2厅 | 156.64平米 | 南 | 简装 | 低楼层(共26层)  | 塔楼,1人关注 / 1个月以前发布,300,"19,153元/平"
金恒德时代金悦 3室1厅 东南,金恒德时代金悦 -温江新城,3室1厅 | 83.43平米 | 东南 | 精装 | 高楼层(共24层)  | 板塔结合,14人关注 / 5个月以前发布,122,"14,624元/平"
天来国际文化广场 3室1厅 南 北,天来国际文化广场 -温江新城,3室1厅 | 145.77平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,49人关注 / 5个月以前发布,155,"10,634元/平"
中铁瑞景颐城 3室2厅 北,中铁瑞景颐城 -外光华,3室2厅 | 87.83平米 | 北 | 精装 | 中楼层(共20层) | 2013年建 | 板楼,43人关注 / 5个月以前发布,233,"26,529元/平"
中筑西府兰庭 3室2厅 东南,中筑西府兰庭 -新双楠,3室2厅 | 88.85平米 | 东南 | 精装 | 中楼层(共17层) | 2016年建 | 板塔结合,3人关注 / 3个月以前发布,219,"24,649元/平"
锦绣华都 4室2厅 北 南,锦绣华都 -东升镇,4室2厅 | 124.98平米 | 北 南 | 毛坯 | 高楼层(共6层) | 2005年建 | 塔楼,39人关注 / 4个月以前发布,91,"7,282元/平"
比华利国际城一期 3室1厅 西南,比华利国际城一期 -川师,3室1厅 | 92.88平米 | 西南 | 简装 | 低楼层(共26层) | 2008年建 | 塔楼,30人关注 / 6个月以前发布,210,"22,610元/平"
比华利国际城二期 3室1厅 东南,比华利国际城二期 -川师,3室1厅 | 96.83平米 | 东南 | 精装 | 中楼层(共32层) | 2011年建 | 塔楼,19人关注 / 3个月以前发布,239,"24,683元/平"
彩叠园1B期 3室1厅 南,彩叠园1B期 -光华大道沿线,3室1厅 | 109.39平米 | 南 | 精装 | 高楼层(共18层) | 2013年建 | 板塔结合,39人关注 / 3个月以前发布,155,"14,170元/平"
锦里光华 4室2厅 东南,锦里光华 -花都大道,4室2厅 | 175.21平米 | 东南 | 精装 | 高楼层(共6层) | 2006年建 | 板楼,3人关注 / 3个月以前发布,132,"7,534元/平"
南城都汇汇晴园五期 3室2厅 南,南城都汇汇晴园五期 -市一医院,3室2厅 | 89.76平米 | 南 | 精装 | 高楼层(共18层) | 2014年建 | 板楼,5人关注 / 2个月以前发布,265,"29,524元/平"
北回归线一期 3室2厅 东南,北回归线一期 -驷马桥,3室2厅 | 91.02平米 | 东南 | 简装 | 高楼层(共22层) | 2009年建 | 板塔结合,31人关注 / 3个月以前发布,124,"13,624元/平"
金林俊景 3室1厅 西,金林俊景 -五大花园,3室1厅 | 88.89平米 | 西 | 简装 | 中楼层(共15层) | 2009年建 | 板塔结合,19人关注 / 4个月以前发布,180,"20,250元/平"
翠堤春晓 3室2厅 南,翠堤春晓 -五大花园,3室2厅 | 93.04平米 | 南 | 简装 | 中楼层(共6层) | 2002年建 | 板楼,32人关注 / 4个月以前发布,123,"13,221元/平"
国嘉美领居 3室1厅 东 南,国嘉美领居 -玉林,3室1厅 | 120.04平米 | 东 南 | 简装 | 高楼层(共21层) | 2002年建 | 板楼,2人关注 / 1个月以前发布,220,"18,328元/平"
中粮鸿云 3室2厅 西南 东北,中粮鸿云 -东大路,3室2厅 | 88.27平米 | 西南 东北 | 精装 | 高楼层(共40层) | 2017年建 | 塔楼,0人关注 / 1个月以前发布,335,"37,952元/平"
蜀都花园 4室1厅 南,蜀都花园 -水碾河,4室1厅 | 137.1平米 | 南 | 精装 | 高楼层(共19层) | 2003年建 | 塔楼,19人关注 / 3个月以前发布,222,"16,193元/平"
珠江御景湾 4室2厅 南,珠江御景湾 -珠江新城,4室2厅 | 139.63平米 | 南 | 精装 | 低楼层(共18层) | 2015年建 | 板塔结合,46人关注 / 11个月以前发布,225,"16,115元/平"
优品尚东三期 3室1厅 东,优品尚东三期 -万年场,3室1厅 | 77.19平米 | 东 | 精装 | 低楼层(共33层) | 2015年建 | 板塔结合,34人关注 / 2个月以前发布,169,"21,895元/平"
西派城B区 4室2厅 西南,西派城B区 -簇桥,4室2厅 | 191.32平米 | 西南 | 精装 | 中楼层(共14层) | 2018年建 | 板塔结合,23人关注 / 5个月以前发布,525,"27,441元/平"
森桦苑 3室2厅 南 西 北,森桦苑 -双楠,3室2厅 | 124.51平米 | 南 西 北 | 精装 | 中楼层(共17层) | 2003年建 | 板塔结合,43人关注 / 8个月以前发布,165,"13,252元/平"
恒大天府半岛 4室2厅 东,恒大天府半岛 -锦江生态带,4室2厅 | 125.71平米 | 东 | 精装 | 高楼层(共29层) | 2012年建 | 塔楼,34人关注 / 9个月以前发布,235,"18,694元/平"
明信城 3室2厅 西南,明信城 -温江大学城,3室2厅 | 89.13平米 | 西南 | 毛坯 | 低楼层(共30层) | 2019年建 | 塔楼,2人关注 / 4个月以前发布,111,"12,454元/平"
明信城 3室2厅 东南,明信城 -温江大学城,3室2厅 | 90.25平米 | 东南 | 毛坯 | 低楼层(共30层) | 2019年建 | 塔楼,5人关注 / 4个月以前发布,114,"12,632元/平"
航天佳苑 2室1厅 南,航天佳苑 -外光华,2室1厅 | 91.44平米 | 南 | 毛坯 | 高楼层(共18层) | 2008年建 | 板楼,4人关注 / 1个月以前发布,190,"20,779元/平"
华汇天地 3室2厅 东南,华汇天地 -华府,3室2厅 | 81.55平米 | 东南 | 精装 | 中楼层(共32层) | 2018年建 | 板塔结合,7人关注 / 1个月以前发布,176,"21,582元/平"
花样年别样城 3室2厅 南,花样年别样城 -公兴,3室2厅 | 125.87平米 | 南 | 精装 | 中楼层(共6层) | 2005年建 | 板楼,18人关注 / 11个月以前发布,134,"10,646元/平"
金沙十年 3室1厅 东北,金沙十年 -外金沙,3室1厅 | 88.13平米 | 东北 | 精装 | 高楼层(共27层) | 2012年建 | 板塔结合,7人关注 / 5个月以前发布,165,"18,723元/平"
成都合院一期 3室2厅 东南,成都合院一期 -高新西,3室2厅 | 106平米 | 东南 | 精装 | 低楼层(共18层) | 2011年建 | 板塔结合,6人关注 / 3个月以前发布,136,"12,831元/平"
东原时光道 3室1厅 北,东原时光道 -万家湾,3室1厅 | 80.09平米 | 北 | 简装 | 低楼层(共22层) | 2015年建 | 板楼,44人关注 / 3个月以前发布,163,"20,353元/平"
瑞升橡树林华府 3室1厅 东,瑞升橡树林华府 -南湖,3室1厅 | 84.6平米 | 东 | 精装 | 高楼层(共26层)  | 塔楼,2人关注 / 1个月以前发布,160,"18,913元/平"
佳兆业君汇上品 3室2厅 西,佳兆业君汇上品 -南湖,3室2厅 | 102.98平米 | 西 | 毛坯 | 高楼层(共33层) | 2013年建 | 板塔结合,6人关注 / 2个月以前发布,207,"20,101元/平"
格凌兰 3室2厅 南,格凌兰 -温江新城,3室2厅 | 97.35平米 | 南 | 毛坯 | 中楼层(共32层) | 2016年建 | 板塔结合,5人关注 / 1个月以前发布,136,"13,971元/平"
双玺 3室2厅 南 北,双玺 -贝森,3室2厅 | 88.79平米 | 南 北 | 精装 | 高楼层(共18层) | 2011年建 | 板塔结合,50人关注 / 5个月以前发布,215,"24,215元/平"
美城悦荣府 3室1厅 东南 南 西,美城悦荣府 -华阳,3室1厅 | 97.14平米 | 东南 南 西 | 精装 | 中楼层(共34层) | 2017年建 | 板塔结合,10人关注 / 3个月以前发布,229,"23,575元/平"
翡翠城四期 4室2厅 东南,翡翠城四期 -东湖,4室2厅 | 161.25平米 | 东南 | 精装 | 高楼层(共31层) | 2009年建 | 塔楼,16人关注 / 一年前发布,480,"29,768元/平"
鑫苑鑫都汇南区 3室2厅 东,鑫苑鑫都汇南区 -南湖,3室2厅 | 76.37平米 | 东 | 简装 | 中楼层(共25层)  | 板塔结合,19人关注 / 一年前发布,159.5,"20,886元/平"
凤凰栖岸 3室2厅 东南,凤凰栖岸 -光华大道沿线,3室2厅 | 118.15平米 | 东南 | 精装 | 低楼层(共27层) | 2014年建 | 板塔结合,4人关注 / 1个月以前发布,145,"12,273元/平"
龙湖·上城天玺 3室2厅 北,龙湖·上城天玺 -花牌坊,3室2厅 | 129.52平米 | 北 | 精装 | 中楼层(共45层)  | 板楼,16人关注 / 4个月以前发布,380,"29,340元/平"
优地A区 2室1厅 西北,优地A区 -丽都,2室1厅 | 76.05平米 | 西北 | 精装 | 高楼层(共16层) | 2007年建 | 板楼,30人关注 / 5个月以前发布,125,"16,437元/平"
长虹和悦府 3室2厅 北,长虹和悦府 -外光华,3室2厅 | 74.28平米 | 北 | 精装 | 中楼层(共20层) | 2015年建 | 板塔结合,37人关注 / 4个月以前发布,179,"24,099元/平"
春天大道 3室2厅 东,春天大道 -光华大道沿线,3室2厅 | 127.35平米 | 东 | 精装 | 高楼层(共18层) | 2009年建 | 板塔结合,8人关注 / 2个月以前发布,177,"13,899元/平"
恒大城 4室2厅 东南,恒大城 -温江新城,4室2厅 | 136.94平米 | 东南 | 精装 | 中楼层(共30层) | 2016年建 | 板塔结合,103人关注 / 1个月以前发布,160,"11,684元/平"
中南上熙府珑悦 3室1厅 东南,中南上熙府珑悦 -温江大学城,3室1厅 | 112.07平米 | 东南 | 精装 | 高楼层(共25层) | 2019年建 | 板塔结合,5人关注 / 1个月以前发布,166,"14,813元/平"
人居都市阳光 3室2厅 北,人居都市阳光 -蛟龙港,3室2厅 | 138.5平米 | 北 | 精装 | 中楼层(共16层) | 2010年建 | 板塔结合,1人关注 / 1个月以前发布,165,"11,914元/平"
大地锦苑 3室1厅 东南,大地锦苑 -西南财大,3室1厅 | 106.89平米 | 东南 | 简装 | 高楼层(共11层) | 2006年建 | 板楼,30人关注 / 5个月以前发布,190,"17,776元/平"
华润橡树湾B区 3室1厅 西南,华润橡树湾B区 -橡树湾,3室1厅 | 79.92平米 | 西南 | 毛坯 | 中楼层(共34层) | 2013年建 | 板塔结合,19人关注 / 5个月以前发布,125,"15,641元/平"
交大梦家 3室2厅 东南,交大梦家 -万年场,3室2厅 | 68.02平米 | 东南 | 毛坯 | 中楼层(共29层) | 2018年建 | 塔楼,93人关注 / 4个月以前发布,135,"19,848元/平"
金科天宸 3室2厅 北,金科天宸 -光华大道沿线,3室2厅 | 76.75平米 | 北 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 2个月以前发布,112,"14,593元/平"
朗基少帅府 4室2厅 东北,朗基少帅府 -犀浦,4室2厅 | 99平米 | 东北 | 毛坯 | 低楼层(共25层) | 2018年建 | 塔楼,10人关注 / 5个月以前发布,147,"14,849元/平"
复地御香山3悦 3室1厅 西南,复地御香山3悦 -锦江生态带,3室1厅 | 103.89平米 | 西南 | 简装 | 低楼层(共13层) | 2017年建 | 板塔结合,14人关注 / 2个月以前发布,245,"23,583元/平"
印象金沙 2室1厅 西北,印象金沙 -金沙,2室1厅 | 70.65平米 | 西北 | 简装 | 中楼层(共11层) | 2007年建 | 板塔结合,9人关注 / 1个月以前发布,127,"17,976元/平"
协力苑 3室1厅 东南,协力苑 -红牌楼,3室1厅 | 110.3平米 | 东南 | 精装 | 中楼层(共11层) | 2000年建 | 板楼,48人关注 / 5个月以前发布,146,"13,237元/平"
成都花园上城 3室1厅 东,成都花园上城 -西南财大,3室1厅 | 141.79平米 | 东 | 毛坯 | 高楼层(共22层) | 2009年建 | 板塔结合,31人关注 / 6个月以前发布,329,"23,204元/平"
德商御府天骄 4室2厅 南,德商御府天骄 -南湖,4室2厅 | 169.57平米 | 南 | 毛坯 | 低楼层(共31层) | 2019年建 | 板塔结合,0人关注 / 5个月以前发布,430,"25,359元/平"
公园榕郡 1室1厅 西南,公园榕郡 -犀浦,1室1厅 | 27.01平米 | 西南 | 简装 | 低楼层(共18层) | 2011年建 | 板塔结合,221人关注 / 一年前发布,39,"14,440元/平"
欧郡C区 3室2厅 南,欧郡C区 -新津,3室2厅 | 106.83平米 | 南 | 精装 | 低楼层(共14层)  | 塔楼,1人关注 / 3个月以前发布,95,"8,893元/平"
朗基御今缘 5室3厅 东 西,朗基御今缘 -大源,5室3厅 | 130.57平米 | 东 西 | 精装 | 高楼层(共26层) | 2018年建 | 板塔结合,52人关注 / 一年前发布,499,"38,218元/平"
学道街42号 4室1厅 南,学道街42号 -盐市口,4室1厅 | 166.4平米 | 南 | 简装 | 中楼层(共28层) | 2000年建 | 板楼,24人关注 / 10个月以前发布,465,"27,945元/平"
青房尚瑞天韵 3室1厅 西南,青房尚瑞天韵 -高家庄,3室1厅 | 123.68平米 | 西南 | 精装 | 26层 | 2009年建 | 塔楼,4人关注 / 3个月以前发布,168,"13,584元/平"
锦东庭园 3室2厅 南,锦东庭园 -沙河堡,3室2厅 | 112.92平米 | 南 | 毛坯 | 中楼层(共34层) | 2013年建 | 板楼,64人关注 / 一年前发布,305,"27,011元/平"
欧城绿园 3室2厅 东南,欧城绿园 -东升镇,3室2厅 | 118.8平米 | 东南 | 简装 | 中楼层(共6层)  | 板楼,20人关注 / 6个月以前发布,89,"7,492元/平"
兴元丽园A区 3室2厅 西北,兴元丽园A区 -武侯立交,3室2厅 | 81.57平米 | 西北 | 毛坯 | 中楼层(共11层) | 2005年建 | 板塔结合,8人关注 / 一年前发布,105,"12,873元/平"
首航欣程 3室1厅 东北,首航欣程 -棕北,3室1厅 | 87.06平米 | 东北 | 精装 | 中楼层(共32层) | 2014年建 | 塔楼,11人关注 / 8个月以前发布,225,"25,845元/平"
丹桂苑(高新区) 3室2厅 东南 西北,丹桂苑(高新区) -中和,3室2厅 | 132.13平米 | 东南 西北 | 简装 | 中楼层(共6层) | 2005年建 | 板楼,5人关注 / 2个月以前发布,182,"13,775元/平"
天悦龙栖台 3室2厅 东南 西北,天悦龙栖台 -龙泉驿城区,3室2厅 | 99.62平米 | 东南 西北 | 毛坯 | 中楼层(共26层)  | 塔楼,15人关注 / 5个月以前发布,96,"9,637元/平"
万科城臻园 3室2厅 东,万科城臻园 -成外,3室2厅 | 91.58平米 | 东 | 精装 | 中楼层(共21层) | 2019年建 | 板塔结合,1人关注 / 3个月以前发布,180,"19,655元/平"
太阳公元二期 3室2厅 南,太阳公元二期 -建设路,3室2厅 | 119.24平米 | 南 | 精装 | 高楼层(共31层) | 2017年建 | 板塔结合,10人关注 / 3个月以前发布,382,"32,037元/平"
恒大天府半岛 4室2厅 东,恒大天府半岛 -锦江生态带,4室2厅 | 125.71平米 | 东 | 精装 | 高楼层(共29层) | 2012年建 | 塔楼,34人关注 / 9个月以前发布,235,"18,694元/平"
蓝花楹 5室2厅 南,蓝花楹 -大源,5室2厅 | 161.84平米 | 南 | 毛坯 | 高楼层(共31层) | 2018年建 | 板塔结合,42人关注 / 5个月以前发布,525,"32,440元/平"
