标题,开发商,房子信息,发布信息,售价/万,单价
恒大名都 3室2厅 南 北,恒大名都 -盐湖区,3室2厅 | 151.46平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 1天以前发布,86.6,"5,718元/平"
圣景苑，精装两室急售，刚需过渡.....,圣景苑 -盐湖区,2室2厅 | 92.46平米 | 西北 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,42.8,"4,630元/平"
桃源公寓又称中建花园 满二可按揭 房本在手无尾款,桃源公寓 -盐湖区,2室2厅 | 93平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,48.8,"5,248元/平"
业主忍痛割爱，精装修，全屋红木家具，三室两厅两卫,金地花苑 -盐湖区,3室2厅 | 164平米 | 南 北 | 其他 | 低楼层(共18层)  | 暂无数据,3人关注 / 一年前发布,88,"5,366元/平"
有证，南北通透，带家具家电，简单收拾即可拎包入住,中建城市花园 -盐湖区,2室2厅 | 84.92平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,52,"6,124元/平"
学院花都  低密小高层  电梯好楼层 有本可按揭,学苑花都 -盐湖区,3室2厅 | 138平米 | 南 北 | 其他 | 低楼层(共11层)  | 板楼,1人关注 / 一年前发布,128,"9,276元/平"
欧香枫景 步梯中层 新装家具家电齐全 拎包入住,欧香枫景 -盐湖区,3室2厅 | 130.12平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 一年前发布,76.8,"5,903元/平"
此房马上满二 中间楼层 楼间距宽 采光充足 视野开阔,星河尚品 -盐湖区,4室2厅 | 168.93平米 | 南 北 | 其他 | 低楼层(共25层)  | 板楼,0人关注 / 3个月以前发布,130,"7,696元/平"
钟楼小区 3室2厅 南 北,钟楼小区 -盐湖区,3室2厅 | 143.13平米 | 南 北 | 其他 | 中楼层(共12层)  | 暂无数据,0人关注 / 4个月以前发布,84,"5,869元/平"
新悦城 毛坯两居 可全款 可按揭 全明户型,荣业新悦城 -盐湖区,2室2厅 | 92.02平米 | 南 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,55,"5,977元/平"
锦绣花城 三室两卫 中层锦绣花城 三室两卫 中层,锦绣花城北区 -盐湖区,3室2厅 | 133平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 8个月以前发布,95,"7,143元/平"
春天花园 3室2厅 南 北,春天花园 -盐湖区,3室2厅 | 113平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,48.8,"4,319元/平"
有证满二 可按揭  精装可拎包入住 适合各类人群,新新家园 -盐湖区,2室2厅 | 105平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,42.8,"4,077元/平"
禹香苑 3室2厅 南 北,禹香苑 -盐湖区,3室2厅 | 117.09平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,55,"4,698元/平"
鑫地阳光城 步梯中层 三居两卫 南北大通透,鑫地阳光城 -盐湖区,3室2厅 | 139平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,5人关注 / 7个月以前发布,76.8,"5,526元/平"
北城印象 小区配套齐全  户型方正 随时看房,北城印象 -盐湖区,2室2厅 | 80平米 | 南 北 | 其他 | 中楼层(共22层)  | 板楼,7人关注 / 一年前发布,45,"5,625元/平"
银都花苑，配套市第五幼儿园，圣惠小、学和河东一中,银都花苑 -盐湖区,3室2厅 | 109平米 | 南 北 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 4个月以前发布,49.9,"4,578元/平"
家电小区 2室1厅 南 北,家电小区 -盐湖区,2室1厅 | 85平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,3人关注 / 6个月以前发布,25,"2,942元/平"
户型敞亮 采光充足 业主诚心出售,居乐苑 -盐湖区,3室2厅 | 112平米 | 东 西 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 7个月以前发布,41.8,"3,733元/平"
禹都大道 中银路附  近 步梯高层 三居两卫,盐湖卫校家属院 -盐湖区,3室2厅 | 128平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 7个月以前发布,36,"2,813元/平"
明珠佳园 3室2厅 南 北,明珠佳园 -盐湖区,3室2厅 | 104.67平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,59.8,"5,714元/平"
嘉禾西班牙，学 区房，周 边配套。,嘉禾西班牙 -盐湖区,1室1厅 | 43平米 | 北 | 其他 | 中楼层(共16层)  | 暂无数据,1人关注 / 11个月以前发布,18,"4,187元/平"
钟楼小区 3室2厅 南 北,钟楼小区 -盐湖区,3室2厅 | 100平米 | 南 北 | 其他 | 中楼层(共19层)  | 暂无数据,0人关注 / 1个月以前发布,68.8,"6,880元/平"
大运花园 小洋房 总高10层 电梯入户,大运花园 -盐湖区,3室2厅 | 129平米 | 南 北 | 其他 | 高楼层(共10层)  | 暂无数据,0人关注 / 2个月以前发布,106,"8,218元/平"
：户型南北通透，一梯两户，客厅和两卧朝南，可以按揭,广鑫泰泽园 -盐湖区,3室2厅 | 127平米 | 南 北 | 其他 | 低楼层(共11层)  | 暂无数据,0人关注 / 4个月以前发布,66.8,"5,260元/平"
大世界花园 3室2厅 南,大世界花园 -盐湖区,3室2厅 | 147平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,125,"8,504元/平"
钟楼小区，电梯中层，精装修直接拎包入住,钟楼小区 -盐湖区,4室2厅 | 147平米 | 南 北 | 其他 | 中楼层(共12层)  | 暂无数据,0人关注 / 2个月以前发布,96,"6,531元/平"
东区核 心地段  精装修三室两卫  捡漏房,信合名都 -盐湖区,3室2厅 | 137平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,115,"8,395元/平"
学苑花都 精装三室 南北双阳台 互不打扰,学苑花都 -盐湖区,3室2厅 | 129.8平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,1人关注 / 1个月以前发布,108,"8,321元/平"
奥梅花园 3室2厅 南 北,奥梅花园 -盐湖区,3室2厅 | 119.52平米 | 南 北 | 其他 | 低楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,46.8,"3,916元/平"
：此房电梯小高层    全 明户型     看房方便有钥匙,尚上府邸 -盐湖区,3室2厅 | 101平米 | 南 北 | 其他 | 高楼层(共15层)  | 暂无数据,0人关注 / 6个月以前发布,47.8,"4,733元/平"
南街   大产权  步梯好楼层   有证可按揭,方益小区道南院 -盐湖区,2室1厅 | 120平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,39.5,"3,292元/平"
康中家属区 3室2厅 南 北,康中家属区 -盐湖区,3室2厅 | 121.6平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,46.5,"3,825元/平"
都市绿洲 2室2厅 南,都市绿洲 -盐湖区,2室2厅 | 90平米 | 南 | 其他 | 高楼层(共12层)  | 暂无数据,0人关注 / 2个月以前发布,51.8,"5,756元/平"
二轻局家属院 3室2厅 东 西,二轻局家属院 -盐湖区,3室2厅 | 118.65平米 | 东 西 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 3个月以前发布,48.8,"4,113元/平"
凤凰湖畔 2室1厅 南,凤凰湖畔 -盐湖区,2室1厅 | 88平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 5个月以前发布,55,"6,250元/平"
凤凰财富广场 电梯中层 拎包入住 价格美丽 62平 33万,凤凰财富广场 -盐湖区,1室1厅 | 61.42平米 | 南 北 | 其他 | 低楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,33,"5,373元/平"
电梯小高层，南北通透，精装修，拎包入住,西建天茂城 -盐湖区,3室2厅 | 118平米 | 南 北 | 其他 | 中楼层(共12层)  | 板楼,3人关注 / 4个月以前发布,103,"8,729元/平"
电梯中层 有本可按揭  领包入住  保养如新,盛世雅苑 -盐湖区,3室2厅 | 133.58平米 | 南 北 | 其他 | 中楼层(共11层)  | 暂无数据,0人关注 / 9个月以前发布,86.8,"6,498元/平"
望湖新村小区，南街大产权，房本在手，可随时过户,望湖新村 -盐湖区,3室2厅 | 120平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,2人关注 / 4个月以前发布,30,"2,500元/平"
此房契税满五年，房东自住精 装现房，手续齐全，,学苑花都 -盐湖区,2室2厅 | 91.87平米 | 南 北 | 其他 | 中楼层(共9层)  | 板楼,0人关注 / 4个月以前发布,72,"7,838元/平"
四季绿城C区  107平  步梯高层   有本可按揭,四季绿城C区隽园 -盐湖区,3室2厅 | 107平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,48,"4,486元/平"
西建天茂城，拎包入住，中层，有本可按揭，带车位,西建天茂城 -盐湖区,3室2厅 | 118.31平米 | 南 北 | 其他 | 中楼层(共26层)  | 板塔结合,0人关注 / 3个月以前发布,120,"10,143元/平"
金水湾小区，精装电梯中高层，配套齐全，可按揭,天泰金水湾 -盐湖区,2室2厅 | 80平米 | 北 | 其他 | 中楼层(共29层)  | 暂无数据,1人关注 / 2个月以前发布,56,"7,000元/平"
四季绿城，精装修，带地下室，保养好，拎包入住,四季绿城B区秀园 -盐湖区,3室2厅 | 96.47平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,46.8,"4,852元/平"
华源府 邸 电梯中层 南北大通透 包更名 费用已交 全款,华源福邸 -盐湖区,3室2厅 | 114平米 | 南 北 | 其他 | 中楼层(共30层)  | 暂无数据,0人关注 / 3个月以前发布,42,"3,685元/平"
天鹅湾 3室2厅 南 北,天鹅湾 -盐湖区,3室2厅 | 117.61平米 | 南 北 | 其他 | 低楼层(共25层)  | 暂无数据,0人关注 / 3个月以前发布,76,"6,463元/平"
赞瓜新 金悦华府 精装三室 家具家电齐全 拎包入住,金鑫·金悦华府 -盐湖区,3室2厅 | 120平米 | 南 北 | 精装 | 低楼层(共26层)  | 暂无数据,1人关注 / 2个月以前发布,98,"8,167元/平"
颐贤园 康杰旁 步梯好楼层 南北大通透 有本可按揭,颐贤园 -盐湖区,3室2厅 | 123平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,68,"5,529元/平"
此房子满两年，可按揭，位置优越，采光好,凰金园大厦 -盐湖区,3室2厅 | 138.16平米 | 南 北 | 其他 | 高楼层(共13层)  | 板塔结合,0人关注 / 3个月以前发布,70.8,"5,125元/平"
嘉禾西班牙，学 区房，价格美丽，出行方便。,嘉禾西班牙 -盐湖区,2室1厅 | 67平米 | 南 北 | 其他 | 中楼层(共16层)  | 暂无数据,2人关注 / 一年前发布,30.6,"4,568元/平"
金世现代城 3室2厅 南 北,金世现代城 -盐湖区,3室2厅 | 101平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,49,"4,852元/平"
成熟社区  配套齐全  全阳户型  双阳台,铂郡东方 -盐湖区,3室2厅 | 118平米 | 南 北 | 其他 | 中楼层(共26层)  | 板楼,2人关注 / 6个月以前发布,62.5,"5,297元/平"
力行旁 钟楼小区 步梯高层 有本可按揭 公摊小 可过度,钟楼小区 -盐湖区,2室2厅 | 65平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,27,"4,154元/平"
东星卡纳溪谷 3室2厅 南 北,东星卡纳溪谷 -盐湖区,3室2厅 | 140.82平米 | 南 北 | 其他 | 低楼层(共17层)  | 板楼,0人关注 / 3个月以前发布,74.5,"5,291元/平"
龙庭雅苑 3室2厅 南 北,龙庭雅苑 -盐湖区,3室2厅 | 109平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,49,"4,496元/平"
恒大绿洲，两室，精装，带家具家电，按揭满二，房况好,恒大绿洲 -盐湖区,2室2厅 | 94平米 | 南 | 其他 | 高楼层(共28层)  | 板楼,0人关注 / 4个月以前发布,71,"7,554元/平"
逸夫学 区 民生华庭 步梯低层  满二可按揭 拎包入住,民生花庭 -盐湖区,3室2厅 | 110平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 4个月以前发布,75,"6,819元/平"
五洲观澜 南北通透 4居室 户型好 楼层 好,五洲观澜 -盐湖区,4室2厅 | 131平米 | 南 北 | 其他 | 中楼层(共33层)  | 暂无数据,0人关注 / 3个月以前发布,95.8,"7,313元/平"
全明户型  南北通透  采光好,国科星天地 -盐湖区,3室2厅 | 135.88平米 | 南 北 | 其他 | 高楼层(共30层)  | 暂无数据,0人关注 / 4个月以前发布,73.8,"5,432元/平"
明珠花园小区，三室两厅一厨一卫，户型通透。,明珠花园 -盐湖区,3室2厅 | 104平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 5个月以前发布,49.8,"4,789元/平"
房本在手可按揭，，家里布置的很温馨，家具家电齐,鸿德阳光嘉苑 -盐湖区,2室2厅 | 82平米 | 南 北 | 其他 | 中楼层(共13层)  | 板塔结合,0人关注 / 4个月以前发布,46.8,"5,708元/平"
明珠花园，三室两厅一厨一卫，户型通透,明珠花园 -盐湖区,3室2厅 | 104平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,55,"5,289元/平"
小区旁就是东花园 产权清晰 户型合理 通透性好,东润公园壹号 -盐湖区,3室2厅 | 119.82平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,0人关注 / 6个月以前发布,75.8,"6,327元/平"
黄金水岸 绿源物业  观景房 精装短住 房本在手 可按揭,黄金水岸 -盐湖区,3室2厅 | 125.11平米 | 南 北 | 其他 | 高楼层(共19层)  | 板塔结合,0人关注 / 2个月以前发布,115,"9,192元/平"
御溪苑 步梯3层2室简装对 面运中万达中医院满二可按揭,御溪苑 -盐湖区,2室1厅 | 75平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,59.8,"7,974元/平"
河东故事 3室2厅 南 北,河东故事 -盐湖区,3室2厅 | 141平米 | 南 北 | 其他 | 高楼层(共30层)  | 暂无数据,0人关注 / 1个月以前发布,104,"7,376元/平"
精装短住 电梯好楼层 有本可按揭 包大税,领秀城 -盐湖区,2室2厅 | 92.41平米 | 南 | 其他 | 中楼层(共32层)  | 暂无数据,0人关注 / 2个月以前发布,63.8,"6,905元/平"
花园新居 3室2厅 南 北,花园新居 -盐湖区,3室2厅 | 123平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,41,"3,334元/平"
广厦金海湾 3室2厅 南 北,广厦金海湾 -盐湖区,3室2厅 | 166平米 | 南 北 | 其他 | 中楼层(共11层)  | 塔楼,0人关注 / 2个月以前发布,130,"7,832元/平"
盐湖城，步梯中层，刚需首X，小三室。配套齐全,盐湖城 -盐湖区,3室2厅 | 108平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,78,"7,223元/平"
全屋硅藻泥 恒大绿洲大平层 精装带家具家电拎包入住,恒大绿洲 -盐湖区,4室2厅 | 182平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,131,"7,198元/平"
天泰文化苑 万达旁 交通便利 市中/心配套成熟,天泰文化苑南区 -盐湖区,3室2厅 | 127.8平米 | 南 北 | 其他 | 低楼层(共14层)  | 板楼,10人关注 / 一年前发布,70,"5,478元/平"
凤凰小区 步梯顶层 有本满二 可按揭,凤凰小区 -盐湖区,3室2厅 | 115平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,50,"4,348元/平"
公园旁       一楼带小院 经典户型,瑞安·水云间 -盐湖区,2室2厅 | 112.61平米 | 南 北 | 其他 | 低楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,82,"7,282元/平"
电梯中层，采光充足，双卧客厅朝南！,东湖湾 -盐湖区,3室2厅 | 136平米 | 南 北 | 其他 | 中楼层(共15层)  | 板塔结合,0人关注 / 10个月以前发布,112,"8,236元/平"
房产证在手，生活方便！采光很好。,汇洋龙湾 -盐湖区,2室2厅 | 90.28平米 | 南 | 其他 | 低楼层(共16层)  | 板楼,5人关注 / 一年前发布,63.8,"7,067元/平"
黄 金 水岸电梯小高层 两居室   刚需过度,黄金水岸 -盐湖区,2室1厅 | 65平米 | 东 南 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,55,"8,462元/平"
香榭丽舍 2室2厅 南 北,香榭丽舍 -盐湖区,2室2厅 | 110.95平米 | 南 北 | 其他 | 低楼层(共19层)  | 板塔结合,0人关注 / 一年前发布,78,"7,031元/平"
凤城华都   精装三室两卫 电梯低层   满二可按揭,凤城华都 -盐湖区,3室2厅 | 132平米 | 南 北 | 其他 | 低楼层(共12层)  | 暂无数据,3人关注 / 一年前发布,97,"7,349元/平"
.大产权可按揭2.南北通透3.电梯好楼层,尚上府邸 -盐湖区,3室2厅 | 129平米 | 南 北 | 其他 | 低楼层(共15层)  | 暂无数据,0人关注 / 4个月以前发布,59.8,"4,636元/平"
空港南区  美林山  三室  新装未住  可做婚房,美林山 -盐湖区,3室2厅 | 120平米 | 南 北 | 其他 | 中楼层(共12层)  | 暂无数据,4人关注 / 11个月以前发布,76.8,"6,400元/平"
圣惠嘉园 2室2厅 南 北,圣惠嘉园 -盐湖区,2室2厅 | 89.6平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,50.6,"5,648元/平"
御景华庭小区，电梯中层毛坯，满二可按揭，出行便利,御景华庭 -盐湖区,3室2厅 | 118.64平米 | 南 北 | 其他 | 中楼层(共12层)  | 暂无数据,1人关注 / 3个月以前发布,100,"8,429元/平"
步梯低层 满二可按揭 精装可拎包入住,禹香苑 -盐湖区,3室2厅 | 125平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,78,"6,240元/平"
金磊凤凰城，可上人民路，南北大通透，电梯中层,金磊凤凰城 -盐湖区,3室2厅 | 123.41平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 暂无数据,3人关注 / 3个月以前发布,71.8,"5,819元/平"
星河尚品，南北通透，精装短住，按揭已满二。拎包入住,星河尚品 -盐湖区,3室2厅 | 117平米 | 南 北 | 其他 | 低楼层(共26层)  | 板塔结合,0人关注 / 5个月以前发布,95,"8,120元/平"
信合名都，精装修，满两年，可按揭，,信合名都 -盐湖区,3室2厅 | 129平米 | 南 北 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 5个月以前发布,115,"8,915元/平"
华林逸墅 电梯2居室 家具家电齐全 拎包入住,泰森华林逸墅 -盐湖区,2室1厅 | 73.82平米 | 南 西北 | 其他 | 中楼层(共12层)  | 板楼,0人关注 / 3个月以前发布,45,"6,096元/平"
天茂和郡，格局方正，毛坯小三居，有本可按揭，,西建天茂和郡 -盐湖区,3室2厅 | 106平米 | 南 北 | 其他 | 低楼层(共31层)  | 暂无数据,0人关注 / 5个月以前发布,75,"7,076元/平"
圣惠嘉园 三室两厅一卫 南北通透,圣惠嘉园 -盐湖区,3室2厅 | 100平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,2人关注 / 6个月以前发布,57.8,"5,780元/平"
金鑫大酒店南。宜家园小区 步梯2楼总6楼 有房产证,宜家园 -盐湖区,3室2厅 | 112平米 | 南 | 其他 | 低楼层(共2层)  | 暂无数据,1人关注 / 9个月以前发布,50,"4,465元/平"
东区魏风对 面 一室小户型 精装适合陪读租住70年大产,华荣东方明珠 -盐湖区,1室1厅 | 43平米 | 北 | 其他 | 低楼层(共19层)  | 暂无数据,0人关注 / 4个月以前发布,30,"6,977元/平"
禹香苑新城，步梯中层，地暖房，满二可按揭，带车位,禹香苑 -盐湖区,3室2厅 | 133平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 5个月以前发布,69.8,"5,249元/平"
新新家园，步梯高层，单价5200，刚需S选,新新家园 -盐湖区,3室2厅 | 129平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,49,"3,799元/平"
禹香苑 3室2厅 南 北,禹香苑 -盐湖区,3室2厅 | 128平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,52.8,"4,125元/平"
禹香苑 步梯低层 地暖房 家具家电齐全满二可按揭,禹香苑 -盐湖区,3室2厅 | 136.76平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,72,"5,265元/平"
德贸河东国际 2室2厅 南,德贸河东国际 -盐湖区,2室2厅 | 89平米 | 南 | 其他 | 高楼层(共29层)  | 暂无数据,0人关注 / 2个月以前发布,65,"7,304元/平"
圣景苑，精装两室急售，刚需过渡.....,圣景苑 -盐湖区,2室2厅 | 92.46平米 | 西北 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,42.8,"4,630元/平"
桃源公寓又称中建花园 满二可按揭 房本在手无尾款,桃源公寓 -盐湖区,2室2厅 | 93平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,48.8,"5,248元/平"
翰林湖畔步梯低层，精装修，有本满二可按揭,翰林湖畔 -盐湖区,3室2厅 | 110平米 | 南 | 其他 | 低楼层(共6层)  | 板塔结合,2人关注 / 一年前发布,61.8,"5,619元/平"
鼎鑫地 标 南北大通透  好楼层精装短住 体育馆万达边,鼎鑫地标广场 -盐湖区,3室2厅 | 115平米 | 南 | 其他 | 中楼层(共26层)  | 板塔结合,2人关注 / 一年前发布,130,"11,305元/平"
北海小区  步梯6楼 108平三室 简单装修,北海小区 -盐湖区,3室2厅 | 108平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,39.8,"3,686元/平"
空港南区  电梯精装3居室   着急出售,东湖春天 -盐湖区,3室2厅 | 112平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,1人关注 / 7个月以前发布,58.8,"5,250元/平"
禹香苑 3室2厅 南 北,禹香苑 -盐湖区,3室2厅 | 137.5平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,2人关注 / 11个月以前发布,55,"4,000元/平"
橡树湾 电梯顶层 小三居 拎包入住,绿美橡树湾 -盐湖区,3室2厅 | 103平米 | 南 北 | 其他 | 高楼层(共17层)  | 板楼,0人关注 / 8个月以前发布,68,"6,602元/平"
此房马上满二 中间楼层 楼间距宽 采光充足 视野开阔,星河尚品 -盐湖区,4室2厅 | 168.93平米 | 南 北 | 其他 | 低楼层(共25层)  | 板楼,0人关注 / 3个月以前发布,130,"7,696元/平"
东方明珠小区，电梯中层毛坯大平米，出门魏风，万达,华荣东方明珠 -盐湖区,4室2厅 | 160平米 | 南 北 | 其他 | 中楼层(共19层)  | 暂无数据,1人关注 / 3个月以前发布,98,"6,125元/平"
五洲观澜 3室2厅 南,五洲观澜 -盐湖区,3室2厅 | 123平米 | 南 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 5个月以前发布,93,"7,561元/平"
新新家园 步梯低层 家有老人小孩皆宜 有本满二可按揭,新新家园 -盐湖区,3室2厅 | 136平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,75,"5,515元/平"
鼎鑫地 标 南北大通透  好楼层精装短住 体育馆万达边,鼎鑫地标广场 -盐湖区,3室2厅 | 115平米 | 南 | 其他 | 中楼层(共26层)  | 板塔结合,2人关注 / 一年前发布,130,"11,305元/平"
北海小区  步梯6楼 108平三室 简单装修,北海小区 -盐湖区,3室2厅 | 108平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 一年前发布,39.8,"3,686元/平"
空港南区  电梯精装3居室   着急出售,东湖春天 -盐湖区,3室2厅 | 112平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,1人关注 / 7个月以前发布,58.8,"5,250元/平"
禹香苑 3室2厅 南 北,禹香苑 -盐湖区,3室2厅 | 137.5平米 | 南 北 | 其他 | 高楼层(共5层)  | 板楼,2人关注 / 11个月以前发布,55,"4,000元/平"
橡树湾 电梯顶层 小三居 拎包入住,绿美橡树湾 -盐湖区,3室2厅 | 103平米 | 南 北 | 其他 | 高楼层(共17层)  | 板楼,0人关注 / 8个月以前发布,68,"6,602元/平"
此房马上满二 中间楼层 楼间距宽 采光充足 视野开阔,星河尚品 -盐湖区,4室2厅 | 168.93平米 | 南 北 | 其他 | 低楼层(共25层)  | 板楼,0人关注 / 3个月以前发布,130,"7,696元/平"
东方明珠小区，电梯中层毛坯大平米，出门魏风，万达,华荣东方明珠 -盐湖区,4室2厅 | 160平米 | 南 北 | 其他 | 中楼层(共19层)  | 暂无数据,1人关注 / 3个月以前发布,98,"6,125元/平"
条山花园，中装，三室一卫，南北通透，按揭满二无尾款,条山花园 -盐湖区,3室2厅 | 104平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,55,"5,289元/平"
价格好谈诚心出售  业主换大房子了,嘉禾西班牙 -盐湖区,1室1厅 | 59平米 | 西 | 其他 | 低楼层(共16层)  | 暂无数据,1人关注 / 一年前发布,24,"4,068元/平"
怡景华庭 2室1厅 南 北,怡景华庭 -盐湖区,2室1厅 | 87平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,1人关注 / 7个月以前发布,43.8,"5,035元/平"
鑫地理想城，南北通三房，景观楼层，诚意出售,鑫地理想城 -盐湖区,3室2厅 | 118平米 | 南 北 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,100,"8,475元/平"
紫薇香河湾 步梯三楼 满二可按揭 南北大通透,紫薇香河湾 -盐湖区,3室2厅 | 127.46平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,10人关注 / 一年前发布,71,"5,571元/平"
信合名都  楼 王 嚎装四居短住  有本可按揭 有车位,信合名都 -盐湖区,4室2厅 | 190平米 | 南 北 | 其他 | 中楼层(共27层)  | 暂无数据,0人关注 / 10个月以前发布,185,"9,737元/平"
年轻人过度选择。满2年，可以按揭。手续齐全。,鑫地阳光城 -盐湖区,3室2厅 | 110平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,2人关注 / 7个月以前发布,45,"4,091元/平"
恒大绿洲 2室2厅 南,恒大绿洲 -盐湖区,2室2厅 | 99.76平米 | 南 | 其他 | 低楼层(共31层)  | 板塔结合,1人关注 / 8个月以前发布,73,"7,318元/平"
机电家属院 步梯次顶层 三居室,机电家属院 -盐湖区,3室1厅 | 89平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,29.8,"3,349元/平"
恒大绿洲，经典三居室，电梯好楼层，满二,恒大绿洲 -盐湖区,3室2厅 | 108平米 | 南 | 其他 | 中楼层(共32层)  | 板塔结合,1人关注 / 9个月以前发布,79.8,"7,389元/平"
恒大绿洲，稀 缺四房，精装带家具家电，电梯中高层,恒大绿洲 -盐湖区,4室2厅 | 167平米 | 南 北 | 其他 | 中楼层(共32层)  | 板塔结合,0人关注 / 一年前发布,130,"7,785元/平"
家电小区，三室一卫，简装全明采光，按揭满二看房方便,家电小区 -盐湖区,3室2厅 | 105平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,30,"2,858元/平"
外滩首府小区，满二可按揭，出门就是禹都公园,外滩首府 -盐湖区,2室2厅 | 110平米 | 南 | 其他 | 高楼层(共23层)  | 板塔结合,3人关注 / 8个月以前发布,84.8,"7,710元/平"
