标题,开发商,房子信息,发布信息,售价/万,单价
龙记帝景湾 3室2厅 南 北,龙记帝景湾 -城北,3室2厅 | 120.01平米 | 南 北 | 精装 | 低楼层(共23层)  | 板塔结合,0人关注 / 3天以前发布,170,"14,166元/平"
高科花园 3室1厅 南 北,高科花园 -高新四路,3室1厅 | 104.05平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,6人关注 / 6个月以前发布,286,"27,487元/平"
西缆劳动路小区 3室2厅 西南,西缆劳动路小区 -城西,3室2厅 | 129.57平米 | 西南 | 精装 | 高楼层(共25层)  | 板塔结合,13人关注 / 8个月以前发布,135,"10,420元/平"
中铁尚都城 3室2厅 南 北,中铁尚都城 -城南,3室2厅 | 129.87平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,198,"15,247元/平"
高科广场 3室2厅 南 北,高科广场 -高新四路,3室2厅 | 129.45平米 | 南 北 | 精装 | 中楼层(共25层)  | 塔楼,0人关注 / 6个月以前发布,146,"11,279元/平"
万象春天一期 2室1厅 南,万象春天一期 -城南,2室1厅 | 71.62平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,1人关注 / 17天以前发布,108,"15,080元/平"
巴厘公馆 3室1厅 北,巴厘公馆 -城南,3室1厅 | 55.26平米 | 北 | 其他 | 中楼层(共22层)  | 塔楼,6人关注 / 5个月以前发布,102,"18,459元/平"
融侨城 4室2厅 南 北,融侨城 -唐延路,4室2厅 | 134.99平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,310,"22,965元/平"
泰祥花园 1室1厅 南,泰祥花园 -高新一中,1室1厅 | 47.13平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,120,"25,462元/平"
西控花园 3室2厅 南 北,西控花园 -城西,3室2厅 | 129.36平米 | 南 北 | 其他 | 高楼层(共28层)  | 板楼,2人关注 / 6个月以前发布,133,"10,282元/平"
紫薇田园都市E区 3室2厅 南 北,紫薇田园都市E区 -紫薇田园都市,3室2厅 | 136.61平米 | 南 北 | 简装 | 高楼层(共20层)  | 板楼,13人关注 / 3个月以前发布,242,"17,715元/平"
蔚蓝花城 3室2厅 东南,蔚蓝花城 -城西,3室2厅 | 128.96平米 | 东南 | 精装 | 高楼层(共27层)  | 塔楼,7人关注 / 4个月以前发布,159,"12,330元/平"
远洋落子栖 3室1厅 南 北,远洋落子栖 -高新六路,3室1厅 | 117.93平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 12天以前发布,210,"17,808元/平"
中海观园B区 3室2厅 南 北,中海观园B区 -曲江,3室2厅 | 128.19平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,3人关注 / 6个月以前发布,308,"24,027元/平"
迎春小区南区 5室2厅 南 北,迎春小区南区 -城内,5室2厅 | 152.56平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,4人关注 / 6个月以前发布,113,"7,407元/平"
锦业居 2室1厅 南 北,锦业居 -紫薇田园都市,2室1厅 | 110.12平米 | 南 北 | 精装 | 低楼层(共15层)  | 板楼,6人关注 / 4个月以前发布,180,"16,346元/平"
融发心园 2室1厅 南 北,融发心园 -长安,2室1厅 | 89.05平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 2个月以前发布,112,"12,578元/平"
万家灯火 2室1厅 南,万家灯火 -陕西大会堂,2室1厅 | 84.19平米 | 南 | 精装 | 26层  | 板塔结合,2人关注 / 2个月以前发布,142,"16,867元/平"
中天锦庭 2室2厅 南,中天锦庭 -城北,2室2厅 | 88.6平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,1人关注 / 2个月以前发布,136,"15,350元/平"
二府庄新村小区 2室1厅 南 北,二府庄新村小区 -城北,2室1厅 | 62.9平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,11人关注 / 3个月以前发布,57,"9,063元/平"
枫叶新新家园 3室2厅 西北,枫叶新新家园 -高新一中,3室2厅 | 127.83平米 | 西北 | 精装 | 高楼层(共15层)  | 塔楼,0人关注 / 2个月以前发布,415,"32,465元/平"
南郊铁路局家属院 2室2厅 北,南郊铁路局家属院 -城东,2室2厅 | 106.43平米 | 北 | 精装 | 中楼层(共25层)  | 板塔结合,10人关注 / 6个月以前发布,230,"21,611元/平"
工商银行华强路家属院 3室2厅 南 北,工商银行华强路家属院 -城北,3室2厅 | 133.07平米 | 南 北 | 其他 | 高楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,98.4,"7,395元/平"
五湖名邸东区 4室2厅 南 北,五湖名邸东区 -雁鸣湖,4室2厅 | 201.73平米 | 南 北 | 精装 | 低楼层(共3层)  | 板楼,31人关注 / 一年前发布,595,"29,495元/平"
紫薇田园都市E区 3室2厅 南 北,紫薇田园都市E区 -紫薇田园都市,3室2厅 | 117.6平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,59人关注 / 7个月以前发布,235,"19,983元/平"
保利天悦一期 4室2厅 东南,保利天悦一期 -鱼化寨,4室2厅 | 135.64平米 | 东南 | 精装 | 34层  | 板楼,1人关注 / 1个月以前发布,429,"31,628元/平"
五湖名邸西区 3室2厅 南,五湖名邸西区 -雁鸣湖,3室2厅 | 92.39平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,144,"15,587元/平"
东尚蜂鸟 3室2厅 西北,东尚蜂鸟 -紫薇田园都市,3室2厅 | 119.55平米 | 西北 | 精装 | 高楼层(共28层)  | 塔楼,19人关注 / 一年前发布,162,"13,551元/平"
龙湖花千树二期 3室2厅 南 北,龙湖花千树二期 -长安,3室2厅 | 92.73平米 | 南 北 | 精装 | 低楼层(共31层)  | 板楼,1人关注 / 4个月以前发布,232,"25,019元/平"
融侨城 4室2厅 南 北,融侨城 -唐延路,4室2厅 | 143.15平米 | 南 北 | 精装 | 低楼层(共22层)  | 板楼,1人关注 / 1个月以前发布,299,"20,888元/平"
西安锦都 3室2厅 东南,西安锦都 -高新四路,3室2厅 | 125.73平米 | 东南 | 简装 | 高楼层(共18层)  | 板塔结合,50人关注 / 8个月以前发布,202,"16,067元/平"
阳光台 4室1厅 南 北,阳光台 -城西,4室1厅 | 126.87平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 1个月以前发布,195,"15,371元/平"
农林巷八号院 3室1厅 南 北,农林巷八号院 -城南,3室1厅 | 86.52平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,9人关注 / 5个月以前发布,101,"11,674元/平"
雅居乐花园 3室2厅 东 南 北,雅居乐花园 -长安,3室2厅 | 140.28平米 | 东 南 北 | 精装 | 中楼层(共30层)  | 板楼,1人关注 / 2个月以前发布,225,"16,040元/平"
紫郡长安 2室1厅 北,紫郡长安 -城南,2室1厅 | 70.76平米 | 北 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,110,"15,546元/平"
省建材公司家属院 3室1厅 南 北,省建材公司家属院 -李家村,3室1厅 | 88.87平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 4天以前发布,95,"10,690元/平"
中铁缤纷南郡 3室2厅 南 北,中铁缤纷南郡 -陕西大会堂,3室2厅 | 118.26平米 | 南 北 | 精装 | 33层  | 板塔结合,3人关注 / 1个月以前发布,288,"24,354元/平"
捷瑞公园首府 3室2厅 南 北,捷瑞公园首府 -城西,3室2厅 | 157.53平米 | 南 北 | 精装 | 低楼层(共31层)  | 板楼,2人关注 / 一年前发布,210,"13,331元/平"
逸翠园一期 2室2厅 南 北,逸翠园一期 -逸翠园,2室2厅 | 95.07平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,2人关注 / 8个月以前发布,300,"31,556元/平"
彩云郡 2室2厅 南 北,彩云郡 -城北,2室2厅 | 89.99平米 | 南 北 | 简装 | 低楼层(共28层)  | 板塔结合,37人关注 / 6个月以前发布,99.8,"11,091元/平"
竹园阳光嘉苑 4室2厅 南 北,竹园阳光嘉苑 -长安,4室2厅 | 160.27平米 | 南 北 | 精装 | 中楼层(共17层)  | 塔楼,39人关注 / 一年前发布,266,"16,597元/平"
蓝光公园华府三期 3室2厅 南 北,蓝光公园华府三期 -西咸,3室2厅 | 110.93平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 13天以前发布,167,"15,055元/平"
城市风景夏日景色一期 3室2厅 南 北,城市风景夏日景色一期 -高新六路,3室2厅 | 137.74平米 | 南 北 | 精装 | 18层  | 塔楼,5人关注 / 5个月以前发布,252,"18,296元/平"
西安深国投中心 3室2厅 西南,西安深国投中心 -城北,3室2厅 | 107.67平米 | 西南 | 精装 | 中楼层(共30层)  | 板塔结合,16人关注 / 7个月以前发布,183,"16,997元/平"
立丰公寓 3室2厅 南 北,立丰公寓 -李家村,3室2厅 | 129.8平米 | 南 北 | 精装 | 低楼层(共19层)  | 板塔结合,2人关注 / 1个月以前发布,120,"9,245元/平"
香克林小镇 3室2厅 南 北,香克林小镇 -经开南,3室2厅 | 123.93平米 | 南 北 | 简装 | 高楼层(共12层)  | 板楼,11人关注 / 5个月以前发布,182,"14,686元/平"
昆明花园 2室1厅 南 北,昆明花园 -高新六路,2室1厅 | 88.22平米 | 南 北 | 精装 | 中楼层(共30层)  | 板楼,1人关注 / 2个月以前发布,148,"16,777元/平"
龙城铭园二期 2室2厅 南,龙城铭园二期 -鱼化寨,2室2厅 | 85.27平米 | 南 | 精装 | 32层  | 板塔结合,0人关注 / 1个月以前发布,165,"19,351元/平"
蔚蓝花城七色镇B区 2室2厅 南 北,蔚蓝花城七色镇B区 -城西,2室2厅 | 83.31平米 | 南 北 | 精装 | 高楼层(共15层)  | 板塔结合,0人关注 / 1个月以前发布,123,"14,765元/平"
天然居二期 3室2厅 南,天然居二期 -城东,3室2厅 | 129.5平米 | 南 | 精装 | 中楼层(共24层)  | 板塔结合,1人关注 / 8个月以前发布,191,"14,750元/平"
金茂紫庭 3室2厅 南,金茂紫庭 -安装四处,3室2厅 | 112.86平米 | 南 | 简装 | 低楼层(共27层)  | 板楼,2人关注 / 2个月以前发布,135,"11,962元/平"
紫薇田园都市K区 3室2厅 南 北,紫薇田园都市K区 -紫薇田园都市,3室2厅 | 89.72平米 | 南 北 | 精装 | 低楼层(共3层)  | 板楼,50人关注 / 2个月以前发布,230,"25,636元/平"
英郡年华国际社区 3室1厅 南 北,英郡年华国际社区 -长安,3室1厅 | 106.43平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,198,"18,604元/平"
山水秦唐 3室2厅 南 北,山水秦唐 -临潼,3室2厅 | 115.27平米 | 南 北 | 精装 | 6层  | 暂无数据,2人关注 / 4个月以前发布,87,"7,548元/平"
中天花园 1室1厅 北,中天花园 -太白南路,1室1厅 | 48.19平米 | 北 | 精装 | 高楼层(共18层)  | 板塔结合,5人关注 / 5个月以前发布,78,"16,186元/平"
万科城·二期 3室2厅 南 北,万科城·二期 -长安,3室2厅 | 125.26平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,45人关注 / 5个月以前发布,245,"19,560元/平"
紫薇田园都市A区 3室2厅 南 北,紫薇田园都市A区 -紫薇田园都市,3室2厅 | 133.75平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,7人关注 / 一年前发布,235,"17,571元/平"
龙湖花千树二期 3室2厅 南 北,龙湖花千树二期 -长安,3室2厅 | 92.73平米 | 南 北 | 精装 | 低楼层(共31层)  | 板楼,1人关注 / 4个月以前发布,232,"25,019元/平"
枫叶新新家园 3室2厅 西北,枫叶新新家园 -高新一中,3室2厅 | 127.83平米 | 西北 | 精装 | 高楼层(共15层)  | 塔楼,0人关注 / 2个月以前发布,415,"32,465元/平"
美都香域 2室2厅 南,美都香域 -经开南,2室2厅 | 91.18平米 | 南 | 简装 | 中楼层(共18层)  | 板楼,2人关注 / 1个月以前发布,114,"12,503元/平"
万科城一期 3室1厅 南 北,万科城一期 -长安,3室1厅 | 88.17平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,1人关注 / 11个月以前发布,179,"20,302元/平"
科创小区南区 2室2厅 南 北,科创小区南区 -城南,2室2厅 | 104.18平米 | 南 北 | 简装 | 中楼层(共26层)  | 板塔结合,47人关注 / 一年前发布,115.5,"11,087元/平"
恒大江湾 3室2厅 南 北,恒大江湾 -国际港务区,3室2厅 | 129.29平米 | 南 北 | 精装 | 中楼层(共17层)  | 板塔结合,60人关注 / 11个月以前发布,188,"14,541元/平"
逸翠园一期 2室2厅 南 北,逸翠园一期 -逸翠园,2室2厅 | 95.07平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,2人关注 / 8个月以前发布,300,"31,556元/平"
紫薇田园都市J区 2室2厅 南 北,紫薇田园都市J区 -紫薇田园都市,2室2厅 | 95.1平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,19人关注 / 7个月以前发布,156.5,"16,457元/平"
紫雁朗庭 3室1厅 西南,紫雁朗庭 -南稍门,3室1厅 | 130.35平米 | 西南 | 简装 | 中楼层(共27层)  | 塔楼,21人关注 / 一年前发布,175,"13,426元/平"
城市风景夏日景色一期 3室2厅 南 北,城市风景夏日景色一期 -高新六路,3室2厅 | 137.74平米 | 南 北 | 精装 | 18层  | 塔楼,5人关注 / 5个月以前发布,252,"18,296元/平"
西安深国投中心 3室2厅 西南,西安深国投中心 -城北,3室2厅 | 107.67平米 | 西南 | 精装 | 中楼层(共30层)  | 板塔结合,16人关注 / 7个月以前发布,183,"16,997元/平"
龙城铭园二期 2室2厅 南,龙城铭园二期 -鱼化寨,2室2厅 | 85.27平米 | 南 | 精装 | 32层  | 板塔结合,0人关注 / 1个月以前发布,165,"19,351元/平"
昆明花园 2室1厅 南 北,昆明花园 -高新六路,2室1厅 | 88.22平米 | 南 北 | 精装 | 中楼层(共30层)  | 板楼,1人关注 / 2个月以前发布,148,"16,777元/平"
立丰公寓 3室2厅 南 北,立丰公寓 -李家村,3室2厅 | 129.8平米 | 南 北 | 精装 | 低楼层(共19层)  | 板塔结合,2人关注 / 1个月以前发布,120,"9,245元/平"
蓝光公园华府三期 3室2厅 南 北,蓝光公园华府三期 -西咸,3室2厅 | 110.93平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 13天以前发布,167,"15,055元/平"
金茂紫庭 3室2厅 南,金茂紫庭 -安装四处,3室2厅 | 112.86平米 | 南 | 简装 | 低楼层(共27层)  | 板楼,2人关注 / 2个月以前发布,135,"11,962元/平"
天然居二期 3室2厅 南,天然居二期 -城东,3室2厅 | 129.5平米 | 南 | 精装 | 中楼层(共24层)  | 板塔结合,1人关注 / 8个月以前发布,191,"14,750元/平"
省建材公司家属院 3室1厅 南 北,省建材公司家属院 -李家村,3室1厅 | 88.87平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 4天以前发布,95,"10,690元/平"
雅居乐花园 3室2厅 东 南 北,雅居乐花园 -长安,3室2厅 | 140.28平米 | 东 南 北 | 精装 | 中楼层(共30层)  | 板楼,1人关注 / 2个月以前发布,225,"16,040元/平"
农林巷八号院 3室1厅 南 北,农林巷八号院 -城南,3室1厅 | 86.52平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,9人关注 / 5个月以前发布,101,"11,674元/平"
英郡年华国际社区 3室1厅 南 北,英郡年华国际社区 -长安,3室1厅 | 106.43平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,198,"18,604元/平"
紫薇田园都市K区 3室2厅 南 北,紫薇田园都市K区 -紫薇田园都市,3室2厅 | 89.72平米 | 南 北 | 精装 | 低楼层(共3层)  | 板楼,50人关注 / 2个月以前发布,230,"25,636元/平"
蔚蓝花城七色镇B区 2室2厅 南 北,蔚蓝花城七色镇B区 -城西,2室2厅 | 83.31平米 | 南 北 | 精装 | 高楼层(共15层)  | 板塔结合,0人关注 / 1个月以前发布,123,"14,765元/平"
保利拉菲公馆北区 3室2厅 南 北,保利拉菲公馆北区 -经开北,3室2厅 | 119.57平米 | 南 北 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 2个月以前发布,242.5,"20,282元/平"
中天花园 1室1厅 北,中天花园 -太白南路,1室1厅 | 48.19平米 | 北 | 精装 | 高楼层(共18层)  | 板塔结合,5人关注 / 5个月以前发布,78,"16,186元/平"
万科城·二期 3室2厅 南 北,万科城·二期 -长安,3室2厅 | 125.26平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,45人关注 / 5个月以前发布,245,"19,560元/平"
紫薇田园都市A区 3室2厅 南 北,紫薇田园都市A区 -紫薇田园都市,3室2厅 | 133.75平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,7人关注 / 一年前发布,235,"17,571元/平"
紫郡长安 2室1厅 北,紫郡长安 -城南,2室1厅 | 70.76平米 | 北 | 精装 | 低楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,110,"15,546元/平"
山水秦唐 3室2厅 南 北,山水秦唐 -临潼,3室2厅 | 115.27平米 | 南 北 | 精装 | 6层  | 暂无数据,2人关注 / 4个月以前发布,87,"7,548元/平"
竹园阳光嘉苑 4室2厅 南 北,竹园阳光嘉苑 -长安,4室2厅 | 160.27平米 | 南 北 | 精装 | 中楼层(共17层)  | 塔楼,39人关注 / 一年前发布,266,"16,597元/平"
香克林小镇 3室2厅 南 北,香克林小镇 -经开南,3室2厅 | 123.93平米 | 南 北 | 简装 | 高楼层(共12层)  | 板楼,11人关注 / 5个月以前发布,182,"14,686元/平"
万兴居温馨家园 2室2厅 南 北,万兴居温馨家园 -长安,2室2厅 | 112.1平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,18人关注 / 8个月以前发布,88,"7,851元/平"
中铁缤纷南郡 3室2厅 南 北,中铁缤纷南郡 -陕西大会堂,3室2厅 | 118.26平米 | 南 北 | 精装 | 33层  | 板塔结合,3人关注 / 1个月以前发布,288,"24,354元/平"
春天花园 3室2厅 东南,春天花园 -长安,3室2厅 | 128.25平米 | 东南 | 精装 | 低楼层(共28层)  | 塔楼,3人关注 / 6个月以前发布,150,"11,696元/平"
公园天下 3室2厅 南 北,公园天下 -城西,3室2厅 | 120.46平米 | 南 北 | 简装 | 低楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,256,"21,252元/平"
中天花园 1室1厅 北,中天花园 -太白南路,1室1厅 | 48.19平米 | 北 | 精装 | 高楼层(共18层)  | 板塔结合,5人关注 / 5个月以前发布,78,"16,186元/平"
雅居乐花园 3室2厅 东 南 北,雅居乐花园 -长安,3室2厅 | 140.28平米 | 东 南 北 | 精装 | 中楼层(共30层)  | 板楼,1人关注 / 2个月以前发布,225,"16,040元/平"
保利拉菲公馆北区 3室2厅 南 北,保利拉菲公馆北区 -经开北,3室2厅 | 119.57平米 | 南 北 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 2个月以前发布,242.5,"20,282元/平"
蔚蓝花城七色镇B区 2室2厅 南 北,蔚蓝花城七色镇B区 -城西,2室2厅 | 83.31平米 | 南 北 | 精装 | 高楼层(共15层)  | 板塔结合,0人关注 / 1个月以前发布,123,"14,765元/平"
蓝光公园华府三期 3室2厅 南 北,蓝光公园华府三期 -西咸,3室2厅 | 110.93平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 13天以前发布,167,"15,055元/平"
立丰公寓 3室2厅 南 北,立丰公寓 -李家村,3室2厅 | 129.8平米 | 南 北 | 精装 | 低楼层(共19层)  | 板塔结合,2人关注 / 1个月以前发布,120,"9,245元/平"
龙城铭园二期 2室2厅 南,龙城铭园二期 -鱼化寨,2室2厅 | 85.27平米 | 南 | 精装 | 32层  | 板塔结合,0人关注 / 1个月以前发布,165,"19,351元/平"
天然居二期 3室2厅 南,天然居二期 -城东,3室2厅 | 129.5平米 | 南 | 精装 | 中楼层(共24层)  | 板塔结合,1人关注 / 8个月以前发布,191,"14,750元/平"
金茂紫庭 3室2厅 南,金茂紫庭 -安装四处,3室2厅 | 112.86平米 | 南 | 简装 | 低楼层(共27层)  | 板楼,2人关注 / 2个月以前发布,135,"11,962元/平"
紫薇田园都市K区 3室2厅 南 北,紫薇田园都市K区 -紫薇田园都市,3室2厅 | 89.72平米 | 南 北 | 精装 | 低楼层(共3层)  | 板楼,50人关注 / 2个月以前发布,230,"25,636元/平"
新中社区 3室2厅 南 北,新中社区 -城内,3室2厅 | 111.93平米 | 南 北 | 简装 | 中楼层(共7层)  | 板塔结合,22人关注 / 7个月以前发布,108,"9,649元/平"
兴隆园一区 2室2厅 南 北,兴隆园一区 -经开南,2室2厅 | 79.87平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,1人关注 / 3个月以前发布,110,"13,773元/平"
巨威大秦郡 3室2厅 南 北,巨威大秦郡 -城西,3室2厅 | 118.36平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,1人关注 / 1个月以前发布,162,"13,688元/平"
盛世长安 2室2厅 南,盛世长安 -长安,2室2厅 | 83.22平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,2人关注 / 2个月以前发布,130,"15,622元/平"
陕西歌剧院家属院 2室1厅 北 南,陕西歌剧院家属院 -李家村,2室1厅 | 52.73平米 | 北 南 | 精装 | 中楼层(共5层)  | 板楼,5人关注 / 2个月以前发布,63,"11,948元/平"
金仕华城 3室1厅 南 北,金仕华城 -城北,3室1厅 | 104.75平米 | 南 北 | 简装 | 中楼层(共32层)  | 板塔结合,4人关注 / 3个月以前发布,124,"11,838元/平"
恒大绿洲 2室2厅 南,恒大绿洲 -安装四处,2室2厅 | 93.21平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,130,"13,948元/平"
雅苑东方 3室2厅 东南,雅苑东方 -城东,3室2厅 | 110.43平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼,50人关注 / 一年前发布,149,"13,493元/平"
东方米兰 3室2厅 西,东方米兰 -高新六路,3室2厅 | 71.75平米 | 西 | 精装 | 低楼层(共31层)  | 板塔结合,97人关注 / 一年前发布,155,"21,603元/平"
开元住宅 2室2厅 西,开元住宅 -城西,2室2厅 | 114.05平米 | 西 | 简装 | 高楼层(共29层)  | 板塔结合,1人关注 / 8个月以前发布,115,"10,084元/平"
骊苑住宅小区 3室2厅 南 北,骊苑住宅小区 -临潼,3室2厅 | 92.73平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,3人关注 / 1个月以前发布,66,"7,118元/平"
金科天籁城 3室1厅 南 北,金科天籁城 -经开南,3室1厅 | 113.9平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,76人关注 / 7个月以前发布,220,"19,316元/平"
恒大城 3室2厅 东南,恒大城 -城西,3室2厅 | 131.69平米 | 东南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 2个月以前发布,252,"19,136元/平"
新兴骏景园2期 3室2厅 南,新兴骏景园2期 -城东,3室2厅 | 116.87平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,27人关注 / 4个月以前发布,157,"13,434元/平"
万科城一期 3室2厅 南 北,万科城一期 -长安,3室2厅 | 89.03平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,4人关注 / 6个月以前发布,190,"21,342元/平"
大兴九臻 2室1厅 南,大兴九臻 -城西,2室1厅 | 85.91平米 | 南 | 精装 | 高楼层(共22层)  | 板楼,1人关注 / 1个月以前发布,136,"15,831元/平"
龙祥御苑 1室2厅 北,龙祥御苑 -经开南,1室2厅 | 71.93平米 | 北 | 精装 | 中楼层(共21层)  | 板塔结合,1人关注 / 4个月以前发布,66,"9,176元/平"
圣合家园二期 2室1厅 南 北,圣合家园二期 -长安,2室1厅 | 88.33平米 | 南 北 | 精装 | 中楼层(共24层)  | 板塔结合,1人关注 / 1个月以前发布,123,"13,926元/平"
大华曲江公园世家五期 2室2厅 南,大华曲江公园世家五期 -曲江,2室2厅 | 81.8平米 | 南 | 精装 | 30层  | 板塔结合,12人关注 / 6个月以前发布,164.2,"20,074元/平"
复地优尚国际一期 4室2厅 南 北,复地优尚国际一期 -鱼化寨,4室2厅 | 125.51平米 | 南 北 | 精装 | 低楼层(共27层)  | 板塔结合,8人关注 / 8个月以前发布,236,"18,804元/平"
外贸小区 2室2厅 南 北,外贸小区 -长安,2室2厅 | 90.34平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,54人关注 / 一年前发布,68,"7,528元/平"
双子座公寓 3室1厅 西,双子座公寓 -经开南,3室1厅 | 90.54平米 | 西 | 简装 | 低楼层(共32层)  | 塔楼,150人关注 / 一年前发布,86.48,"9,552元/平"
三兴鑫园 2室2厅 东,三兴鑫园 -城南,2室2厅 | 94.44平米 | 东 | 简装 | 中楼层(共26层)  | 板塔结合,24人关注 / 一年前发布,110,"11,648元/平"
翠屏湾1期 2室2厅 南 北,翠屏湾1期 -矿山路,2室2厅 | 81.81平米 | 南 北 | 精装 | 18层  | 板塔结合,14人关注 / 6个月以前发布,115,"14,057元/平"
长征365 3室2厅 南 北,长征365 -紫薇田园都市,3室2厅 | 99.92平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,219,"21,918元/平"
城市风景夏日景色二期 3室2厅 南 北,城市风景夏日景色二期 -高新六路,3室2厅 | 129.29平米 | 南 北 | 简装 | 12层  | 板塔结合,3人关注 / 6个月以前发布,295,"22,817元/平"
智慧城五期 3室2厅 南,智慧城五期 -长安,3室2厅 | 121.09平米 | 南 | 精装 | 高楼层(共26层)  | 塔楼,0人关注 / 2个月以前发布,165,"13,627元/平"
电力研究院 3室1厅 北 南,电力研究院 -李家村,3室1厅 | 96.81平米 | 北 南 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,87,"8,987元/平"
仕嘉公寓A区（绿地世纪城） 2室2厅 南 北,仕嘉公寓A区（绿地世纪城） -锦业路,2室2厅 | 88.27平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,32人关注 / 6个月以前发布,183,"20,732元/平"
华宇时间城 2室2厅 南 北,华宇时间城 -经开北,2室2厅 | 83.85平米 | 南 北 | 精装 | 中楼层(共28层)  | 板塔结合,3人关注 / 2个月以前发布,96.5,"11,509元/平"
紫玉公馆 2室2厅 南 北,紫玉公馆 -经开南,2室2厅 | 101.18平米 | 南 北 | 简装 | 中楼层(共18层)  | 板塔结合,71人关注 / 8个月以前发布,102,"10,082元/平"
海棠别馆 2室2厅 南,海棠别馆 -紫薇田园都市,2室2厅 | 76.12平米 | 南 | 精装 | 高楼层(共26层)  | 板塔结合,16人关注 / 5个月以前发布,138,"18,130元/平"
中华世纪城 3室2厅 南 北,中华世纪城 -唐延路,3室2厅 | 139.59平米 | 南 北 | 精装 | 低楼层(共8层)  | 板楼,1人关注 / 1个月以前发布,362,"25,934元/平"
荣民宫园中央 3室2厅 南 北,荣民宫园中央 -城北,3室2厅 | 118.23平米 | 南 北 | 简装 | 高楼层(共33层)  | 板塔结合,2人关注 / 3个月以前发布,197,"16,663元/平"
荣城名苑 3室1厅 南 北,荣城名苑 -城北,3室1厅 | 104.64平米 | 南 北 | 精装 | 低楼层(共27层)  | 板塔结合,1人关注 / 1个月以前发布,156,"14,909元/平"
五湖名邸西区 3室2厅 南 北,五湖名邸西区 -雁鸣湖,3室2厅 | 90.68平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,143,"15,770元/平"
华城国际小区 2室2厅 东南,华城国际小区 -城南,2室2厅 | 93.22平米 | 东南 | 简装 | 低楼层(共30层)  | 塔楼,70人关注 / 一年前发布,124.5,"13,356元/平"
