标题,开发商,房子信息,发布信息,售价/万,单价
御璟城市花园 3室2厅 南 北,御璟城市花园 -榆次区,3室2厅 | 120平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 10天以前发布,100,"8,334元/平"
迎宾合作住宅区 3室2厅 南 北,迎宾合作住宅区 -榆次区,3室2厅 | 106平米 | 南 北 | 其他 | 高楼层(共6层)  | 塔楼,0人关注 / 1个月以前发布,71,"6,699元/平"
国税局宿舍 3室2厅 南 北,国税局宿舍 -榆次区,3室2厅 | 101平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,54,"5,347元/平"
泰悦御庭 3室1厅 南 北,泰悦御庭 -榆次区,3室1厅 | 106平米 | 南 北 | 其他 | 低楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,77,"7,265元/平"
锦绣园 3室2厅 南 北,锦绣园 -榆次区,3室2厅 | 120平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,100,"8,334元/平"
阳光城·文澜府 3室2厅 南 北,阳光城·文澜府 -榆次区,3室2厅 | 116平米 | 南 北 | 其他 | 中楼层(共27层)  | 暂无数据,0人关注 / 1个月以前发布,103,"8,880元/平"
泰悦御庭 4室2厅 南 北,泰悦御庭 -榆次区,4室2厅 | 143平米 | 南 北 | 其他 | 中楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,106,"7,413元/平"
首创国际学园三期 3室2厅 南 北,首创国际学园三期 -榆次区,3室2厅 | 129平米 | 南 北 | 其他 | 中楼层(共21层)  | 暂无数据,0人关注 / 1个月以前发布,95,"7,365元/平"
保利·壹号公馆 3室2厅 南 北,保利·壹号公馆 -榆次区,3室2厅 | 120平米 | 南 北 | 其他 | 高楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,90,"7,500元/平"
泰悦御庭 4室2厅 南 北,泰悦御庭 -榆次区,4室2厅 | 143平米 | 南 北 | 其他 | 中楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,106,"7,413元/平"
阳光城·文澜府 3室2厅 南 北,阳光城·文澜府 -榆次区,3室2厅 | 116平米 | 南 北 | 其他 | 中楼层(共27层)  | 暂无数据,0人关注 / 1个月以前发布,103,"8,880元/平"
首创国际学园B区 2室2厅 南 北,首创国际学园B区 -榆次区,2室2厅 | 113.93平米 | 南 北 | 其他 | 低楼层(共22层)  | 板楼,0人关注 / 1个月以前发布,95,"8,339元/平"
田森双子座 1室1厅 南 北,田森双子座 -榆次区,1室1厅 | 60平米 | 南 北 | 其他 | 低楼层(共28层)  | 塔楼,0人关注 / 1个月以前发布,37,"6,167元/平"
玉湖佳苑 3室2厅 南 北,玉湖佳苑 -榆次区,3室2厅 | 113平米 | 南 北 | 其他 | 中楼层(共13层)  | 暂无数据,0人关注 / 1个月以前发布,92,"8,142元/平"
红星天铂二期 3室1厅 南 北,红星天铂二期 -榆次区,3室1厅 | 103.28平米 | 南 北 | 其他 | 中楼层(共30层)  | 暂无数据,0人关注 / 1个月以前发布,95,"9,199元/平"
保利·壹号公馆 3室1厅 南 北,保利·壹号公馆 -榆次区,3室1厅 | 121.73平米 | 南 北 | 其他 | 中楼层(共13层)  | 暂无数据,0人关注 / 1个月以前发布,90,"7,394元/平"
首创国际学园三期 3室2厅 南 北,首创国际学园三期 -榆次区,3室2厅 | 115平米 | 南 北 | 其他 | 低楼层(共32层)  | 暂无数据,0人关注 / 1个月以前发布,95,"8,261元/平"
首创国际学园三期 1室1厅 南 北,首创国际学园三期 -榆次区,1室1厅 | 50平米 | 南 北 | 其他 | 低楼层(共28层)  | 暂无数据,0人关注 / 1个月以前发布,40,"8,000元/平"
雅园 3室2厅 南 北,雅园 -榆次区,3室2厅 | 137.98平米 | 南 北 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,125,"9,060元/平"
龙城半岛一期 2室2厅 南,龙城半岛一期 -榆次区,2室2厅 | 96平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,85,"8,855元/平"
万科朗润园三期 4室2厅 南 北,万科朗润园三期 -榆次区,4室2厅 | 192平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,210,"10,938元/平"
田森嘉园C区 3室2厅 南 北,田森嘉园C区 -榆次区,3室2厅 | 150平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,96,"6,400元/平"
汇通新城 3室2厅 南 北,汇通新城 -榆次区,3室2厅 | 131平米 | 南 北 | 其他 | 低楼层(共30层)  | 板楼,0人关注 / 1个月以前发布,110,"8,397元/平"
辰兴·雅郡 1室1厅 南 北,辰兴·雅郡 -榆次区,1室1厅 | 38.42平米 | 南 北 | 其他 | 中楼层(共12层)  | 板楼,0人关注 / 1个月以前发布,38,"9,891元/平"
新兴文教城三期 6室2厅 南 北,新兴文教城三期 -榆次区,6室2厅 | 392.69平米 | 南 北 | 其他 | 3层  | 暂无数据 | 联排别墅 ,0人关注 / 1个月以前发布,400,"10,187元/平"
晋华苑东小区 2室2厅 南 北,晋华苑东小区 -榆次区,2室2厅 | 83平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,63,"7,591元/平"
辰兴·雅郡 3室2厅 南,辰兴·雅郡 -榆次区,3室2厅 | 142平米 | 南 | 精装 | 高楼层(共12层)  | 板楼,2人关注 / 1个月以前发布,125,"8,803元/平"
东华景苑 3室2厅 南 北,东华景苑 -榆次区,3室2厅 | 137平米 | 南 北 | 其他 | 高楼层(共30层)  | 暂无数据,0人关注 / 1个月以前发布,83,"6,059元/平"
新晋优品 3室2厅 南 北,新晋优品 -榆次区,3室2厅 | 105.48平米 | 南 北 | 其他 | 低楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,65,"6,163元/平"
焦化集团宿舍 2室2厅 南 北,焦化集团宿舍 -榆次区,2室2厅 | 93平米 | 南 北 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,38,"4,087元/平"
清华金元德国小镇 3室2厅 南 北,清华金元德国小镇 -榆次区,3室2厅 | 137平米 | 南 北 | 其他 | 中楼层(共12层)  | 塔楼,0人关注 / 1个月以前发布,85,"6,205元/平"
碧桂园凤麟府 3室2厅 南 北,碧桂园凤麟府 -榆次区,3室2厅 | 223.33平米 | 南 北 | 其他 | 低楼层(共9层)  | 暂无数据,0人关注 / 1个月以前发布,260,"11,642元/平"
新晋世家 3室2厅 南 北,新晋世家 -榆次区,3室2厅 | 131.4平米 | 南 北 | 其他 | 中楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,115,"8,752元/平"
万科朗润园三期 2室2厅 南 北,万科朗润园三期 -榆次区,2室2厅 | 87.1平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 31天以前发布,80,"9,185元/平"
地质宿舍 2室2厅 南 北,地质宿舍 -榆次区,2室2厅 | 88平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 28天以前发布,48,"5,455元/平"
电务段宿舍 2室1厅 南 北,电务段宿舍 -榆次区,2室1厅 | 59.57平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 31天以前发布,26,"4,365元/平"
保利心语 3室2厅 南 北,保利心语 -榆次区,3室2厅 | 113平米 | 南 北 | 其他 | 低楼层(共20层)  | 暂无数据,0人关注 / 1个月以前发布,92,"8,142元/平"
顺城西街 保利开发 精装两居 拎包入住 可贷款,保利·壹号公馆 -榆次区,2室2厅 | 83.97平米 | 南 北 | 其他 | 低楼层(共34层)  | 板楼,0人关注 / 26天以前发布,62,"7,384元/平"
钰荣源西区 2室2厅 南,钰荣源西区 -榆次区,2室2厅 | 86平米 | 南 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,68,"7,907元/平"
中铁三局五公司桥西街小区 2室2厅 南 北,中铁三局五公司桥西街小区 -榆次区,2室2厅 | 80平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 25天以前发布,58,"7,250元/平"
劳动局宿舍 2室1厅 南 北,劳动局宿舍 -榆次区,2室1厅 | 78平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 26天以前发布,50,"6,411元/平"
新兴文教城三期 3室2厅 南 北,新兴文教城三期 -榆次区,3室2厅 | 154平米 | 南 北 | 其他 | 高楼层(共12层)  | 板楼,0人关注 / 26天以前发布,125,"8,117元/平"
阳光城·文澜府 3室2厅 南 北,阳光城·文澜府 -榆次区,3室2厅 | 105平米 | 南 北 | 其他 | 中楼层(共27层)  | 暂无数据,0人关注 / 27天以前发布,90,"8,572元/平"
兰田传奇 2室2厅 南,兰田传奇 -榆次区,2室2厅 | 88平米 | 南 | 其他 | 高楼层(共28层)  | 塔楼,0人关注 / 24天以前发布,63,"7,160元/平"
天河园中园 3室2厅 南 北,天河园中园 -榆次区,3室2厅 | 146平米 | 南 北 | 其他 | 中楼层(共30层)  | 暂无数据,0人关注 / 24天以前发布,160,"10,959元/平"
兰田传奇 2室2厅 南,兰田传奇 -榆次区,2室2厅 | 63.58平米 | 南 | 其他 | 高楼层(共16层)  | 塔楼,0人关注 / 23天以前发布,68,"10,696元/平"
阳光城·文澜府 3室2厅 南,阳光城·文澜府 -榆次区,3室2厅 | 103平米 | 南 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 28天以前发布,87.5,"8,496元/平"
保利壹号  顺城西街 毛坯交付未动 有钥匙,保利·壹号公馆 -榆次区,2室2厅 | 84.88平米 | 南 北 | 其他 | 中楼层(共34层)  | 板楼,0人关注 / 22天以前发布,65,"7,658元/平"
世纪福星苑小区 2室2厅 南 北,世纪福星苑小区 -榆次区,2室2厅 | 95平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 21天以前发布,55,"5,790元/平"
榆次区房管局宿舍 3室2厅 南 北,榆次区房管局宿舍 -榆次区,3室2厅 | 130平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 23天以前发布,90,"6,924元/平"
泰悦御庭 3室2厅 南,泰悦御庭 -榆次区,3室2厅 | 106平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 20天以前发布,85,"8,019元/平"
新兴文教城三期 3室2厅 南,新兴文教城三期 -榆次区,3室2厅 | 171平米 | 南 | 其他 | 低楼层(共12层)  | 板楼,0人关注 / 21天以前发布,138,"8,071元/平"
银海心悦 2室1厅 南,银海心悦 -榆次区,2室1厅 | 88.6平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 20天以前发布,75,"8,466元/平"
唐宁大道 7室4厅 南 北,唐宁大道 -榆次区,7室4厅 | 208平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,230,"11,058元/平"
欧风丽景园 3室2厅 南 北,欧风丽景园 -榆次区,3室2厅 | 142平米 | 南 北 | 其他 | 中楼层(共19层)  | 板楼,0人关注 / 19天以前发布,106,"7,465元/平"
红星天铂 3室2厅 南 北,红星天铂 -榆次区,3室2厅 | 115平米 | 南 北 | 其他 | 低楼层(共29层)  | 板楼,0人关注 / 29天以前发布,82,"7,131元/平"
红星天铂 3室2厅 南 北,红星天铂 -榆次区,3室2厅 | 138.89平米 | 南 北 | 其他 | 低楼层(共29层)  | 板楼,0人关注 / 22天以前发布,110,"7,920元/平"
迎宾合作住宅区 3室2厅 南 北,迎宾合作住宅区 -榆次区,3室2厅 | 97平米 | 南 北 | 其他 | 低楼层(共6层)  | 塔楼,0人关注 / 19天以前发布,60,"6,186元/平"
万科朗润园三期 3室2厅 南 北,万科朗润园三期 -榆次区,3室2厅 | 108平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 18天以前发布,110,"10,186元/平"
新兴文教城三期 3室2厅 南 北,新兴文教城三期 -榆次区,3室2厅 | 155平米 | 南 北 | 其他 | 高楼层(共12层)  | 板楼,0人关注 / 19天以前发布,110,"7,097元/平"
保利·壹号公馆 4室2厅 南 北,保利·壹号公馆 -榆次区,4室2厅 | 141平米 | 南 北 | 其他 | 中楼层(共18层)  | 板楼,0人关注 / 20天以前发布,113,"8,015元/平"
华都·公园里 3室2厅 南 北,华都·公园里 -榆次区,3室2厅 | 140平米 | 南 北 | 其他 | 中楼层(共26层)  | 板楼,0人关注 / 19天以前发布,95,"6,786元/平"
中铁十七局集团四公司逸园小区 3室2厅 南 北,中铁十七局集团四公司逸园小区 -榆次区,3室2厅 | 98平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 24天以前发布,68,"6,939元/平"
田森双子座 1室1厅 西,田森双子座 -榆次区,1室1厅 | 80平米 | 西 | 其他 | 高楼层(共28层)  | 塔楼,0人关注 / 18天以前发布,53,"6,625元/平"
红星天铂二期 3室2厅 南 北,红星天铂二期 -榆次区,3室2厅 | 105平米 | 南 北 | 其他 | 中楼层(共28层)  | 暂无数据,0人关注 / 22天以前发布,74,"7,048元/平"
新兴文教城三期 4室2厅 南 北 东,新兴文教城三期 -榆次区,4室2厅 | 146.5平米 | 南 北 东 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 21天以前发布,110,"7,509元/平"
保利·壹号公馆 3室2厅 南 北,保利·壹号公馆 -榆次区,3室2厅 | 158.69平米 | 南 北 | 其他 | 低楼层(共9层)  | 暂无数据,0人关注 / 19天以前发布,130,"8,193元/平"
南海颐苑 2室2厅 南 北,南海颐苑 -榆次区,2室2厅 | 83.47平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,0人关注 / 27天以前发布,50,"5,991元/平"
太原铁建榆次家园 2室2厅 南,太原铁建榆次家园 -榆次区,2室2厅 | 86平米 | 南 | 其他 | 高楼层(共19层)  | 板楼,0人关注 / 25天以前发布,55,"6,396元/平"
棉麻公司宿舍 2室1厅 南,棉麻公司宿舍 -榆次区,2室1厅 | 58.4平米 | 南 | 其他 | 高楼层(共4层)  | 暂无数据,0人关注 / 6个月以前发布,35,"5,994元/平"
西门巷24号 2室1厅 南 北,西门巷24号 -榆次区,2室1厅 | 75.98平米 | 南 北 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 3个月以前发布,40,"5,265元/平"
三晋国际城 1室0厅 东,三晋国际城 -榆次区,1室0厅 | 42.4平米 | 东 | 其他 | 中楼层(共10层)  | 板楼,3人关注 / 6个月以前发布,14,"3,302元/平"
智创城旁小区环境优美简装两居出售,首创国际学园B区 -榆次区,2室2厅 | 105平米 | 南 北 | 其他 | 低楼层(共26层)  | 板楼,1人关注 / 5个月以前发布,75,"7,143元/平"
改善的看过来，大学城大三居出售,首创国际学园B区 -榆次区,3室2厅 | 150.46平米 | 南 北 | 其他 | 高楼层(共17层)  | 板楼,0人关注 / 4个月以前发布,115,"7,644元/平"
首创国际学园三期 1室1厅 南,首创国际学园三期 -榆次区,1室1厅 | 51平米 | 南 | 其他 | 低楼层(共18层)  | 塔楼,0人关注 / 10个月以前发布,43,"8,432元/平"
首创国际学园三期 1室1厅 南,首创国际学园三期 -榆次区,1室1厅 | 50.63平米 | 南 | 其他 | 低楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,38,"7,506元/平"
迎宾合作住宅区 2室2厅 南 北,迎宾合作住宅区 -榆次区,2室2厅 | 88平米 | 南 北 | 其他 | 低楼层(共6层)  | 塔楼,0人关注 / 1个月以前发布,53,"6,023元/平"
雅园 3室2厅 南 北,雅园 -榆次区,3室2厅 | 131平米 | 南 北 | 其他 | 中楼层(共33层)  | 暂无数据,1人关注 / 4个月以前发布,93,"7,100元/平"
碧桂园凤麟府 4室2厅 南 北,碧桂园凤麟府 -榆次区,4室2厅 | 144.5平米 | 南 北 | 其他 | 低楼层(共28层)  | 板楼,0人关注 / 2个月以前发布,120,"8,305元/平"
阳光城·文澜府 2室1厅 南 北,阳光城·文澜府 -榆次区,2室1厅 | 87平米 | 南 北 | 其他 | 中楼层(共27层)  | 暂无数据,0人关注 / 4个月以前发布,80,"9,196元/平"
首创国际学园三期 3室2厅 南 北,首创国际学园三期 -榆次区,3室2厅 | 110平米 | 南 北 | 其他 | 低楼层(共28层)  | 暂无数据,0人关注 / 2个月以前发布,89,"8,091元/平"
首创国际学园三期 3室2厅 南 北,首创国际学园三期 -榆次区,3室2厅 | 114平米 | 南 北 | 其他 | 中楼层(共32层)  | 暂无数据,0人关注 / 3个月以前发布,85,"7,457元/平"
迎宾街碧桂园凤麟府精装南北四居中间楼层随时看房,碧桂园凤麟府 -榆次区,4室2厅 | 147平米 | 南 北 | 精装 | 低楼层(共20层)  | 板楼,1人关注 / 一年前发布,138,"9,388元/平"
新晋优品  好楼层   无遮挡    采光好,新晋优品 -榆次区,3室2厅 | 115平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 7个月以前发布,66,"5,740元/平"
龙湖国际 2室1厅 南 北,龙湖国际 -榆次区,2室1厅 | 96平米 | 南 北 | 简装 | 中楼层(共32层)  | 暂无数据,1人关注 / 4个月以前发布,70,"7,292元/平"
金润园西区 3室2厅 南 北,金润园西区 -榆次区,3室2厅 | 155平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 暂无数据,0人关注 / 7个月以前发布,138,"8,904元/平"
顺城一品 郭家堡 区医院旁 保利壹号隔壁 诚心出售,顺城一品 -榆次区,2室2厅 | 99平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,73,"7,374元/平"
顺驰城市艺墅 3室2厅 南 北,顺驰城市艺墅 -榆次区,3室2厅 | 153平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,125,"8,170元/平"
新兴文教城三期 4室2厅 南,新兴文教城三期 -榆次区,4室2厅 | 316平米 | 南 | 毛坯 | 4层  | 暂无数据 | 联排别墅 ,0人关注 / 8个月以前发布,300,"9,494元/平"
乐平街安居小区 2室1厅 南 北,乐平街安居小区 -榆次区,2室1厅 | 100.13平米 | 南 北 | 其他 | 低楼层(共22层)  | 暂无数据,0人关注 / 8个月以前发布,55,"5,493元/平"
迎宾合作住宅区 2室2厅 南 北,迎宾合作住宅区 -榆次区,2室2厅 | 81.67平米 | 南 北 | 其他 | 高楼层(共6层)  | 塔楼,0人关注 / 7个月以前发布,46,"5,633元/平"
太行文锦苑隔壁 好楼层 舒适两居 电梯小高层 好楼层。,玉湖佳苑 -榆次区,2室2厅 | 96.22平米 | 南 | 简装 | 中楼层(共13层)  | 板楼,0人关注 / 3个月以前发布,87.99,"9,145元/平"
新上房源 业主诚心出售 安宁街汇通路嘉丰小区 大三居,嘉丰小区 -榆次区,3室2厅 | 147平米 | 南 北 | 简装 | 低楼层(共12层)  | 塔楼,0人关注 / 8个月以前发布,80,"5,443元/平"
汇通路，化肥厂宿舍，金三角，小户型，好楼层,化肥厂宿舍 -榆次区,2室2厅 | 72平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,40,"5,556元/平"
骆驼广场旁 金源风景 元宇玉兰湾 一楼带院 精装两居,元宇玉蘭湾 -榆次区,2室1厅 | 111.5平米 | 南 北 | 精装 | 低楼层(共28层)  | 板楼,2人关注 / 一年前发布,90,"8,072元/平"
经纬西苑小区 2室2厅 南,经纬西苑小区 -榆次区,2室2厅 | 93平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,65,"6,990元/平"
新兴文教城三期 3室2厅 南 北,新兴文教城三期 -榆次区,3室2厅 | 155平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,0人关注 / 10个月以前发布,120,"7,742元/平"
红星天铂 2室2厅 南 北,红星天铂 -榆次区,2室2厅 | 89.05平米 | 南 北 | 精装 | 低楼层(共29层)  | 板楼,0人关注 / 5个月以前发布,68,"7,637元/平"
龙田苑 3室2厅 南 北,龙田苑 -榆次区,3室2厅 | 164平米 | 南 北 | 简装 | 高楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,114,"6,952元/平"
富锦嘉苑 3室2厅 南 北,富锦嘉苑 -榆次区,3室2厅 | 160平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,140,"8,750元/平"
新兴文教城一期 3室2厅 南 北,新兴文教城一期 -榆次区,3室2厅 | 153.7平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,0人关注 / 2个月以前发布,95,"6,181元/平"
德御园小区 3室2厅 南 北,德御园小区 -榆次区,3室2厅 | 134平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,0人关注 / 8个月以前发布,80,"5,971元/平"
军安小区中都北路 天河园中园红星天铂山大二院,一三九小区 -榆次区,3室2厅 | 113平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 4个月以前发布,88,"7,788元/平"
迎宾西街 迎宾小区 大两居 格局好 采光好 拎包入住,迎宾合作住宅区 -榆次区,2室2厅 | 93平米 | 南 北 | 精装 | 中楼层(共6层)  | 塔楼,6人关注 / 一年前发布,70,"7,527元/平"
良硕和山 带装修 景观楼层 三居两卫  要求全款,良硕和山 -榆次区,3室2厅 | 120平米 | 南 北 | 简装 | 中楼层(共31层)  | 板楼,0人关注 / 10个月以前发布,98,"8,167元/平"
保利壹号公馆 交房标准毛坯房 空置 采光楼层,保利·壹号公馆 -榆次区,2室2厅 | 84.83平米 | 南 | 毛坯 | 中楼层(共34层)  | 板楼,1人关注 / 3个月以前发布,68,"8,017元/平"
文苑街玉湖公园旁书林世家 精装3室带花园带车位地段好,书林世家 -榆次区,3室2厅 | 108.68平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,1人关注 / 5个月以前发布,113,"10,398元/平"
中格云景里 2室2厅 南,中格云景里 -榆次区,2室2厅 | 89.23平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,62,"6,949元/平"
新兴文教城三期 3室2厅 南 北,新兴文教城三期 -榆次区,3室2厅 | 129.9平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,0人关注 / 3个月以前发布,95,"7,314元/平"
火车站旁 迎宾小区  2室采光好楼层好地段好去太原方便,迎宾合作住宅区 -榆次区,2室2厅 | 81平米 | 南 北 | 简装 | 中楼层(共6层)  | 塔楼,0人关注 / 5个月以前发布,57,"7,038元/平"
新兴文教城三期 3室2厅 南 北,新兴文教城三期 -榆次区,3室2厅 | 155平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,0人关注 / 10个月以前发布,120,"7,742元/平"
中铁三局六公司怡园小区 3室2厅 南 北,中铁三局六公司怡园小区 -榆次区,3室2厅 | 108平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,95,"8,797元/平"
新晋优品 挑高客厅 业主已经装修出租 首付50%,新晋优品 -榆次区,1室1厅 | 40平米 | 东 西 | 精装 | 中楼层(共14层)  | 暂无数据,0人关注 / 一年前发布,30,"7,500元/平"
诚意出售 大红本可贷款 价格可谈 随时看房 统一精装修,阳光城·文澜府 -榆次区,3室2厅 | 116平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 5个月以前发布,93,"8,018元/平"
保利·壹号公馆 3室2厅 南 北,保利·壹号公馆 -榆次区,3室2厅 | 96平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板楼,0人关注 / 4个月以前发布,71,"7,396元/平"
大红本 可贷款 精装修 拎包住 南北通透 采光好 大学城,阳光城·文澜府 -榆次区,2室2厅 | 86.3平米 | 南 北 | 精装 | 低楼层(共27层)  | 板楼,0人关注 / 5个月以前发布,70,"8,112元/平"
泰悦御庭 3室2厅 南 北,泰悦御庭 -榆次区,3室2厅 | 143平米 | 南 北 | 毛坯 | 中楼层(共26层)  | 板楼,0人关注 / 5个月以前发布,95,"6,644元/平"
中都路同心桥上 寿安里 好楼层 大红本满五 可贷款,城建开发小区 -榆次区,2室2厅 | 96平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,68,"7,084元/平"
晋福佳园带阁楼露台洋房拎包入住出售,晋福佳园 -榆次区,2室1厅 | 85.78平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 9个月以前发布,63,"7,345元/平"
大红本满两年 可贷款 南北大通透 双卧客厅朝南 户型好,龙田苑 -榆次区,3室2厅 | 161.65平米 | 南 北 | 简装 | 高楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,110,"6,805元/平"
新兴文教城三期中间楼栋精装三居室拎包入住,新兴文教城三期 -榆次区,3室2厅 | 129.9平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,0人关注 / 7个月以前发布,120,"9,238元/平"
万科 · 郎润园二期 2室2厅 南 北,万科 · 郎润园二期 -榆次区,2室2厅 | 85平米 | 南 北 | 精装 | 低楼层(共8层)  | 塔楼,0人关注 / 5个月以前发布,80,"9,412元/平"
大红本精装修大平层 南北通透 视野开阔,新兴文教城三期 -榆次区,3室2厅 | 260平米 | 南 北 | 精装 | 中楼层(共12层)  | 板楼,0人关注 / 8个月以前发布,235,"9,039元/平"
东昌丽景 2室1厅 南,东昌丽景 -榆次区,2室1厅 | 91平米 | 南 | 其他 | 中楼层(共31层)  | 暂无数据,0人关注 / 7个月以前发布,40,"4,396元/平"
富锦嘉苑 简单装修 景观楼层 三居两卫 满二年 近万达,富锦嘉苑 -榆次区,3室2厅 | 151.87平米 | 南 北 | 简装 | 中楼层(共18层)  | 塔楼,0人关注 / 8个月以前发布,106,"6,980元/平"
出售 大学城万科 阳光城文澜府 精装房 有本能贷款,阳光城·文澜府 -榆次区,3室2厅 | 103平米 | 南 | 精装 | 高楼层(共27层)  | 暂无数据,0人关注 / 4个月以前发布,95,"9,224元/平"
大学城片区，万科商圈，现房有本。,阳光城·文澜府 -榆次区,2室2厅 | 87平米 | 南 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 4个月以前发布,72,"8,276元/平"
金色豪庭 2室2厅 南 北,金色豪庭 -榆次区,2室2厅 | 100平米 | 南 北 | 精装 | 高楼层(共31层)  | 板楼,0人关注 / 5个月以前发布,100,"10,000元/平"
定阳路阳光城文澜府万科朗润园汇通风情保利水木芳华,阳光城·文澜府 -榆次区,3室1厅 | 103平米 | 南 北 | 简装 | 低楼层(共30层)  | 板楼,0人关注 / 4个月以前发布,117,"11,360元/平"
东升公司宿舍 2室1厅 南 北,东升公司宿舍 -榆次区,2室1厅 | 80.4平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,50,"6,219元/平"
大学城红星天铂高师FU小万科朗润园  万科紫郡,红星天铂 -榆次区,3室2厅 | 138.71平米 | 南 北 | 简装 | 低楼层(共29层)  | 板楼,0人关注 / 6个月以前发布,105,"7,570元/平"
新兴文教城三期 3室2厅 南 北,新兴文教城三期 -榆次区,3室2厅 | 166平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,1人关注 / 9个月以前发布,120,"7,229元/平"
顺城西街 精装自住 拎包入住 西华苑  停车免费,西华苑住宅小区 -榆次区,2室2厅 | 102平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,60,"5,883元/平"
扶贫小区 2室1厅 南 北,扶贫小区 -榆次区,2室1厅 | 58.87平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,38,"6,455元/平"
青草园 3室2厅 南,青草园 -榆次区,3室2厅 | 134平米 | 南 | 毛坯 | 中楼层(共23层)  | 塔楼,0人关注 / 8个月以前发布,95,"7,090元/平"
