标题,开发商,房子信息,发布信息,售价/万,单价
碧桂园 3室2厅 南 北,碧桂园 -成纪新城,3室2厅 | 124平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 2天以前发布,116,"9,355元/平"
北园子  盛源小区  南北小2居  户型好   无公摊,盛源家园 -东桥头,2室1厅 | 68平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 29天以前发布,75,"11,030元/平"
虹桥旁  金水湾  好房3居  电梯房   环境优美,天麟金水湾 -东桥头,3室2厅 | 123.83平米 | 南 | 其他 | 中楼层(共26层)  | 暂无数据,0人关注 / 29天以前发布,160,"12,921元/平"
绿色市场  世纪豪庭  好房3居 带电梯  可按揭,世纪豪庭 -兰天,3室2厅 | 132.8平米 | 南 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 29天以前发布,138,"10,392元/平"
天庆嘉园 建二 逸夫旁 精装3室2厅2卫 满五 产权清晰,天庆嘉园 -秦州区,3室2厅 | 135.26平米 | 南 北 | 其他 | 高楼层(共9层)  | 暂无数据,0人关注 / 30天以前发布,135,"9,981元/平"
建一  兰天新花苑  南北3居  随时看 可按揭,兰天新华苑 -东桥头,3室2厅 | 139平米 | 南 北 | 其他 | 高楼层(共12层)  | 暂无数据,0人关注 / 26天以前发布,165,"11,871元/平"
建一 东苑小区  带电梯  精装2居 采光好,东苑小区 -东桥头,2室1厅 | 73.02平米 | 东南 | 其他 | 高楼层(共8层)  | 暂无数据,0人关注 / 28天以前发布,90,"12,326元/平"
新华门  共和巷  精装南北3居  带电梯 可按揭,共和巷小区 -东桥头,3室2厅 | 128平米 | 南 北 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 27天以前发布,140,"10,938元/平"
兰天嘉园   精装南北3居  落地窗  视野开阔  户型好,兰天嘉园 -东桥头,3室2厅 | 121平米 | 南 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 26天以前发布,120,"9,918元/平"
此房子上亿广场，纯商品房，楼栋间距大，采光好,上亿广场 -西十里,2室1厅 | 52平米 | 东 西 | 其他 | 中楼层(共15层)  | 暂无数据,0人关注 / 19天以前发布,60,"11,539元/平"
急售    两室一厅  大产权   可按揭  随时过户,铁塔厂家属院 -伏羲庙,2室2厅 | 96平米 | 南 北 | 简装 | 高楼层(共8层)  | 暂无数据,0人关注 / 16天以前发布,86,"8,959元/平"
低总价2室  房子手续齐全 精装修 中间楼层 采光好,星光世纪城 -天水郡,2室1厅 | 83平米 | 北 南 | 其他 | 中楼层(共26层)  | 暂无数据,0人关注 / 18天以前发布,62,"7,470元/平"
建三旁五中一四地质队家属院 产权清晰 无抵押 可按揭,天水一四九地质队家属院 -秦州区,2室2厅 | 85平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 18天以前发布,86,"10,118元/平"
七里墩 长开小区 两居室 交通便利,长开小区 -七里墩,2室2厅 | 67平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 18天以前发布,63,"9,403元/平"
伏羲片区  两室南北通透 好楼层，随时过户,坚家河小区 -伏羲庙,2室2厅 | 78.58平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 13天以前发布,72,"9,163元/平"
此房南北通透 视野好 户型格局好，采光充足,今天花园 -东桥头,4室2厅 | 165.31平米 | 南 北 | 其他 | 中楼层(共14层)  | 暂无数据,0人关注 / 16天以前发布,156,"9,437元/平"
兰天旁 品质小区  产权清晰 可按揭 单价低,宏达新都市 -兰天,2室2厅 | 104.21平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 14天以前发布,108,"10,364元/平"
伏羲庙  天麟名城苑  毛坯3居  户型好 河景房,天麟·名城苑 -伏羲庙,3室2厅 | 140平米 | 南 北 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 15天以前发布,128,"9,143元/平"
急售  书香华苑电梯房  大产权  随时过户   可以按揭,书香花苑东区 -天水郡,3室2厅 | 104平米 | 南 北 | 简装 | 中楼层(共12层)  | 暂无数据,0人关注 / 12天以前发布,85,"8,174元/平"
此房、朝南户型格局、楼层好、视野宽阔，采光好，,碧桂园·御府 -麦积区,1室0厅 | 38平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,0人关注 / 12天以前发布,32.5,"8,553元/平"
此房满五唯一 南北通透 采光充足 视野宽阔,金桥小区 -东桥头,3室2厅 | 140平米 | 南 北 | 其他 | 低楼层(共8层)  | 暂无数据,0人关注 / 12天以前发布,126,"9,000元/平"
东团庄 瀚庭名苑 两居室 采光好,天翔瀚庭名苑 -秦州区,2室2厅 | 103平米 | 南 北 | 简装 | 低楼层(共25层)  | 暂无数据,0人关注 / 16天以前发布,91.8,"8,913元/平"
东团庄 瀚庭名苑 两居室 采光好,天翔瀚庭名苑 -秦州区,2室2厅 | 103平米 | 南 北 | 简装 | 中楼层(共25层)  | 暂无数据,0人关注 / 16天以前发布,91.8,"8,913元/平"
万达商圈  福门豪景公馆  精装公寓 70年产权,福门 -万达,1室0厅 | 38平米 | 北 | 其他 | 高楼层(共22层)  | 板塔结合,0人关注 / 17天以前发布,47,"12,369元/平"
房本在手 随后可以过户，精装修。配套齐全，生活便利,上亿广场 -西十里,2室1厅 | 47.6平米 | 南 北 | 其他 | 中楼层(共15层)  | 暂无数据,0人关注 / 17天以前发布,65,"13,656元/平"
毛坯房，可随意装修，商品房，全新小区。,天麟·名城苑 -伏羲庙,2室2厅 | 98.4平米 | 南 北 | 其他 | 低楼层(共27层)  | 暂无数据,0人关注 / 16天以前发布,79,"8,029元/平"
坚家河   正大水岸都市  河景房   中上楼层 随时看房,正大水岸都市 -伏羲庙,2室2厅 | 118平米 | 南 | 其他 | 高楼层(共17层)  | 暂无数据,0人关注 / 17天以前发布,108,"9,153元/平"
西十里三居室 产证齐全  可以按揭 停车方便,二一三家园 -西十里,3室2厅 | 92平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 14天以前发布,78,"8,479元/平"
新装修  满五  可按揭  随时看房   可议价,和谐家园 -七里墩,2室2厅 | 94平米 | 南 北 | 简装 | 低楼层(共16层)  | 板楼,0人关注 / 10天以前发布,65,"6,915元/平"
金宇花苑 3室2厅 南,金宇花苑 -秦州区,3室2厅 | 128平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 18天以前发布,130,"10,157元/平"
甘电公司住宅楼 2室2厅 西北,甘电公司住宅楼 -七里墩,2室2厅 | 72平米 | 西北 | 其他 | 低楼层(共2层)  | 暂无数据,0人关注 / 10天以前发布,62,"8,612元/平"
佳水岸小镇的好房子。。价格优惠，环境优雅,佳·水岸小镇 -王家磨,3室2厅 | 120平米 | 南 北 | 毛坯 | 中楼层(共24层)  | 板楼,0人关注 / 12天以前发布,110,"9,167元/平"
急售  精表家园 两室两厅 大产权  可按揭,精表家园 -王家磨,2室2厅 | 88.77平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 6个月以前发布,74,"8,337元/平"
房子所处地段 市繁华 出行方便,日报社家属楼 -东桥头,3室2厅 | 125平米 | 南 北 | 其他 | 中楼层(共26层)  | 暂无数据,0人关注 / 17天以前发布,135,"10,800元/平"
共和巷小区 2室2厅 南 北,共和巷小区 -东桥头,2室2厅 | 87平米 | 南 北 | 其他 | 低楼层(共8层)  | 暂无数据,0人关注 / 13天以前发布,95,"10,920元/平"
此房满五唯一，户型方正，南北通透格局，视野开阔，,新华园小区 -东桥头,2室2厅 | 108平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 12天以前发布,115,"10,649元/平"
南北通透户型好 格局好 采光好 小区自带SHANG YE,东煜广场 -天水郡,3室2厅 | 131平米 | 南 北 | 其他 | 低楼层(共27层)  | 暂无数据,0人关注 / 10天以前发布,103,"7,863元/平"
南大桥  开元国际  南北4居  全明户型   电梯房,开元国际 -秦州区,4室2厅 | 140平米 | 南 | 其他 | 高楼层(共34层)  | 暂无数据,0人关注 / 12天以前发布,140,"10,000元/平"
西十里山水新城93平52万房东诚意出售 价格可议 .,山水新城三期 -西十里,2室1厅 | 93平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板楼,0人关注 / 11天以前发布,52,"5,592元/平"
滨河东路乡干楼 2室1厅 南 北,滨河东路乡干楼 -未知商圈,2室1厅 | 62.36平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 暂无数据,0人关注 / 11天以前发布,60,"9,622元/平"
南北通透 3室1厅 住房 精装修 122平 房东急置换,大唐人家 -西十里,3室2厅 | 122.3平米 | 南 北 | 精装 | 高楼层(共14层)  | 暂无数据,0人关注 / 10天以前发布,94,"7,687元/平"
兰天华庭 4室2厅 南 北,兰天华庭 -秦州区,4室2厅 | 173平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 15天以前发布,176,"10,174元/平"
西十里三室两厅两卫 精装修 南北通透 户型好 公摊小,福门财富广场 -未知商圈,2室1厅 | 93.44平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 12天以前发布,80,"8,562元/平"
羲苑综合楼2-1-1-1 70.00m² 65 万,羲苑综合楼 -东桥头,2室1厅 | 70平米 | 南 北 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 13天以前发布,65,"9,286元/平"
石马坪 逸夫旁长通厂家园 精装2室 产权清晰 可按揭,长通家园 -秦州区,2室1厅 | 90平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 11天以前发布,73,"8,112元/平"
红桥建二片区 天庆嘉园 2室2厅 品质小区 环境优美,天庆嘉园 -秦州区,2室2厅 | 103.5平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 12天以前发布,98,"9,469元/平"
石马坪 兰天 毛坯 户型方正 南北通透 电梯房,天宝名都 -秦州区,3室2厅 | 122平米 | 南 | 毛坯 | 低楼层(共25层)  | 暂无数据,0人关注 / 9天以前发布,100,"8,197元/平"
罗玉小区80平2室诚心出售 无公摊 采光足 户型方正,罗玉小区 -万达,2室2厅 | 81.35平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 9天以前发布,67,"8,237元/平"
秦都·铂金峰范 3室2厅 西南,秦都·铂金峰范 -西十里,3室2厅 | 128.13平米 | 西南 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 8天以前发布,118,"9,210元/平"
精表路隆泰家园 2室 急售 可按揭,甘肃五建陇泰家园 -王家磨,2室1厅 | 55.76平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 4个月以前发布,45,"8,071元/平"
出售 王家磨 山水嘉园尚德苑 三室精装修好房,山水嘉园尚德苑 -王家磨,3室2厅 | 131平米 | 南 北 | 其他 | 中楼层(共21层)  | 暂无数据,0人关注 / 2个月以前发布,93,"7,100元/平"
和谐家园B区南北通透 落地窗 全明户型 公摊面积小,和谐家园(孙家坪路) -七里墩,2室2厅 | 93.87平米 | 南 北 | 其他 | 高楼层(共16层)  | 暂无数据,0人关注 / 1个月以前发布,70,"7,458元/平"
坚家河精装两室 次新小区 产证即将办理,天光佳园 -伏羲庙,2室2厅 | 109平米 | 东 西 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,98,"8,991元/平"
南北通透   一梯两户  公摊小,星光世纪城 -天水郡,2室2厅 | 105平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,66,"6,286元/平"
南北通透   一梯两户  公摊小,星光世纪城 -天水郡,2室2厅 | 105平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 1个月以前发布,66,"6,286元/平"
天庆苹果小镇 精装修一室一厅一卫拎包入住 可按揭,天庆苹果小镇 -社棠,1室1厅 | 47平米 | 南 | 其他 | 中楼层(共24层)  | 板楼,0人关注 / 1个月以前发布,42,"8,937元/平"
业主诚心出售 低总价 标准的一室一厅 次新小区,锦绣苑 -秦州区,1室1厅 | 50平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,28,"5,600元/平"
高档河景房，采光充足，交通便利，,天麟金水湾 -东桥头,3室2厅 | 131平米 | 南 北 | 其他 | 高楼层(共26层)  | 暂无数据,0人关注 / 1个月以前发布,173,"13,207元/平"
此房地理位置好，楼层好，价格好商量。,春风小区 -万达,1室1厅 | 46平米 | 南 | 精装 | 中楼层(共5层)  | 暂无数据,0人关注 / 30天以前发布,48,"10,435元/平"
石马坪 精装修复式   两室 可拎包入住,天宝名都 -秦州区,2室1厅 | 53.4平米 | 南 北 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 1个月以前发布,60,"11,236元/平"
师院 精装两室 南北通透 可按揭  免装修,紫薇苑 -天水郡,2室2厅 | 89平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 30天以前发布,75,"8,427元/平"
天庆嘉园 精装电梯 2室2厅 南北对流 首付29万产权清晰,天庆嘉园 -秦州区,2室2厅 | 104平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,0人关注 / 30天以前发布,98,"9,424元/平"
建一西侧  东苑花园  精装2居  可按揭  户型好,东苑花园 -东桥头,2室2厅 | 105平米 | 东 | 其他 | 低楼层(共30层)  | 暂无数据,0人关注 / 1个月以前发布,110,"10,477元/平"
业主诚心出售  产证在手  可按揭,天光佳园 -伏羲庙,2室2厅 | 99.12平米 | 南 北 | 其他 | 低楼层(共13层)  | 暂无数据,0人关注 / 29天以前发布,90,"9,080元/平"
二幼 逸夫旁 鸿源新居 经典2室 户型方正产权清晰,鸿源新居 -秦州区,2室2厅 | 88.86平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 26天以前发布,88,"9,904元/平"
天水郡  低首付  两居室   随时看房   孩子上学方便,信号厂家属院 -天水郡,2室1厅 | 73平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 29天以前发布,65,"8,905元/平"
五里铺旁边，河景房，高素质住户。,陇上尊裕 -秦州区,4室2厅 | 144.41平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 暂无数据,0人关注 / 30天以前发布,123,"8,518元/平"
上亿广场一室复式  业主诚心出售,上亿广场 -西十里,1室1厅 | 49.75平米 | 南 | 其他 | 中楼层(共15层)  | 暂无数据,0人关注 / 26天以前发布,50,"10,051元/平"
藉河边上 龙城明珠   精装2居 河景房 可按揭 视野开阔,天麟龙城明珠 -东桥头,2室2厅 | 112.73平米 | 南 | 精装 | 中楼层(共24层)  | 暂无数据,0人关注 / 30天以前发布,133,"11,799元/平"
天光集成电路厂家属区 2室1厅 南 北,天光集成电路厂家属区 -兰天,2室1厅 | 61.7平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 30天以前发布,49,"7,942元/平"
此小区在一马路，段压厂，位置优越。,渭水园 -道北,2室1厅 | 97平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,75,"7,732元/平"
天河家园两室两厅电梯房。。。。。。。。。,天河家园 -七里墩,2室1厅 | 94平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 26天以前发布,90,"9,575元/平"
天水供电公司重新街住宅小区 3室2厅 南 北,天水供电公司重新街住宅小区 -兰天,3室2厅 | 118.9平米 | 南 北 | 其他 | 低楼层(共22层)  | 暂无数据,0人关注 / 28天以前发布,120,"10,093元/平"
一室一厅拎包入住 简单装修 房子干净,山水新城怡和园 -西十里,1室1厅 | 53平米 | 南 北 | 其他 | 中楼层(共25层)  | 暂无数据,0人关注 / 1个月以前发布,22,"4,151元/平"
急售  新华门小**区房  有*额  产权清晰   随时过户,新华路榨油厂家属楼 -东桥头,2室1厅 | 55.83平米 | 南 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 31天以前发布,46,"8,240元/平"
急售    福门水晶悦城   三室  中间楼层   随时看房,福门水晶悦城 -兰天,3室2厅 | 136平米 | 南 北 | 毛坯 | 中楼层(共16层)  | 暂无数据,0人关注 / 29天以前发布,210,"15,442元/平"
石马坪 公园逸夫 两室 低楼层 小面积 可按揭,广峪路78号 -秦州区,2室1厅 | 61.75平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 28天以前发布,59,"9,555元/平"
钢厂家属院 2室1厅 南 北,钢厂家属院 -秦州区,2室1厅 | 75.34平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,85,"11,283元/平"
百货大楼 东达大厦 两室两厅 交通便利,东达大厦 -未知商圈,2室2厅 | 92平米 | 南 北 | 精装 | 高楼层(共19层)  | 暂无数据,0人关注 / 1个月以前发布,108,"11,740元/平"
御园财富公馆 经典户型 升 值潜 大,御园财富公馆 -秦州区,3室1厅 | 97.28平米 | 南 北 | 其他 | 中楼层(共26层)  | 暂无数据,0人关注 / 28天以前发布,92,"9,458元/平"
诚心出售，繁华便利，逸夫公园片区,金宇花苑 -秦州区,3室2厅 | 97平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 29天以前发布,100,"10,310元/平"
陇上尊裕 房东诚心出售  楼层好 价格美丽,陇上尊裕 -秦州区,2室1厅 | 82平米 | 南 北 | 精装 | 低楼层(共27层)  | 暂无数据,0人关注 / 27天以前发布,75,"9,147元/平"
南北通透，精装修，领包入住，节省装修,星光世纪城 -天水郡,2室1厅 | 80平米 | 东 西 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 1个月以前发布,50,"6,250元/平"
诚心出售，中间楼层，繁华地段，标准户型,供销大厦 -未知商圈,2室1厅 | 95.05平米 | 南 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 29天以前发布,90,"9,469元/平"
此房满五唯一，南北通透视野宽阔；采光充足，交通便利,软木厂家属院 -东桥头,1室1厅 | 52.3平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 30天以前发布,50,"9,561元/平"
天水市这么好的房子。。先到先得。,七里墩消防队家属院 -七里墩,3室2厅 | 139平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 29天以前发布,123,"8,849元/平"
"司法家园4-2-1-2 172.41m²,户型南北通透",司法家园 -马跑泉,4室2厅 | 172.41平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 31天以前发布,95,"5,511元/平"
华府香榭丽舍 2室2厅 南 北,华府香榭丽舍 -万达,2室2厅 | 90.45平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,0人关注 / 29天以前发布,85,"9,398元/平"
业主诚心出售  产证在手 可按揭 随时过户,正大水岸都市 -伏羲庙,3室2厅 | 136平米 | 南 北 | 其他 | 高楼层(共17层)  | 暂无数据,0人关注 / 29天以前发布,130,"9,559元/平"
兰天嘉园 3室2厅 南 北,兰天嘉园 -东桥头,3室2厅 | 127.55平米 | 南 北 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 27天以前发布,130,"10,193元/平"
古城旁   天创花园  南北3居  中间楼层 可按揭,天创花园 -兰天,3室2厅 | 129平米 | 南 北 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 26天以前发布,122,"9,458元/平"
紫薇苑 3室2厅 南 北,紫薇苑 -天水郡,3室2厅 | 122平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 30天以前发布,110,"9,017元/平"
此房处于市区繁华地段，教育资源齐全,正大世纪华都 -天水郡,2室2厅 | 103.88平米 | 南 北 | 精装 | 高楼层(共28层)  | 暂无数据,0人关注 / 27天以前发布,86,"8,279元/平"
此房满五唯一房子采光好视野好地理位置优越交通方便,天润苑 -天水郡,3室2厅 | 120平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 21天以前发布,105,"8,750元/平"
在天水这么好的房子，居住首先。,红山家园 -秦州区,2室2厅 | 100平米 | 南 北 | 简装 | 低楼层(共22层)  | 暂无数据,0人关注 / 28天以前发布,75,"7,500元/平"
此房满五唯一 南北通透 采光充足 视野宽阔,东苑小区 -东桥头,2室2厅 | 73.09平米 | 南 北 | 其他 | 低楼层(共8层)  | 暂无数据,0人关注 / 28天以前发布,88,"12,040元/平"
福迪瑞府 房东诚心出售 方正户型,福迪瑞府 -秦州区,2室2厅 | 105.27平米 | 南 北 | 其他 | 低楼层(共33层)  | 板楼,0人关注 / 28天以前发布,111,"10,545元/平"
东十里佳水豪庭2-2-1-1 97.05m² 88 万,佳水豪庭 -七里墩,2室2厅 | 97.05平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 暂无数据,0人关注 / 30天以前发布,88,"9,068元/平"
万达广场旁 安居小区 精装2室 南北通透采光好户型方正,秦州区安居小区 -万达,3室2厅 | 136.3平米 | 南 北 | 精装 | 中楼层(共8层)  | 暂无数据,0人关注 / 28天以前发布,145,"10,639元/平"
天水市这么好的房子，上哪找。。。,长通家园 -秦州区,2室1厅 | 97平米 | 西南 | 简装 | 高楼层(共18层)  | 暂无数据,0人关注 / 29天以前发布,92,"9,485元/平"
东十里佳水豪庭2-2-1-1 97.05m² 88 万,佳水豪庭 -七里墩,2室2厅 | 97.05平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 暂无数据,0人关注 / 30天以前发布,88,"9,068元/平"
天水郡 公路段家属院 南北2室2厅 实用面积大 可按揭,公路段家属院 -天水郡,2室2厅 | 75.6平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 29天以前发布,66,"8,731元/平"
现房随时看房小区坐北朝南采光充裕,和谐嘉苑 -麦积区,2室2厅 | 82平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 19天以前发布,52,"6,342元/平"
石马坪瀚庭名苑 南北通透  交通便利,天翔瀚庭名苑 -秦州区,2室2厅 | 98.6平米 | 南 北 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 29天以前发布,80,"8,114元/平"
星光世纪城 1室1厅 南 北,星光世纪城 -天水郡,1室1厅 | 54平米 | 南 北 | 其他 | 高楼层(共23层)  | 暂无数据,1人关注 / 28天以前发布,24,"4,445元/平"
和谐家园两室好房欢迎咨询.....,和谐家园(孙家坪路) -七里墩,2室2厅 | 95.47平米 | 南 北 | 精装 | 高楼层(共12层)  | 板楼,0人关注 / 31天以前发布,90,"9,428元/平"
急售   重新街供电局家属院  两室   电梯房   高楼层,天水供电公司重新街住宅小区 -兰天,2室2厅 | 100平米 | 南 北 | 简装 | 高楼层(共22层)  | 暂无数据,0人关注 / 28天以前发布,98,"9,800元/平"
自由路  阳光花园  南北3居  落地窗  户型好,阳光花苑(秦州区) -兰天,3室2厅 | 118平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 31天以前发布,118,"10,000元/平"
天水市秦州区这么好的房子。先到先得。。。。别错过,世纪金花 -兰天,3室1厅 | 131.41平米 | 南 北 | 简装 | 低楼层(共19层)  | 板楼,0人关注 / 29天以前发布,145,"11,035元/平"
星光家园，价格低，满五唯一，急售,星光家园 -麦积区,2室2厅 | 106平米 | 南 北 | 毛坯 | 高楼层(共12层)  | 板楼,0人关注 / 18天以前发布,65,"6,133元/平"
南北通透 可落户 总价低 配套成熟 出行方便,长材家属院 -秦州区,2室2厅 | 96.16平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 16天以前发布,86,"8,944元/平"
石马坪金地华花园 精装2室 单价低 产权清晰 可按揭,金地花园 -秦州区,2室2厅 | 93.2平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 17天以前发布,68,"7,297元/平"
房子处于繁华地区，出行便捷，配套齐全,轴仪佳苑 -秦州区,2室2厅 | 93平米 | 南 北 | 其他 | 高楼层(共22层)  | 暂无数据,0人关注 / 29天以前发布,79,"8,495元/平"
南北通透，采光充足，两个阳台，视野开阔，产权清晰,天庆嘉园 -秦州区,3室2厅 | 172平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,160,"9,303元/平"
长通厂家园 精装2室 南北通透 采光好 产权清晰可按揭,长通家园 -秦州区,2室2厅 | 92平米 | 南 北 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 28天以前发布,89,"9,674元/平"
一中旁边，复式大平层，精装装修,保利上河雅颂 -麦积区,3室3厅 | 183平米 | 南 北 | 精装 | 高楼层(共16层)  | 板楼,0人关注 / 19天以前发布,230,"12,569元/平"
此房满五唯一 支持按揭 近师院,紫薇苑 -天水郡,2室2厅 | 123平米 | 南 北 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 27天以前发布,100,"8,131元/平"
诚心出售，精装两室。拎包入住！,暖和湾新村二期 -天水郡,2室2厅 | 83平米 | 南 | 其他 | 低楼层(共2层)  | 暂无数据,0人关注 / 29天以前发布,40,"4,820元/平"
莲亭两居室 好楼层 诚心出售 房本在手 随时过户,书香花苑 -天水郡,2室2厅 | 80.01平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 29天以前发布,72,"8,999元/平"
八建家园的精装好房子。三居室。。。,八建家园 -东桥头,2室2厅 | 95平米 | 南 | 精装 | 高楼层(共26层)  | 暂无数据,0人关注 / 29天以前发布,107,"11,264元/平"
长控厂家属楼 2室1厅 南 北,长控厂家属楼 -七里墩,2室1厅 | 60平米 | 南 北 | 精装 | 高楼层(共5层)  | 暂无数据,0人关注 / 17天以前发布,52,"8,667元/平"
坚家河精装三居  次新小区价位可议  业主诚心出售,正大水岸都市 -伏羲庙,3室2厅 | 138平米 | 南 北 | 其他 | 中楼层(共17层)  | 暂无数据,0人关注 / 28天以前发布,124,"8,986元/平"
兰天广场移动大厅 世纪金花 电梯三居室繁华地段单价低,世纪金花 -兰天,3室2厅 | 145平米 | 南 北 | 简装 | 中楼层(共19层)  | 暂无数据,0人关注 / 26天以前发布,130,"8,966元/平"
逸夫旁 永红家园 经典2室 实用面积大 产权清晰可按揭,永红家园 -伏羲庙,2室1厅 | 56平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 27天以前发布,58,"10,358元/平"
安居小区，房东诚心出售，看房方便，南北通透,秦州区安居小区 -万达,3室2厅 | 138.46平米 | 南 | 其他 | 高楼层(共8层)  | 暂无数据,0人关注 / 17天以前发布,138,"9,967元/平"
万达商圈  香榭丽舍  全南2居  可按揭  电梯房,华府香榭丽舍 -万达,2室2厅 | 91.3平米 | 南 | 毛坯 | 低楼层(共24层)  | 板楼,0人关注 / 29天以前发布,80,"8,763元/平"
和谐佳美2-2-1-1 98.51m² 83 万,和谐佳美 -分路口,2室2厅 | 98.51平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 17天以前发布,83,"8,426元/平"
在天水还有这么好的房子。。。。。,世纪豪庭 -兰天,3室1厅 | 113平米 | 南 北 | 简装 | 高楼层(共13层)  | 暂无数据,0人关注 / 28天以前发布,120,"10,620元/平"
此房满五唯一 南北通透 采光充足 视野宽阔,东苑小区 -东桥头,3室1厅 | 90平米 | 南 北 | 其他 | 中楼层(共8层)  | 暂无数据,0人关注 / 17天以前发布,90,"10,000元/平"
和谐家园精装好房价格可以商量欢迎咨询,和谐家园(孙家坪路) -七里墩,3室2厅 | 116.7平米 | 南 北 | 精装 | 高楼层(共16层)  | 暂无数据,0人关注 / 29天以前发布,80,"6,856元/平"
逸夫旁 永红家园 经典2室 实用面积大 产权清晰可按揭,永红家园 -伏羲庙,2室1厅 | 56平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 27天以前发布,58,"10,358元/平"
