标题,开发商,房子信息,发布信息,售价/万,单价
开发商统装大三房，满5唯一，自住保养新,澜调国际 -湖东,3室2厅 | 141.36平米 | 南 | 精装 | 高楼层(共31层)  | 板楼,1人关注 / 6天以前发布,550,"38,908元/平"
娄江新城 嘉闵线大学城旁 次新房 满二,碧桂园天悦湾 -娄江新城,3室2厅 | 116.6平米 | 南 | 精装 | 高楼层(共23层)  | 板楼,2人关注 / 11个月以前发布,214,"18,354元/平"
新上莱茵花园。172横厅设计保养好。满五年唯一,莱茵花园 -娄葑,4室2厅 | 172.46平米 | 南 | 精装 | 3层  | 板楼 | 联排别墅 ,18人关注 / 2个月以前发布,668,"38,734元/平"
满五唯一  三期2014年   南北通风精装修,锦沧名苑 -沧浪新城,3室2厅 | 123.4平米 | 南 | 精装 | 17层  | 板楼,1人关注 / 1个月以前发布,465,"37,683元/平"
精装修自住满2年大三房边户通透性好采光好拎包入住,海伦堡珍珠湾花园 -渭塘,3室2厅 | 104.25平米 | 南 | 精装 | 低楼层(共25层)  | 板楼,20人关注 / 一年前发布,168,"16,116元/平"
上坤新上房源，拎包入住，全天采光，高得房率。,上坤狮山四季 -木渎,3室2厅 | 98.31平米 | 南 北 | 精装 | 低楼层(共11层)  | 塔楼,1人关注 / 5个月以前发布,270,"27,465元/平"
店长推荐，多层2楼，出入方便，诚售,金枫美地 -木渎,3室1厅 | 83.21平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,165,"19,830元/平"
邵村北苑，毛坯两房，好楼层，采光无遮挡，带小车库,邵村北苑 -陆家,2室2厅 | 93平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 暂无数据,1人关注 / 8个月以前发布,133,"14,302元/平"
近地铁，永旺，精装修三房，省个税，随时可看,中海御景湾 -金阊新城,3室2厅 | 84.93平米 | 南 | 精装 | 39层  | 板楼,0人关注 / 8个月以前发布,177,"20,841元/平"
新上房源，次新小区，清嘉苑，采光充足，楼层位置好,清嘉苑 -留园西园,3室2厅 | 94.57平米 | 南 | 简装 | 中楼层(共24层)  | 塔楼,43人关注 / 3个月以前发布,170,"17,977元/平"
奥林西区，业主自住精装修，保养的好，交通便利,奥林清华西区 -松陵,3室2厅 | 133.32平米 | 南 北 | 精装 | 16层  | 板楼,4人关注 / 8个月以前发布,260,"19,502元/平"
今创启园 满五年 地铁口精装小三房,今创启园 -狮山,3室1厅 | 86.62平米 | 南 | 精装 | 22层  | 板塔结合,31人关注 / 一年前发布,249,"28,747元/平"
地铁口，精装修小三房，保养好，只需交契税。,招商依云华苑 -元和,3室2厅 | 88.42平米 | 南 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 1个月以前发布,209,"23,638元/平"
洋房精装 位置好 采光无遮挡 3房 满五唯一 随时签约！,新城香溢紫郡二期 -玉山城南,3室2厅 | 89.28平米 | 南 北 | 精装 | 低楼层(共10层)  | 板塔结合,1人关注 / 2个月以前发布,175,"19,602元/平"
鼎尚花园 多层二楼 装修保养好 通透三室 看房方便！,鼎尚花园(姑苏区) -平江新城,3室2厅 | 93.81平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,25人关注 / 一年前发布,225,"23,985元/平"
风和日丽精装三房 房东自住保养好 带汽车车库33平,鑫达风和日丽 -张浦,3室2厅 | 123.75平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,3人关注 / 一年前发布,145,"11,718元/平"
次新小区，精装自住，保养贼棒，诚心出售,新城香溢澜桥 -城南,3室2厅 | 99.57平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,21人关注 / 6个月以前发布,233,"23,401元/平"
风和日丽精装三房 房东自住保养好 带汽车车库33平,鑫达风和日丽 -张浦,3室2厅 | 123.75平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,3人关注 / 一年前发布,145,"11,718元/平"
精装修自住满2年大三房边户通透性好采光好拎包入住,海伦堡珍珠湾花园 -渭塘,3室2厅 | 104.25平米 | 南 | 精装 | 低楼层(共25层)  | 板楼,20人关注 / 一年前发布,168,"16,116元/平"
中间楼层不靠马路，产权清晰有个汽车库，诚心出售,东港二村 -东环,3室1厅 | 82.4平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,1人关注 / 1个月以前发布,235,"28,520元/平"
永林新村 两南一北 东边户 大三房 长风南面单独的小区,永林新村 -娄门,3室1厅 | 74.46平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,17人关注 / 一年前发布,160,"21,489元/平"
满五唯一，南北通透大三房，带自行车库，自住保养好,诚河新旅城一区 -木渎,3室2厅 | 106.09平米 | 南 北 | 精装 | 低楼层(共7层)  | 板塔结合,7人关注 / 3个月以前发布,198,"18,664元/平"
满两年，精装修，中间露恩，视野开阔。,中海珑湾 -高铁新城,3室2厅 | 105.68平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,2人关注 / 2个月以前发布,283,"26,779元/平"
森隆满园 小三房 精装15万 单价13500 景观楼层,森隆满园 -张浦,3室2厅 | 90.3平米 | 南 | 精装 | 高楼层(共27层)  | 塔楼,0人关注 / 1个月以前发布,134,"14,840元/平"
相通户型，主次分明，高楼层，采光全面，精装修房,农房英伦尊邸 -张浦,3室2厅 | 115.76平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,163,"14,081元/平"
景瑞御江山，精装小三房，中高楼层，采光好,景瑞御江山 -越溪,3室2厅 | 89.06平米 | 南 | 精装 | 中楼层(共27层)  | 板楼,5人关注 / 8个月以前发布,185,"20,773元/平"
复式楼层，得房率高，全天采光  看房方便,华润城立方花园北区 -元和,3室2厅 | 94.25平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 7个月以前发布,240,"25,465元/平"
南北自住三开间朝南的大三房 采光视野好  满5年,阿卡迪亚一区 -青剑湖,3室2厅 | 107.9平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,3人关注 / 2个月以前发布,395,"36,608元/平"
浦园花墅 大三房 满五唯一 精装修 自住保养不错,浦园 -千灯,3室2厅 | 123.52平米 | 南 北 | 精装 | 中楼层(共5层)  | 暂无数据,5人关注 / 3个月以前发布,150,"12,144元/平"
品牌万科物业 成熟社区，生活便利，诚意出售,万科魅力花园（相城） -元和,4室1厅 | 127.09平米 | 南 | 精装 | 低楼层(共31层)  | 板楼,14人关注 / 4个月以前发布,275,"21,639元/平"
新上洋房 居家自住 拎包入住 家具家电齐全,新城红树湾 -太湖新城（吴江）,3室2厅 | 90.98平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,8人关注 / 3个月以前发布,205,"22,533元/平"
房东诚心出售，价格好谈，小区环境很好。,万科魅力花园 -花桥,3室1厅 | 88.99平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,3人关注 / 3个月以前发布,175,"19,666元/平"
店长推荐；开发商统装修，二次装修过，自住保养好,中海8号公馆 -湖东,3室2厅 | 107.08平米 | 南 北 | 精装 | 27层  | 板塔结合,0人关注 / 1个月以前发布,553,"51,644元/平"
活力岛商圈边户！边户！ 婚装保养好  拎包入住,合景峰汇八期 -元和,3室2厅 | 90.6平米 | 南 | 精装 | 低楼层(共14层)  | 板楼,8人关注 / 一年前发布,207,"22,848元/平"
金鹰商圈地铁口 玉龙东村简装三房 带阁楼 有独立车库,玉龙东村 -金鹰,3室2厅 | 81.42平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,148,"18,178元/平"
四开间朝南，大三房两卫，采光刺眼。,山湖湾北区 -科技城,3室1厅 | 125.4平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,26人关注 / 一年前发布,298,"23,764元/平"
新上欧式装修，楼层位置好，带一个大露台，业主诚心卖,金榈湾丹景廷 -浒关,3室2厅 | 113平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 5个月以前发布,210,"18,585元/平"
茶风新村，三房两厅，单价10000出头，拎包入住,茶风新村 -张浦,3室2厅 | 85.49平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,5人关注 / 4个月以前发布,89,"10,411元/平"
中旅蓝岸 小高层 一梯两户 精装小三室 保养好 ！,中旅蓝岸国际 -斜塘,3室2厅 | 105.72平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,10人关注 / 3个月以前发布,349,"33,012元/平"
枫情佳苑精装复式楼房东诚心出售随时看房带露台带车库,枫情佳苑 -张浦,3室2厅 | 131平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,23人关注 / 一年前发布,119,"9,084元/平"
业主置换诚心出售 不靠路 刚入住半年 保养好物况新,金色尚城 -斜塘,3室2厅 | 110.91平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,11人关注 / 5个月以前发布,383,"34,533元/平"
云山诗意 精装三房 景观好楼层 南北通透 采光耀眼,云山诗意(昆山市) -周市,3室2厅 | 111.45平米 | 南 北 | 精装 | 中楼层(共25层)  | 板楼,0人关注 / 1个月以前发布,298,"26,739元/平"
东湖林语 3室2厅 南,东湖林语 -湖东CBD,3室2厅 | 140.07平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,545,"38,910元/平"
店东力荐，满五唯一，精装拎包入住，交通商圈成熟！,太阳城缘邑 -东沙湖,3室1厅 | 108.39平米 | 南 | 精装 | 33层  | 板塔结合,11人关注 / 9个月以前发布,430,"39,672元/平"
婚房装修保养很好，繁华地段，配套成熟,银河新都 -张浦,3室2厅 | 119.34平米 | 南 北 | 精装 | 中楼层(共11层)  | 塔楼,2人关注 / 一年前发布,162,"13,575元/平"
尚城正气三房 看房有密码 精装拎包入住 楼层高视野好,中锐姑苏尚城 -平江新城,3室1厅 | 98.2平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,128人关注 / 一年前发布,315,"32,078元/平"
南山金城  精装修4室2卫 位置安静出行方便 小区绿化好,南山金城1958 -金阊新城,4室1厅 | 134.31平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,2人关注 / 1个月以前发布,360,"26,804元/平"
叠翠峰带露台 ！精装修 地铁口 南北三房,合景叠翠峰 -尹山湖,3室2厅 | 94.44平米 | 南 | 精装 | 低楼层(共24层)  | 板楼,7人关注 / 4个月以前发布,230,"24,355元/平"
有自行车库，中间位置，3楼，可随时上学,新城花园（工业园区） -湖西CBD,3室2厅 | 94.9平米 | 南 | 简装 | 中楼层(共5层)  | 板塔结合,1人关注 / 2个月以前发布,348,"36,671元/平"
活力岛 首开班芙小四房 中高楼层精装修 带地暖,首开班芙春天花园南区 -元和,4室2厅 | 108.68平米 | 南 北 | 精装 | 中楼层(共25层)  | 塔楼,44人关注 / 一年前发布,225,"20,703元/平"
机遇房！近金鹰商圈，空中别墅五年才出来一套的好房子,协孚锦园 -金鹰,5室2厅 | 190平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,256,"13,474元/平"
淞泽家园八区大三房  高楼层视野好 全天采光,淞泽家园（八区） -车坊,3室2厅 | 149.86平米 | 南 | 简装 | 中楼层(共28层)  | 板塔结合,1人关注 / 14天以前发布,272,"18,151元/平"
云山诗意 精装三房 景观好楼层 南北通透 采光耀眼,云山诗意(昆山市) -周市,3室2厅 | 111.45平米 | 南 北 | 精装 | 中楼层(共25层)  | 板楼,0人关注 / 1个月以前发布,298,"26,739元/平"
东湖林语 3室2厅 南,东湖林语 -湖东CBD,3室2厅 | 140.07平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,0人关注 / 2个月以前发布,545,"38,910元/平"
新上欧式装修，楼层位置好，带一个大露台，业主诚心卖,金榈湾丹景廷 -浒关,3室2厅 | 113平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 5个月以前发布,210,"18,585元/平"
茶风新村，三房两厅，单价10000出头，拎包入住,茶风新村 -张浦,3室2厅 | 85.49平米 | 南 | 精装 | 中楼层(共5层)  | 板塔结合,5人关注 / 4个月以前发布,89,"10,411元/平"
业主置换诚心出售 不靠路 刚入住半年 保养好物况新,金色尚城 -斜塘,3室2厅 | 110.91平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,11人关注 / 5个月以前发布,383,"34,533元/平"
婚房装修保养很好，繁华地段，配套成熟,银河新都 -张浦,3室2厅 | 119.34平米 | 南 北 | 精装 | 中楼层(共11层)  | 塔楼,2人关注 / 一年前发布,162,"13,575元/平"
中海独墅岛 湖景 精装修 3房子 诚心出售,中海独墅岛 -郭巷,3室2厅 | 116.3平米 | 南 | 精装 | 31层  | 板楼,2人关注 / 2个月以前发布,348,"29,923元/平"
绿地小高层 中间楼层 全天采光 满五唯一 业主诚心出售,绿地21新城 -开发区,3室2厅 | 91.8平米 | 南 | 毛坯 | 高楼层(共11层)  | 板塔结合,0人关注 / 2个月以前发布,180,"19,608元/平"
东方华庭四个房间，南北通，税费少,东方华庭 -青阳路,4室2厅 | 143.15平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,345,"24,101元/平"
此房满五年，通透户型，精装修，生活便利,金域华府 -松陵,3室2厅 | 125.76平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,3人关注 / 6个月以前发布,216,"17,176元/平"
精装三房，中楼层，采光佳，品牌家具，满二，诚心出售,绿地江南华府 -松陵,3室2厅 | 97.17平米 | 南 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 1个月以前发布,200,"20,583元/平"
东方海悦花园  满二年 精装自住 采光通风好 诚心出售,东方海悦花园 -松陵,3室2厅 | 118.38平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,15人关注 / 一年前发布,156,"13,178元/平"
人和家园，4开间朝南，3房2卫，南北户型，单价低,人和家园 -千灯,3室2厅 | 142.01平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,0人关注 / 1个月以前发布,134,"9,436元/平"
南山金城  精装修4室2卫 位置安静出行方便 小区绿化好,南山金城1958 -金阊新城,4室1厅 | 134.31平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,2人关注 / 1个月以前发布,360,"26,804元/平"
店东力荐，满五唯一，精装拎包入住，交通商圈成熟！,太阳城缘邑 -东沙湖,3室1厅 | 108.39平米 | 南 | 精装 | 33层  | 板塔结合,11人关注 / 9个月以前发布,430,"39,672元/平"
中旅蓝岸 小高层 一梯两户 精装小三室 保养好 ！,中旅蓝岸国际 -斜塘,3室2厅 | 105.72平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,10人关注 / 3个月以前发布,349,"33,012元/平"
万达旁全南户型 精装房东自住房 凤凰楼层,新浦花园 -周市,3室2厅 | 121.24平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,3人关注 / 5个月以前发布,176,"14,517元/平"
红树湾 地铁口 业主诚心出售 精装保养好 直接拎包入住,新城红树湾 -太湖新城（吴江）,3室2厅 | 85.22平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,21人关注 / 5个月以前发布,160,"18,775元/平"
理想新上电梯好房，自住精装修，采光无遮挡,理想家园 -浒墅关经济技术开发区,2室2厅 | 92.31平米 | 南 | 简装 | 低楼层(共18层)  | 板楼,5人关注 / 1个月以前发布,149.5,"16,196元/平"
鑫苑b3新上房源 业主诚意出售 看房提前联系 均可以看,鑫苑国际花园南区(虎丘区) -枫桥,3室1厅 | 81平米 | 南 | 精装 | 中楼层(共23层)  | 板楼,4人关注 / 7个月以前发布,225,"27,778元/平"
满五唯一，自住精装，跃式楼层，得房率高，使用面积大,华润城立方花园北区 -元和,4室2厅 | 120.29平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,66人关注 / 一年前发布,265,"22,031元/平"
尹山湖地铁口精装三房，三房朝南，满五唯一，看房方便,合景叠翠峰 -尹山湖,3室2厅 | 95.02平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,3人关注 / 1个月以前发布,229,"24,101元/平"
精装修，可拎包入住，采光好，可随时看房。,太阳星辰花园泊朗峰 -东沙湖,3室1厅 | 85.72平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,1人关注 / 2个月以前发布,335,"39,081元/平"
房东诚心出售价格可商好楼层保养好,阳光南苑 -城厢,3室2厅 | 150平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,178,"11,867元/平"
满五唯一，婚房装修，南北通，出门地铁，户型方正。,保利悦玺 -尹山湖,3室1厅 | 109.39平米 | 南 | 精装 | 低楼层(共30层)  | 板楼,0人关注 / 1个月以前发布,308,"28,157元/平"
新养蚕里3娄复式客厅朝南全明户型两卫保养好拎包住,新养蚕里新村 -南门,4室2厅 | 71.5平米 | 南 | 精装 | 3层  | 板楼,1人关注 / 2个月以前发布,330,"46,154元/平"
万科万悦 精装3房 家具齐全自住房 满2年 中间楼层,万科万悦花园 -周市,3室2厅 | 95.16平米 | 南 北 | 精装 | 中楼层(共23层)  | 板楼,1人关注 / 3个月以前发布,189,"19,862元/平"
业主精心设计装修。全屋空调地暖精装自住一年诚心出售,龙湖狮山原著 -狮山,3室2厅 | 128.37平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,24人关注 / 4个月以前发布,660,"51,414元/平"
嘉鸿花园 精装 户型方正 三房两卫,嘉鸿花园 -松陵,3室1厅 | 162.11平米 | 南 | 精装 | 中楼层(共25层)  | 板楼,1人关注 / 2个月以前发布,199,"12,276元/平"
多层洋房，楼层好采光无遮挡，现在毛坯空置,东方海悦花园 -松陵,3室2厅 | 138.17平米 | 南 | 毛坯 | 中楼层(共5层)  | 板塔结合,5人关注 / 10个月以前发布,178,"12,883元/平"
央企保利居上 小三房 通透户型 满五唯一 视野开阔,保利居上 -尹山湖,3室1厅 | 85.92平米 | 南 | 精装 | 25层  | 板塔结合,8人关注 / 1个月以前发布,238,"27,701元/平"
适合改善户型方正，精装修保养好，配套齐全，交通便利,恒基水漾花城 -元和,3室2厅 | 121.67平米 | 南 | 精装 | 中楼层(共15层)  | 板楼,8人关注 / 9个月以前发布,258,"21,205元/平"
精装三室，带独库，性 价 比 高，房东诚售！,金门路386号 -金门,3室2厅 | 85.12平米 | 南 | 精装 | 5层  | 板楼,0人关注 / 1个月以前发布,168,"19,737元/平"
花桥鑫苑国际120平三开间朝南精装大三房，随时可看房,鑫苑国际城市花园(昆山市) -花桥,3室2厅 | 121.02平米 | 东南 | 精装 | 中楼层(共33层)  | 板塔结合,6人关注 / 2个月以前发布,226,"18,675元/平"
南北通透电梯洋房 智能家电家具空置中装修新 中高楼层,鲁能公馆 -城南,4室2厅 | 126.46平米 | 南 北 | 精装 | 中楼层(共11层)  | 板塔结合,3人关注 / 2个月以前发布,338,"26,728元/平"
不靠高架，位置好，户型格局方正，楼层好 采光好,云山诗意(吴中区) -木渎,3室2厅 | 88.08平米 | 南 | 简装 | 中楼层(共18层)  | 板塔结合,2人关注 / 5个月以前发布,200,"22,707元/平"
精装修万科4房，房东诚心出售，保养好，看房方便！,万科魅力花园 -花桥,4室2厅 | 127.57平米 | 南 | 精装 | 高楼层(共41层)  | 板塔结合,2人关注 / 3个月以前发布,228,"17,873元/平"
瀚河苑，精装小三房，位置安静，不靠高架，诚售,世茂运河城瀚河苑 -沧浪新城,3室2厅 | 89.33平米 | 南 | 精装 | 32层  | 板楼,8人关注 / 5个月以前发布,321,"35,935元/平"
上坤狮山四季 三房两卫 精装修带院子  家具家电留,上坤狮山四季 -木渎,3室2厅 | 103.78平米 | 南 北 | 精装 | 低楼层(共11层)  | 塔楼,11人关注 / 7个月以前发布,275,"26,499元/平"
英伦尊邸景观层 112平3房2卫精装全配单价1.4诚心可谈,农房英伦尊邸 -张浦,3室2厅 | 111.67平米 | 南 北 | 精装 | 高楼层(共24层)  | 板塔结合,0人关注 / 1个月以前发布,158,"14,149元/平"
绿地都会雅苑，精装修，通透三房，看房方便，地铁口,绿地都会雅苑 -元和,3室2厅 | 96.06平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,6人关注 / 2个月以前发布,216,"22,486元/平"
家装自住 楼层好 视野佳  诚心出售,小石城6区香樟园 -城南,3室2厅 | 90.35平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,8人关注 / 6个月以前发布,179,"19,812元/平"
一期明星户型，中间楼层，诚心出售,中南世纪城(昆山) -开发区,4室2厅 | 112.16平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,1人关注 / 1个月以前发布,258,"23,003元/平"
绿化不错，精装修，顶带阁，急售，看房方便,新湖明珠城望湖苑 -太湖新城（吴江）,5室3厅 | 178平米 | 东南 南 | 精装 | 中楼层(共7层)  | 板楼,5人关注 / 1个月以前发布,251,"14,102元/平"
朗诗洋房 精装 拎包入住 全天采光,朗诗未来街区 -青剑湖,3室2厅 | 91.65平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,65人关注 / 一年前发布,275,"30,006元/平"
满二 中间景观楼层 采光刺眼 大阳台 得房率高,华德力公园壹号 -张浦,3室2厅 | 101.07平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,160,"15,831元/平"
大庆85平105万小面积住宅适合刚需总价低,大庆锦绣新城 -娄江新城,2室1厅 | 85.29平米 | 南 | 简装 | 低楼层(共5层)  | 板楼,26人关注 / 4个月以前发布,109,"12,780元/平"
名馨花园  精装  自正大三房  保养很好 业主诚心出售,名馨花园 -狮山,3室2厅 | 127.72平米 | 南 | 精装 | 10层  | 板楼,69人关注 / 一年前发布,429,"33,590元/平"
新城域四期小三房，边户，采光好 前后无遮挡，随时签,新城域花园 -玉山城南,3室1厅 | 89.15平米 | 南 北 | 精装 | 中楼层(共28层)  | 板楼,1人关注 / 1个月以前发布,140,"15,704元/平"
视野开阔无遮挡，中高楼层，拎包入住，迎面而来是阳光,新城石湖公馆 -越溪,3室2厅 | 96.2平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,0人关注 / 1个月以前发布,230,"23,909元/平"
陆慕大三房多层二楼，自住保养好！满二,香城花园三区 -元和,3室2厅 | 108平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,24人关注 / 一年前发布,227,"21,019元/平"
碧桂园精装小三房，中间楼层，采光好，房东诚心出售,碧桂园世纪城 -千灯,3室2厅 | 94平米 | 南 北 | 精装 | 中楼层(共14层)  | 塔楼,1人关注 / 2个月以前发布,135,"14,362元/平"
尹山湖唯一双地铁格局，精装修+全屋地暖+中 央空调,弘阳上湖 -尹山湖,3室2厅 | 106.63平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,20人关注 / 11个月以前发布,265,"24,853元/平"
金郡精装2房，满五唯一少税费，拎包入住，业主诚售,新城金郡南区二期 -城南,2室2厅 | 81.68平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,4人关注 / 3个月以前发布,168,"20,569元/平"
地铁 旁 星榈湾精装修大3房装修保养较好,星榈湾 -浒关,3室2厅 | 105.25平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,3人关注 / 1个月以前发布,200,"19,003元/平"
碧波花园边户 采光很好 看房方便 精装小三室 诚心卖,碧波花园 -城南,3室2厅 | 94.52平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,26人关注 / 6个月以前发布,154.5,"16,346元/平"
小区好位置   户型南北通  采光视野都很好,天成佳园 -玉山城北,3室2厅 | 188.63平米 | 南 | 精装 | 高楼层(共26层)  | 塔楼,0人关注 / 2个月以前发布,600,"31,809元/平"
精装修万科4房，房东诚心出售，保养好，看房方便！,万科魅力花园 -花桥,4室2厅 | 127.57平米 | 南 | 精装 | 高楼层(共41层)  | 板塔结合,2人关注 / 3个月以前发布,228,"17,873元/平"
多层洋房，楼层好采光无遮挡，现在毛坯空置,东方海悦花园 -松陵,3室2厅 | 138.17平米 | 南 | 毛坯 | 中楼层(共5层)  | 板塔结合,5人关注 / 10个月以前发布,178,"12,883元/平"
满二省税 精装修三房两卫 带地暖 楼层采光好 诚心出售,招商雍雅苑 -松陵,3室2厅 | 126.05平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,2人关注 / 1个月以前发布,220,"17,454元/平"
精装修 看房方便 楼层好 价格好,大南三村 -锦丰,3室2厅 | 118.3平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 11个月以前发布,102,"8,623元/平"
新小区前排.欧式装修满五.带40平大院子价格可谈...,森隆满园 -张浦,2室2厅 | 83.23平米 | 南 北 | 精装 | 低楼层(共18层)  | 塔楼,3人关注 / 2个月以前发布,116,"13,938元/平"
友联二村精装三房，看房方便，南北双阳台，带独库,友联二村 -沧浪新城,3室2厅 | 93.73平米 | 南 | 精装 | 6层  | 板楼,18人关注 / 一年前发布,188,"20,058元/平"
地铁 旁 星榈湾精装修大3房装修保养较好,星榈湾 -浒关,3室2厅 | 105.25平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,3人关注 / 1个月以前发布,200,"19,003元/平"
碧桂园精装小三房，中间楼层，采光好，房东诚心出售,碧桂园世纪城 -千灯,3室2厅 | 94平米 | 南 北 | 精装 | 中楼层(共14层)  | 塔楼,1人关注 / 2个月以前发布,135,"14,362元/平"
陆慕大三房多层二楼，自住保养好！满二,香城花园三区 -元和,3室2厅 | 108平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,24人关注 / 一年前发布,227,"21,019元/平"
名馨花园  精装  自正大三房  保养很好 业主诚心出售,名馨花园 -狮山,3室2厅 | 127.72平米 | 南 | 精装 | 10层  | 板楼,69人关注 / 一年前发布,429,"33,590元/平"
尹山湖唯一双地铁格局，精装修+全屋地暖+中 央空调,弘阳上湖 -尹山湖,3室2厅 | 106.63平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,20人关注 / 11个月以前发布,265,"24,853元/平"
仲雅苑，满五唯一，楼层好，采光佳，带电梯,仲雅苑北区 -平江新城,3室2厅 | 94.03平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,2人关注 / 2个月以前发布,272,"28,927元/平"
精装修带中*空调 可看湖  视野开阔全天无遮挡不靠高速,首开常青藤 -尹山湖,2室1厅 | 83.52平米 | 南 北 | 精装 | 27层  | 板楼,11人关注 / 6个月以前发布,182,"21,792元/平"
南站旁 品质小区精装边套三房 业主自住诚心出售,新城柏丽湾 -玉山城南,3室2厅 | 87.06平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,3人关注 / 4个月以前发布,163,"18,723元/平"
满五唯一 精装自住三房 楼层采光好 业主诚心出售,新城红树湾 -太湖新城（吴江）,3室2厅 | 86.02平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,2人关注 / 2个月以前发布,172,"19,996元/平"
星湖湾精装正3房92.9平154万,星湖湾花园 -松陵,3室2厅 | 92.9平米 | 南 | 精装 | 低楼层(共20层)  | 板楼,0人关注 / 2个月以前发布,154,"16,577元/平"
山湖湾南区 新风，地暖， 装修60万 诚心出售。,山湖湾南区 -科技城,3室2厅 | 122.73平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,3人关注 / 1个月以前发布,379,"30,881元/平"
纯毛坯好楼层大三房 户型很方正视野开阔采光无死角,海上印象 -张浦,3室2厅 | 118.81平米 | 南 | 毛坯 | 中楼层(共15层)  | 板楼,5人关注 / 6个月以前发布,163,"13,720元/平"
此房满两年税费少，好楼层电梯房，带车位一个。,中航城 -开发区,2室1厅 | 88.28平米 | 南 | 精装 | 中楼层(共25层)  | 塔楼,0人关注 / 4个月以前发布,219.2,"24,831元/平"
近永旺，中海精装三房，小高层得房率高，户型方正,中海御景湾 -金阊新城,3室2厅 | 89.3平米 | 南 | 精装 | 22层  | 板楼,1人关注 / 2个月以前发布,194.5,"21,781元/平"
瀚河苑，精装小三房，位置安静，不靠高架，诚售,世茂运河城瀚河苑 -沧浪新城,3室2厅 | 89.33平米 | 南 | 精装 | 32层  | 板楼,8人关注 / 5个月以前发布,321,"35,935元/平"
