标题,开发商,房子信息,发布信息,售价/万,单价
伽蓝艺墅 2室2厅 南,伽蓝艺墅 -邯山区,2室2厅 | 115平米 | 南 | 毛坯 | 中楼层(共17层)  | 暂无数据,0人关注 / 15天以前发布,104,"9,044元/平"
茂盛苑小区79号院 3室2厅 南,茂盛苑小区79号院 -邯山区,3室2厅 | 88.58平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,93,"10,499元/平"
中华南大街34号院 2室1厅 南,中华南大街34号院 -邯山区,2室1厅 | 48.13平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据,11人关注 / 一年前发布,32,"6,649元/平"
祺府苑小区 南北通透两居室 首付15万 老证可贷款 三龙,祺府苑小区 -邯山区,2室2厅 | 42平米 | 南 北 | 其他 | 高楼层(共5层)  | 暂无数据,3人关注 / 一年前发布,50,"11,905元/平"
燃料公司家属院 2室2厅 南 北,燃料公司家属院 -邯山区,2室2厅 | 75平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,62,"8,267元/平"
浴新南大街167号院 2室1厅 南,浴新南大街167号院 -邯山区,2室1厅 | 53平米 | 南 | 其他 | 高楼层(共5层)  | 暂无数据,4人关注 / 一年前发布,35,"6,604元/平"
邯山南大街116号院 2室2厅 南,邯山南大街116号院 -邯山区,2室2厅 | 56.5平米 | 南 | 其他 | 中楼层(共4层)  | 暂无数据,0人关注 / 2个月以前发布,43,"7,611元/平"
学院北路109号院 2室1厅 南 北,学院北路109号院 -邯山区,2室1厅 | 57.5平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,50,"8,696元/平"
荣盛阿尔卡迪亚阳光苑 2室2厅 南 北,荣盛阿尔卡迪亚阳光苑 -邯山区,2室2厅 | 86平米 | 南 北 | 其他 | 低楼层(共28层)  | 板楼,2人关注 / 一年前发布,88,"10,233元/平"
赵都新城利和园 2室2厅 南,赵都新城利和园 -邯山区,2室2厅 | 90平米 | 南 | 其他 | 高楼层(共32层)  | 暂无数据,0人关注 / 4个月以前发布,91,"10,112元/平"
防疫站家属楼 2室2厅 南 北,防疫站家属楼 -邯山区,2室2厅 | 84.1平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,90,"10,702元/平"
阜阳公园附 近  三楼  经典二居  南北通透,牧工商家属院 -邯山区,2室1厅 | 60平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,5人关注 / 11个月以前发布,50,"8,334元/平"
绿化路四十七号院 2室2厅 南 北,绿化路四十七号院 -邯山区,2室2厅 | 56平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,55,"9,822元/平"
万里小区 2室2厅 南 北,万里小区 -邯山区,2室2厅 | 88平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,88,"10,000元/平"
信德园小区 3室2厅 南,信德园小区 -邯山区,3室2厅 | 108平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,102,"9,445元/平"
卓昱南苑 3室2厅 南 北,卓昱南苑 -复兴区,3室2厅 | 136平米 | 南 北 | 其他 | 中楼层(共32层)  | 暂无数据,0人关注 / 2个月以前发布,120,"8,824元/平"
拉德芳斯就这一东西爱小高层楼前没有任何遮挡三个阳面,美的.拉德芳斯南区 -丛台区,3室2厅 | 146.79平米 | 南 | 其他 | 高楼层(共13层)  | 板楼,1人关注 / 2个月以前发布,169,"11,514元/平"
劳动路甲82号院 3室2厅 南 北,劳动路甲82号院 -邯山区,3室2厅 | 88.6平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,93,"10,497元/平"
114号院，低楼层，x区房，距离滏阳公园近，遛弯方便,农林114号院 -邯山区,2室1厅 | 63平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,60,"9,524元/平"
精装修  可贷款 看房有钥匙 价格可谈,瑞德苑 -丛台区,3室2厅 | 138平米 | 南 北 | 其他 | 低楼层(共28层)  | 暂无数据,1人关注 / 一年前发布,147,"10,653元/平"
配套成熟 大型社区 出行方便 诚心出售 价格可议,赵都新城盛和园 -邯山区,3室2厅 | 121平米 | 南 北 | 其他 | 中楼层(共33层)  | 板塔结合,1人关注 / 8个月以前发布,127,"10,496元/平"
山川东风小区 3室2厅 南 北,山川东风小区 -丛台区,3室2厅 | 124.56平米 | 南 北 | 其他 | 低楼层(共5层)  | 暂无数据,0人关注 / 5个月以前发布,115,"9,233元/平"
邯山区实验小 学 汉光中  经典三室,农林路84号院 -邯山区,3室1厅 | 56平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,2人关注 / 3个月以前发布,58,"10,358元/平"
山水文苑 老证可贷款 三室两厅两卫 看房方便,华信山水文苑 -丛台区,3室2厅 | 204平米 | 南 北 | 其他 | 低楼层(共27层)  | 暂无数据,3人关注 / 一年前发布,205,"10,050元/平"
桃源山庄 小高层  精装 全南向两居室  老证可贷款,桃源山庄 -邯山区,2室2厅 | 97平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,2人关注 / 4个月以前发布,82,"8,454元/平"
春光巷3号院 曙光小 十一中 方正三居室 可贷款,春光巷3号院 -丛台区,3室1厅 | 91.1平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,130,"14,271元/平"
望岭西路3号院 3室1厅 南,望岭西路3号院 -丛台区,3室1厅 | 83.7平米 | 南 | 其他 | 中楼层(共4层)  | 暂无数据,0人关注 / 1个月以前发布,83,"9,917元/平"
赵都新城金和园 3室2厅 南 北,赵都新城金和园 -邯山区,3室2厅 | 125.49平米 | 南 北 | 其他 | 低楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,148,"11,794元/平"
南北通透格局好，楼层好，视野宽阔，采光充足配套，，,华信山水文苑 -丛台区,2室2厅 | 107.67平米 | 南 | 其他 | 高楼层(共27层)  | 暂无数据,0人关注 / 1个月以前发布,95,"8,824元/平"
黎明街6号院 3室0厅 南 北,黎明街6号院 -丛台区,3室0厅 | 54.8平米 | 南 北 | 其他 | 高楼层(共4层)  | 暂无数据,1人关注 / 2个月以前发布,40,"7,300元/平"
汉成华都 刚需两居 全明户 老证首付20万 随时看房,汉成华都 -丛台区,2室2厅 | 84.99平米 | 北 | 其他 | 中楼层(共32层)  | 板楼,0人关注 / 2个月以前发布,91,"10,708元/平"
曙光四小+精装+中间楼层+新房+位置好+有车位,保利堂悦 -丛台区,3室2厅 | 126平米 | 南 北 | 其他 | 中楼层(共29层)  | 板楼,0人关注 / 1个月以前发布,176,"13,969元/平"
铁三局 2层 南北通透 标准二室二厅 有证 能贷款！,铁三局六二社区 -复兴区,2室1厅 | 46平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,1人关注 / 7个月以前发布,33,"7,174元/平"
拉德芳斯南区精装修两居室户型设计合理,美的.拉德芳斯南区 -丛台区,2室2厅 | 98平米 | 南 | 其他 | 低楼层(共33层)  | 暂无数据,0人关注 / 3个月以前发布,107,"10,919元/平"
同仁花园 3室2厅 南 北,同仁花园 -邯山区,3室2厅 | 119.49平米 | 南 北 | 其他 | 低楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,136,"11,382元/平"
美乐城 创鑫阳光福邸 二室 老证 随时看房 龙湖,阳光福邸 -丛台区,2室1厅 | 92平米 | 南 | 其他 | 高楼层(共33层)  | 暂无数据,2人关注 / 8个月以前发布,85,"9,240元/平"
美的悦江府 2室2厅 南,美的悦江府 -邯山区,2室2厅 | 98平米 | 南 | 其他 | 低楼层(共26层)  | 暂无数据,3人关注 / 8个月以前发布,113,"11,531元/平"
天泽园小区 2室2厅 南 北,天泽园小区 -丛台区,2室2厅 | 109.4平米 | 南 北 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 3个月以前发布,99,"9,050元/平"
華冶東苑 2室1厅 南,華冶東苑 -丛台区,2室1厅 | 44.6平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,2人关注 / 3个月以前发布,63,"14,126元/平"
陵西南大街68号院·········,陵西南大街68号院 -邯山区,2室1厅 | 60.2平米 | 西 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,54,"8,971元/平"
新上！山川东风小区 四层  房龄新 单价低  老证有钥匙,山川东风小区 -丛台区,3室2厅 | 113.48平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,2人关注 / 8个月以前发布,98,"8,636元/平"
美的拉德芳斯南区  三居室 有证可贷款 带地下室15平,美的.拉德芳斯南区 -丛台区,3室2厅 | 127平米 | 南 | 其他 | 中楼层(共13层)  | 板楼,2人关注 / 一年前发布,150,"11,812元/平"
和平小   雪   三中 三楼 大三居 房主急售,郝庄巷国税局38号 -丛台区,3室2厅 | 96平米 | 北 南 | 其他 | 中楼层(共6层)  | 暂无数据,2人关注 / 9个月以前发布,102,"10,625元/平"
此房老证可以贷款 税费低 东南向 中间楼层 产权清晰,安居•东城首府 -丛台区,2室2厅 | 88平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,1人关注 / 8个月以前发布,93,"10,569元/平"
天润雅园 3室2厅 南 北,天润雅园 -邯山区,3室2厅 | 101.26平米 | 南 北 | 其他 | 中楼层(共33层)  | 板塔结合,0人关注 / 4个月以前发布,96,"9,481元/平"
新上！山川东风小区 四层  房龄新 单价低  老证有钥匙,山川东风小区 -丛台区,3室2厅 | 113.48平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,2人关注 / 8个月以前发布,98,"8,636元/平"
美的拉德芳斯南区  三居室 有证可贷款 带地下室15平,美的.拉德芳斯南区 -丛台区,3室2厅 | 127平米 | 南 | 其他 | 中楼层(共13层)  | 板楼,2人关注 / 一年前发布,150,"11,812元/平"
配套成熟 大型社区 出行方便 诚心出售 价格可议,赵都新城盛和园 -邯山区,3室2厅 | 121平米 | 南 北 | 其他 | 中楼层(共33层)  | 板塔结合,1人关注 / 8个月以前发布,127,"10,496元/平"
山川东风小区 3室2厅 南 北,山川东风小区 -丛台区,3室2厅 | 124.56平米 | 南 北 | 其他 | 低楼层(共5层)  | 暂无数据,0人关注 / 5个月以前发布,115,"9,233元/平"
邯山区实验小 学 汉光中  经典三室,农林路84号院 -邯山区,3室1厅 | 56平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,2人关注 / 3个月以前发布,58,"10,358元/平"
桃源山庄 小高层  精装 全南向两居室  老证可贷款,桃源山庄 -邯山区,2室2厅 | 97平米 | 南 北 | 其他 | 低楼层(共18层)  | 板楼,2人关注 / 4个月以前发布,82,"8,454元/平"
山水文苑 老证可贷款 三室两厅两卫 看房方便,华信山水文苑 -丛台区,3室2厅 | 204平米 | 南 北 | 其他 | 低楼层(共27层)  | 暂无数据,3人关注 / 一年前发布,205,"10,050元/平"
春光巷3号院 曙光小 十一中 方正三居室 可贷款,春光巷3号院 -丛台区,3室1厅 | 91.1平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,130,"14,271元/平"
陵西南大街68号院·········,陵西南大街68号院 -邯山区,2室1厅 | 60.2平米 | 西 北 | 其他 | 中楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,54,"8,971元/平"
同仁花园 3室2厅 南 北,同仁花园 -邯山区,3室2厅 | 119.49平米 | 南 北 | 其他 | 低楼层(共5层)  | 板楼,0人关注 / 1个月以前发布,136,"11,382元/平"
美乐城 创鑫阳光福邸 二室 老证 随时看房 龙湖,阳光福邸 -丛台区,2室1厅 | 92平米 | 南 | 其他 | 高楼层(共33层)  | 暂无数据,2人关注 / 8个月以前发布,85,"9,240元/平"
美的悦江府 2室2厅 南,美的悦江府 -邯山区,2室2厅 | 98平米 | 南 | 其他 | 低楼层(共26层)  | 暂无数据,3人关注 / 8个月以前发布,113,"11,531元/平"
阳光福邸 3室2厅 南 北,阳光福邸 -丛台区,3室2厅 | 138.1平米 | 南 北 | 其他 | 中楼层(共31层)  | 板楼,0人关注 / 3个月以前发布,125,"9,052元/平"
小区环境优美交通便利南北通透诚心出售,市一招院 -丛台区,2室1厅 | 60.26平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,3人关注 / 8个月以前发布,60,"9,957元/平"
广厦小区2层无公摊南北通透三居室带地下室龙湖美乐城,广厦小区 -丛台区,3室2厅 | 84平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,116,"13,810元/平"
空中花园 平台一层 东向 格局可随意设计 满五唯一,空中花园 -邯山区,3室2厅 | 82.44平米 | 东 | 其他 | 低楼层(共1层)  | 暂无数据,1人关注 / 3个月以前发布,68,"8,249元/平"
山水文苑一期 精装三室 南北通透老证有钥匙 车位另算,华信山水文苑 -丛台区,3室2厅 | 141平米 | 北 南 | 其他 | 中楼层(共27层)  | 暂无数据,0人关注 / 1个月以前发布,145,"10,284元/平"
青年路29号院 3室1厅 南 北,青年路29号院 -丛台区,3室1厅 | 85平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,16人关注 / 8个月以前发布,55,"6,471元/平"
丛台路甲五十号院 3室1厅 南 西,丛台路甲五十号院 -丛台区,3室1厅 | 80平米 | 南 西 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 3个月以前发布,114,"14,250元/平"
汉成华都东区老证，临美乐城 植物园 大剧院 高铁站,汉成华都 -丛台区,3室2厅 | 143平米 | 南 北 | 其他 | 低楼层(共34层)  | 板塔结合,0人关注 / 6个月以前发布,140,"9,791元/平"
出售  永平里 一楼低楼层 老证 实际面积大 看房方便,永和里社区永平里院 -丛台区,3室1厅 | 67.52平米 | 南 | 其他 | 低楼层(共4层)  | 暂无数据,2人关注 / 一年前发布,80,"11,849元/平"
赵都华府 3室2厅 南 北,赵都华府 -丛台区,3室2厅 | 119.54平米 | 南 北 | 其他 | 中楼层(共33层)  | 板楼,0人关注 / 4个月以前发布,112,"9,370元/平"
火车站旁 3楼南北通透边户 双气带小房 随时看房,浴新大街12号院 -丛台区,2室1厅 | 52平米 | 南 | 其他 | 低楼层(共3层)  | 暂无数据,0人关注 / 一年前发布,39,"7,500元/平"
天元小区 4室2厅 南 北,天元小区 -丛台区,4室2厅 | 159.9平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,6人关注 / 9个月以前发布,175,"10,945元/平"
和平路中医院北胡同 老证  看房方便价格可聊,和平路中医院北胡同 -丛台区,3室1厅 | 65平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 3个月以前发布,68,"10,462元/平"
此房紧挨着北湖，心海假日小高层，公摊小，新证可贷款,心海假日 -丛台区,2室2厅 | 90.55平米 | 南 | 毛坯 | 中楼层(共20层)  | 暂无数据,11人关注 / 一年前发布,70,"7,731元/平"
邮政院 3室1厅 南 北,邮政院 -丛台区,3室1厅 | 73.3平米 | 南 北 | 其他 | 低楼层(共6层)  | 板塔结合,0人关注 / 2个月以前发布,68,"9,277元/平"
汉成华都 四室 南北通透 两梯三户 随时看房,汉成华都 -丛台区,4室2厅 | 196平米 | 南 北 | 其他 | 低楼层(共34层)  | 板塔结合,1人关注 / 一年前发布,190,"9,694元/平"
东方小区3居室无公摊老证过户低首付25连城小市实验中,东方小区 -丛台区,3室2厅 | 115平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,106,"9,218元/平"
经典户型，南北通透，房源合适，交通便捷，能贷款,创鑫华城 -丛台区,2室2厅 | 98平米 | 南 | 其他 | 高楼层(共33层)  | 板楼,2人关注 / 一年前发布,110,"11,225元/平"
罗兰春天127平150万。。。。。。。。。。。。。。。。,罗兰春天 -丛台区,3室2厅 | 127平米 | 南 | 其他 | 低楼层(共18层)  | 暂无数据,3人关注 / 一年前发布,140,"11,024元/平"
精装修 户型方正 采光好 有钥匙 看房方便,北海庄园 -丛台区,3室2厅 | 146.24平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,1人关注 / 一年前发布,125,"8,548元/平"
荣盛锦绣花苑 丛台区现房 带装修拎包入住 老证可贷款,荣盛锦绣花苑 -丛台区,3室2厅 | 134平米 | 南 | 其他 | 低楼层(共27层)  | 暂无数据,0人关注 / 2个月以前发布,155,"11,568元/平"
荣盛公园印象简装3室 有证可贷款 高铁站 商务商场,荣盛公园印象 -丛台区,3室2厅 | 130平米 | 南 | 简装 | 高楼层(共33层)  | 暂无数据,0人关注 / 2个月以前发布,130,"10,000元/平"
未来城 电梯 户型好 看房方便.三面朝阳,隆基泰和悦都 -丛台区,3室2厅 | 130平米 | 南 北 | 其他 | 高楼层(共18层)  | 暂无数据,0人关注 / 一年前发布,130,"10,000元/平"
房本满五年唯一，税费低，价格美丽,阳光领地 -丛台区,3室2厅 | 124.57平米 | 南 北 | 其他 | 中楼层(共27层)  | 板楼,1人关注 / 一年前发布,152,"12,202元/平"
东方萬博園 3室2厅 南 北,东方萬博園 -丛台区,3室2厅 | 138平米 | 南 北 | 其他 | 低楼层(共26层)  | 暂无数据,0人关注 / 3个月以前发布,160,"11,595元/平"
火车站旁 3楼南北通透边户 双气带小房 随时看房,浴新大街12号院 -丛台区,2室1厅 | 52平米 | 南 | 其他 | 低楼层(共3层)  | 暂无数据,0人关注 / 一年前发布,39,"7,500元/平"
东方萬博園 2室2厅 南,东方萬博園 -丛台区,2室2厅 | 102平米 | 南 | 其他 | 低楼层(共25层)  | 板楼,0人关注 / 2个月以前发布,116,"11,373元/平"
电梯房子两梯四户，可以三室，诚心卖价格可以谈。,创鑫华城 -丛台区,2室2厅 | 98平米 | 南 | 其他 | 高楼层(共31层)  | 板楼,0人关注 / 1个月以前发布,100,"10,205元/平"
汉成华都 2室2厅 南 北,汉成华都 -丛台区,2室2厅 | 105平米 | 南 北 | 其他 | 低楼层(共34层)  | 板楼,1人关注 / 1个月以前发布,118,"11,239元/平"
茂盛苑 五层非顶 价格还能谈 带小煤房,茂盛苑小区79号院 -邯山区,3室2厅 | 98.63平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,90,"9,126元/平"
郝庄巷国税局38号 3室2厅 南 北,郝庄巷国税局38号 -丛台区,3室2厅 | 81平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,69,"8,519元/平"
出售  永平里 一楼低楼层 老证 实际面积大 看房方便,永和里社区永平里院 -丛台区,3室1厅 | 67.52平米 | 南 | 其他 | 低楼层(共4层)  | 暂无数据,2人关注 / 一年前发布,80,"11,849元/平"
广安小区 2室2厅 南 北,广安小区 -丛台区,2室2厅 | 64平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,80,"12,500元/平"
广厦小区 2室1厅 南 北,广厦小区 -丛台区,2室1厅 | 63.89平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,85,"13,305元/平"
荣盛阿尔卡迪亚阳光苑，中间楼层，好户型.看房方便,荣盛阿尔卡迪亚阳光苑 -邯山区,2室2厅 | 69.6平米 | 南 | 其他 | 高楼层(共28层)  | 暂无数据,1人关注 / 1个月以前发布,75,"10,776元/平"
荣盛锦绣花苑 三居室 南北通透小区环境优美 交通便利,荣盛锦绣花苑 -丛台区,3室2厅 | 124平米 | 南 | 其他 | 低楼层(共18层)  | 暂无数据,1人关注 / 一年前发布,149,"12,017元/平"
天泽园 三室两卫南北通透 价位合适的三室,天泽园小区 -丛台区,3室2厅 | 120平米 | 南 北 | 精装 | 低楼层(共29层)  | 板楼,0人关注 / 4个月以前发布,120,"10,000元/平"
连城别苑悦龙庭中间楼层全明户型 三室两厅两卫,连城别苑悦龙庭 -丛台区,3室2厅 | 140平米 | 南 北 | 其他 | 中楼层(共33层)  | 暂无数据,3人关注 / 4个月以前发布,168,"12,000元/平"
房主诚售 价格美丽 两居室 户型方正 采光好通风好,中央公园 -丛台区,2室2厅 | 95平米 | 南 | 其他 | 中楼层(共25层)  | 暂无数据,7人关注 / 8个月以前发布,150,"15,790元/平"
急售 春光院 三楼 南北通透 二十五中 老证 价位能谈,春光院 -丛台区,2室1厅 | 48.26平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,58,"12,019元/平"
老证唯一，人和 汉光中 学 片，带地下室，停车方便,人和小区一期 -丛台区,3室2厅 | 95平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,2人关注 / 7个月以前发布,122,"12,843元/平"
新上滏东北大街顺田君邑毛坯三居室带车位临天鸿星城,顺田君邑 -丛台区,3室2厅 | 133平米 | 南 北 | 其他 | 中楼层(共19层)  | 暂无数据,0人关注 / 3个月以前发布,130,"9,775元/平"
柳颐小区竹园 3室2厅 南 北,柳颐小区竹园 -丛台区,3室2厅 | 124平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,152,"12,259元/平"
人民路15号院 2室1厅 南 北,人民路15号院 -丛台区,2室1厅 | 54.13平米 | 南 北 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,38,"7,021元/平"
美的悦江府 3室2厅 南 北,美的悦江府 -邯山区,3室2厅 | 128平米 | 南 北 | 其他 | 中楼层(共26层)  | 暂无数据,1人关注 / 5个月以前发布,145,"11,329元/平"
美的拉德芳北区3居室精装老郑可贷款16楼随时看房,美的·拉德芳斯北区 -丛台区,3室2厅 | 131平米 | 南 | 其他 | 中楼层(共30层)  | 板楼,0人关注 / 3个月以前发布,160,"12,214元/平"
广泰小区 南北通透 老证急售可贷款首付2成,广泰小区 -丛台区,3室2厅 | 87平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 7个月以前发布,95,"10,920元/平"
连城别苑攒云坊 3室2厅 南 北,连城别苑攒云坊 -丛台区,3室2厅 | 148.48平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 5个月以前发布,188,"12,662元/平"
美的拉德芳斯北区3居室2题2呼电梯入户带平台随时看,美的·拉德芳斯北区 -丛台区,3室2厅 | 135平米 | 南 | 其他 | 高楼层(共34层)  | 暂无数据,0人关注 / 4个月以前发布,150,"11,112元/平"
交锦苑 3室2厅 南,交锦苑 -丛台区,3室2厅 | 94.43平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,130,"13,767元/平"
金安公寓 精致二室 客厅朝南 有钥匙 随时看,金安公寓 -邯山区,2室1厅 | 94平米 | 南 | 其他 | 低楼层(共30层)  | 暂无数据,0人关注 / 1个月以前发布,83,"8,830元/平"
香兰雅居 2室2厅 南,香兰雅居 -邯山区,2室2厅 | 67平米 | 南 | 其他 | 高楼层(共34层)  | 塔楼,0人关注 / 1个月以前发布,75,"11,195元/平"
黎明街 二十三 中  一楼带院  有钥匙 方便看,滏西胡同 -丛台区,3室1厅 | 74.2平米 | 南 北 | 简装 | 低楼层(共3层)  | 板楼,1人关注 / 3个月以前发布,85,"11,456元/平"
明怡街，罗城头。开元小区，工程大学附 近,明怡路20号院 -邯山区,2室1厅 | 73.34平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 一年前发布,73,"9,954元/平"
滏园街商务局家属院，四室两厅两卫，中楼层，采光好,滏园街商务局家属院 -邯山区,4室2厅 | 133平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,145,"10,903元/平"
恒大名都 2室2厅 南,恒大名都 -丛台区,2室2厅 | 100平米 | 南 | 其他 | 中楼层(共33层)  | 塔楼,0人关注 / 1个月以前发布,150,"15,000元/平"
邯峰小区 3室2厅 南 北,邯峰小区 -邯山区,3室2厅 | 98平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,96,"9,796元/平"
永和里社区 2室1厅 南,永和里社区 -丛台区,2室1厅 | 45平米 | 南 | 其他 | 低楼层(共4层)  | 暂无数据,2人关注 / 5个月以前发布,40,"8,889元/平"
站南旺角小区 3室2厅 南 北,站南旺角小区 -邯山区,3室2厅 | 134.06平米 | 南 北 | 其他 | 高楼层(共33层)  | 暂无数据,0人关注 / 一年前发布,120,"8,952元/平"
紧 邻中华大街。大三居可贷款，带20平地下室,建元小区 -丛台区,3室2厅 | 94.5平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,6人关注 / 8个月以前发布,95,"10,053元/平"
荣盛公园印象，92万价格包括车位地下室价格诚意出售,荣盛公园印象 -丛台区,2室2厅 | 83.33平米 | 南 | 毛坯 | 低楼层(共30层)  | 板楼,0人关注 / 3个月以前发布,92,"11,041元/平"
此房老证，南北通透两居.配套设施齐全，业主诚心出售.,环卫局家属院 -邯山区,2室2厅 | 66平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 一年前发布,62,"9,394元/平"
药材公司院 2室2厅 南 北,药材公司院 -邯山区,2室2厅 | 59.03平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 6个月以前发布,60,"10,165元/平"
交通局家属院(滏东南大街) 2室2厅 南 北,交通局家属院(滏东南大街) -邯山区,2室2厅 | 88平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,1人关注 / 2个月以前发布,78,"8,864元/平"
和平里 三居室 房龄新 可贷款,和平里小区 -丛台区,3室2厅 | 116平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 2个月以前发布,105,"9,052元/平"
紧 邻明珠广场 阳光实验小 学 明珠实验小 学 老证,农行家属楼 -邯山区,2室2厅 | 63平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,56,"8,889元/平"
移动大厦 锦秀苑 房龄新 可贷款 四楼 急售,锦绣苑小区 -邯山区,3室2厅 | 116.2平米 | 南 北 | 其他 | 中楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,113,"9,725元/平"
此房老证，地理位置ji佳 大型社区 户型方正。,一三八家属院 -邯山区,2室1厅 | 52平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 3个月以前发布,53,"10,193元/平"
邯山南大街77号院 2室1厅 南,邯山南大街77号院 -邯山区,2室1厅 | 69平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据,0人关注 / 3个月以前发布,52,"7,537元/平"
中华北碧桂园天汇湾三室两厅两卫精装修有证可贷款,碧桂园·天汇湾 -丛台区,3室2厅 | 129.13平米 | 南 | 其他 | 中楼层(共34层)  | 暂无数据,0人关注 / 4个月以前发布,126,"9,758元/平"
紫竹苑小区2-2-1-1 70.00m² 69 万,紫竹苑小区 -丛台区,2室2厅 | 70平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,4人关注 / 一年前发布,63,"9,000元/平"
南洋东苑  三楼  精装修  带10平地下室   满五唯一,南洋东苑小区 -丛台区,3室2厅 | 106平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,100,"9,434元/平"
罗城头司法局家属院 2室1厅 南,罗城头司法局家属院 -邯山区,2室1厅 | 54平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据,0人关注 / 2个月以前发布,52,"9,630元/平"
广安小区 3室1厅 南 北,广安小区 -丛台区,3室1厅 | 75.9平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据,1人关注 / 1个月以前发布,98,"12,912元/平"
邯峰小区 3室2厅 南 北,邯峰小区 -邯山区,3室2厅 | 98平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据,1人关注 / 6个月以前发布,96,"9,796元/平"
