标题,开发商,房子信息,发布信息,售价/万,单价
美的三期，环境好，适合老人小孩居住,美的蝴蝶海三期 -梅山岛,2室2厅 | 79.58平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,10人关注 / 7个月以前发布,89,"11,184元/平"
旁边恒一广场、海曙印象城，次新小区，小区自带幼儿园,朗境府 -高桥,3室1厅 | 105.22平米 | 南 | 精装 | 低楼层(共25层)  | 塔楼,2人关注 / 5个月以前发布,227,"21,574元/平"
中梁首府 122平 10楼 东风子陵 看房方便 房东诚意出售,中梁首府 -东风,3室2厅 | 121.53平米 | 南 | 其他 | 中楼层(共26层)  | 板楼,2人关注 / 4个月以前发布,330,"27,154元/平"
奥园二期誉景湾，采光十足，诚心出售,奥园誉景湾花苑 -小港,3室1厅 | 88.44平米 | 南 北 | 毛坯 | 低楼层(共28层)  | 板塔结合,0人关注 / 2个月以前发布,173,"19,562元/平"
花样年小区简装出租中，三居室户型方正，诚心出售,花样年花郡一期 -新碶,3室1厅 | 100.47平米 | 南 | 其他 | 26层  | 塔楼,4人关注 / 8个月以前发布,295,"29,362元/平"
首南3号线句章路站，欣如雅苑，全新未住人，近南商,欣如雅苑 -首南,2室2厅 | 67.11平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,1人关注 / 4个月以前发布,194,"28,908元/平"
华丽家园 三室两厅 看房方便 楼层好采光好,华丽家园 -春晓,3室2厅 | 109.92平米 | 南 | 毛坯 | 中楼层(共5层)  | 暂无数据,0人关注 / 3个月以前发布,118,"10,736元/平"
方阳百合苑，小区环境优美，景观错落有致。,方阳百合苑 -方桥,3室2厅 | 105.79平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,0人关注 / 4个月以前发布,172,"16,259元/平"
新交付 格局好，楼层位置好 视野宽阔，配套设施齐全,欣如雅苑 -首南,2室2厅 | 76.72平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 4个月以前发布,200,"26,069元/平"
芦港地铁口大三房，房东诚心出售,芦港家园 -高桥,3室2厅 | 100.98平米 | 南 | 毛坯 | 中楼层(共16层)  | 暂无数据,0人关注 / 3个月以前发布,220,"21,787元/平"
美的四期高层，新小区，好户型，好环境,美的蝴蝶海四期 -梅山岛,3室1厅 | 116.58平米 | 南 | 其他 | 高楼层(共27层)  | 平房,0人关注 / 31天以前发布,100,"8,578元/平"
滨江广场旁 寰宇天下 楼层佳 不靠高架 全屋地暖,中海寰宇天下二期 -长丰,3室2厅 | 101.44平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,16人关注 / 一年前发布,415,"40,911元/平"
姚江湾二期毛坯，居住环境新 楼下滨江公园,姚江湾2期天源 -江北万达,4室2厅 | 113.26平米 | 南 | 毛坯 | 26层  | 板楼,0人关注 / 3个月以前发布,467,"41,233元/平"
朱雀新村，精装3室一厅，房东诚售,朱雀新村 -百丈,3室1厅 | 83.08平米 | 南 | 精装 | 高楼层(共8层)  | 板楼,0人关注 / 3个月以前发布,219,"26,361元/平"
全新毛胚 ，户型方正布局合理 ，全亮套型，诚意出售,中海枫华里 -江北万达,4室2厅 | 125.1平米 | 南 | 毛坯 | 11层  | 板塔结合,3人关注 / 10个月以前发布,409,"32,694元/平"
南苑社区 十万火急出售 新房已定 新装修 地铁可以三房,南苑社区 -段塘,2室1厅 | 65.01平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,69人关注 / 一年前发布,149.5,"22,997元/平"
业主急售，全新毛坯，南北通户型，采光好，,菱洲雅庭 -庄市,2室2厅 | 87.92平米 | 南 | 毛坯 | 低楼层(共18层)  | 板塔结合,0人关注 / 4个月以前发布,175,"19,905元/平"
精装江景房 四开间朝南配置地暖新风系统 房东诚心出售,海志府 -明楼,3室2厅 | 126.7平米 | 南 | 精装 | 高楼层(共26层)  | 板塔结合,15人关注 / 一年前发布,460,"36,307元/平"
出售院士廷102户型 三开间朝南 位置佳,富力院士廷 -庄市,3室2厅 | 102.94平米 | 东南 | 精装 | 23层  | 板楼,55人关注 / 一年前发布,245,"23,801元/平"
蓝色东方中间楼层，房东急售！！！,万科蓝色东方 -庄市,3室2厅 | 104.76平米 | 南 | 精装 | 20层  | 板楼,5人关注 / 一年前发布,319,"30,451元/平"
户型好得房率高，有自家小院，三房一卫，户型方正，,保亿众望风景御园 -骆驼,3室2厅 | 88平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,4人关注 / 4个月以前发布,245,"27,841元/平"
四期四房二厅二卫， 户型方正 楼层好 南北户型,御海苑 -杭州湾新区,4室2厅 | 140.83平米 | 南 | 简装 | 中楼层(共32层)  | 平房,0人关注 / 8个月以前发布,128.5,"9,125元/平"
亚洲之窗 朝南 精装大阳台 天然气,亚洲之窗 -南部商务区,2室1厅 | 52.51平米 | 南 | 精装 | 高楼层(共22层)  | 塔楼,0人关注 / 2个月以前发布,86,"16,378元/平"
精装交付 从未入住 总价低 万科物业,万科未来水岸 -奉化区,4室1厅 | 111.38平米 | 南 | 其他 | 中楼层(共9层)  | 板楼,1人关注 / 2个月以前发布,155,"13,917元/平"
房东急售，十万火急 价格可以谈谈，带露台阳光房,繁裕三村 -钟公庙,3室2厅 | 86.14平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 5个月以前发布,218,"25,308元/平"
房东诚售，户型方正，采光好，中庭位置，次顶楼，靠河,南苑街148弄小区 -段塘,3室1厅 | 79.42平米 | 南 北 | 其他 | 8层  | 板楼,4人关注 / 一年前发布,165,"20,776元/平"
本房是2楼，白坯，2南，厨卫朝北，生活配套完善,南塘花园 -段塘,2室1厅 | 53.23平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,133,"24,986元/平"
三开间朝南，户型方正，楼层优良，采光特好,欢乐精品园 -白云,3室2厅 | 107.08平米 | 南 | 精装 | 中楼层(共10层)  | 板楼,139人关注 / 8个月以前发布,223,"20,826元/平"
此房装修一年，3室，南北通风格局设计好，全新精装,保亿风景九园北区 -蛟川,3室2厅 | 87.77平米 | 南 | 其他 | 中楼层(共17层)  | 板塔结合,0人关注 / 1个月以前发布,187,"21,306元/平"
小骆花园两层出售。精装修带花园。263万随时可以看房,小骆花园 -骆驼,3室2厅 | 131.5平米 | 北 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 11个月以前发布,240,"18,251元/平"
精装修，顶加阁，户型好，实用空间大，配套齐全,庄溪家园 -横街,4室2厅 | 161.31平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,165,"10,229元/平"
房东诚售，户型方正，采光好，中庭位置，次顶楼，靠河,南苑街148弄小区 -段塘,3室1厅 | 79.42平米 | 南 北 | 其他 | 8层  | 板楼,4人关注 / 一年前发布,165,"20,776元/平"
此房装修一年，3室，南北通风格局设计好，全新精装,保亿风景九园北区 -蛟川,3室2厅 | 87.77平米 | 南 | 其他 | 中楼层(共17层)  | 板塔结合,0人关注 / 1个月以前发布,187,"21,306元/平"
小骆花园两层出售。精装修带花园。263万随时可以看房,小骆花园 -骆驼,3室2厅 | 131.5平米 | 北 | 简装 | 低楼层(共6层)  | 板塔结合,0人关注 / 11个月以前发布,240,"18,251元/平"
精装修，顶加阁，户型好，实用空间大，配套齐全,庄溪家园 -横街,4室2厅 | 161.31平米 | 南 | 精装 | 高楼层(共7层)  | 板塔结合,0人关注 / 1个月以前发布,165,"10,229元/平"
此房配套齐全，交通便利，2号线枫园站就在小区南门,青枫雅苑 -蛟川,3室1厅 | 118.89平米 | 南 | 精装 | 低楼层(共22层)  | 板塔结合,19人关注 / 一年前发布,227,"19,094元/平"
地铁口，实验 旁边，3室，加车棚，格局好,虹桥小区 -蛟川,3室1厅 | 74.76平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,1人关注 / 4个月以前发布,133,"17,791元/平"
全新精装，户型方正通透，采光充足，3室2卫,万科蓝色东方 -庄市,3室1厅 | 106.61平米 | 南 | 精装 | 20层  | 板楼,0人关注 / 1个月以前发布,318,"29,829元/平"
丽象佳苑，户型好，楼层好，婚装30万,丽象佳苑 -白云,3室2厅 | 120.91平米 | 南 | 精装 | 中楼层(共29层)  | 板楼,10人关注 / 7个月以前发布,325,"26,880元/平"
精装修    自住       采光好,合生杭州湾国际新城二期 -杭州湾新区,3室2厅 | 138平米 | 南 北 | 精装 | 18层  | 板塔结合,3人关注 / 3个月以前发布,120,"8,696元/平"
白鹭园大三房精装修诚心出售楼层很好，价格便宜,白鹭园 -杭州湾新区,3室2厅 | 143.21平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,20人关注 / 一年前发布,100,"6,983元/平"
文庭景苑四期 2室1厅 南,文庭景苑四期 -东柳,2室1厅 | 59平米 | 南 | 毛坯 | 低楼层(共10层)  | 塔楼,5人关注 / 5个月以前发布,205,"34,746元/平"
春江花月东区电梯房 85平 两房小户型,舜大春江花月东区 -人民医院,2室2厅 | 84.46平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,7人关注 / 2个月以前发布,148,"17,524元/平"
荣安西溪里      次新小区 房东诚心出售,荣安西溪里 -集士港,2室1厅 | 40.88平米 | 东南 | 精装 | 中楼层(共11层)  | 板楼,12人关注 / 一年前发布,68,"16,635元/平"
享优质学府 交通出行方便，小区内自带幼儿园,云水湾 -姚江新区,2室2厅 | 75.68平米 | 南 | 毛坯 | 32层  | 板楼,0人关注 / 4个月以前发布,234,"30,920元/平"
70年产权，看房方便价格可谈，中间楼层朝南，采光佳,海悦公寓 -戚家山,4室2厅 | 77.27平米 | 南 | 精装 | 中楼层(共19层)  | 塔楼,1人关注 / 7个月以前发布,128,"16,566元/平"
阳光一品复式 房东诚心出售 地段好,阳光一品 -白云,2室1厅 | 47.74平米 | 南 | 精装 | 低楼层(共19层)  | 板楼,0人关注 / 2个月以前发布,89,"18,643元/平"
70年产权，精装修刚需首套自住,牡丹小区(北仑) -新碶,2室1厅 | 47.92平米 | 西北 | 精装 | 中楼层(共9层)  | 板楼,45人关注 / 8个月以前发布,66,"13,773元/平"
70年产权的公寓房，采光好，朝南的，业主诚心出售,牡丹小区(北仑) -新碶,2室1厅 | 42.09平米 | 南 | 精装 | 中楼层(共9层)  | 板楼,50人关注 / 9个月以前发布,63,"14,968元/平"
全新毛坯诚心出售户型好 位置好 交通便利,姚丰铭府 -高桥,2室1厅 | 82.92平米 | 南 | 毛坯 | 中楼层(共10层)  | 暂无数据,0人关注 / 3个月以前发布,230,"27,738元/平"
未入住 龙山新城 九里晴川 洋房 次新房 诚心出售,龙湖昱湖壹号苑 -龙山,3室2厅 | 97.59平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 1个月以前发布,100,"10,247元/平"
海华院复式公寓，标准两房，锦中医院,恒威海华院 -望春,2室1厅 | 44.28平米 | 北 | 精装 | 中楼层(共16层)  | 塔楼,5人关注 / 一年前发布,68,"15,357元/平"
映云庭 小区环境优美 鸟语花香 二室二厅 采光充足,映云庭 -小港,2室2厅 | 89.73平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,150,"16,717元/平"
仙枰苑，全新白坯。电梯，房楼层位置好。房东诚心出售,仙枰苑 -东钱湖,2室1厅 | 78.34平米 | 南 | 毛坯 | 中楼层(共10层)  | 暂无数据,1人关注 / 3个月以前发布,164,"20,935元/平"
新兴岚湾小区 2室1厅 西南,新兴岚湾小区 -骆驼,2室1厅 | 71.74平米 | 西南 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 7个月以前发布,138,"19,237元/平"
映云庭 鸟语花香 绿树成荫 新小区 连廊设计,映云庭 -小港,2室2厅 | 89.69平米 | 南 | 毛坯 | 低楼层(共17层)  | 板楼,1人关注 / 2个月以前发布,148,"16,502元/平"
此房格局好  楼层好  采光足  户型好,舜北新村一小区 -舜北,2室1厅 | 52.14平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,69.8,"13,388元/平"
通透格局，自己喜好设计装修，配套不错，自住生活方便,钱湖人家 -东钱湖,2室2厅 | 86.74平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,1人关注 / 5个月以前发布,160,"18,446元/平"
此房中式精装，诚心出售，一线江景房楼层好，视野开阔,三水湾 -甬江,2室2厅 | 83.63平米 | 南 北 | 精装 | 中楼层(共23层)  | 板楼,13人关注 / 一年前发布,259,"30,970元/平"
次新小区 三面环窗 钻石楼层 采光独到 户型反正,恒威壹品君园 -蛟川,2室1厅 | 60.3平米 | 南 北 | 简装 | 高楼层(共16层)  | 板楼,1人关注 / 1个月以前发布,58,"9,619元/平"
高新区 和美城 精装修配置  看房方便 欢迎咨询,和美城 -新明,2室2厅 | 84.62平米 | 南 | 精装 | 34层  | 板楼,2人关注 / 3个月以前发布,103,"12,173元/平"
花香维也纳70年产权总价低好房出售，朝南,花香维也纳 -新碶,2室1厅 | 38.38平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,0人关注 / 5个月以前发布,88,"22,929元/平"
小区环境优雅整洁，绿化高，生活配套设施齐全,江南水岸 -高桥,2室1厅 | 84.17平米 | 南 | 毛坯 | 高楼层(共18层)  | 板塔结合,1人关注 / 一年前发布,153,"18,178元/平"
此房满两年，自住精装保养好，楼层采光通风俱佳,宁静家园 -洪塘,2室1厅 | 50.26平米 | 南 | 精装 | 低楼层(共7层)  | 板楼,2人关注 / 7个月以前发布,119.8,"23,837元/平"
集士港次新小区，高入住率，未来6号线边上小区,紫御铭园 -集士港,2室2厅 | 77.9平米 | 南 | 精装 | 中楼层(共15层)  | 板楼,14人关注 / 8个月以前发布,195,"25,033元/平"
钱湖人家电梯房2房朝南，好楼层，好位置。,钱湖人家 -东钱湖,2室1厅 | 67.24平米 | 南 | 毛坯 | 高楼层(共11层)  | 板塔结合,9人关注 / 一年前发布,163,"24,242元/平"
急售，简装二房，东首视野宽阔，采光充足，交通便利,国庆花园二期 -慈城,2室2厅 | 82.99平米 | 南 | 简装 | 低楼层(共9层)  | 暂无数据,0人关注 / 2个月以前发布,129,"15,545元/平"
高新区 和美城 精装修配置  看房方便 欢迎咨询,和美城 -新明,2室2厅 | 84.62平米 | 南 | 精装 | 34层  | 板楼,2人关注 / 3个月以前发布,103,"12,173元/平"
荣安西溪里  次新小区 低总价,荣安西溪里 -集士港,2室1厅 | 40.65平米 | 北 | 精装 | 高楼层(共11层)  | 板楼,4人关注 / 3个月以前发布,65,"15,991元/平"
河景房高品质小区 离南商近银泰旁,荣安星空里 -首南,1室1厅 | 45.03平米 | 北 | 精装 | 低楼层(共28层)  | 板塔结合,3人关注 / 4个月以前发布,58,"12,881元/平"
新上房源；莘香雅苑精装修带大露台!,莘香雅苑 -东部新城,2室2厅 | 68.32平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,1人关注 / 2个月以前发布,273,"39,960元/平"
钱湖人家四期电梯小面积 楼层好看房方便。,钱湖人家 -东钱湖,2室1厅 | 67.24平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,0人关注 / 3个月以前发布,146,"21,714元/平"
楼层佳，配套完善，交通方便，繁华热闹,品阁 -石碶,1室0厅 | 37.87平米 | 南 | 简装 | 高楼层(共10层)  | 塔楼,1人关注 / 2个月以前发布,40,"10,563元/平"
房子是三房两厅一厨两卫，纯毛坯，采光好。,合生杭州湾国际新城三期 -杭州湾新区,3室2厅 | 95.64平米 | 南 | 毛坯 | 高楼层(共29层)  | 板楼,0人关注 / 一年前发布,73,"7,633元/平"
房东诚心出售，楼层好，户型好，房子清爽,飞虹社区三区 -长丰,2室1厅 | 65.65平米 | 南 | 精装 | 中楼层(共8层)  | 板塔结合,4人关注 / 一年前发布,220,"33,512元/平"
姚江新区，云水湾两室一厅边套。青藤书院,云水湾 -姚江新区,2室2厅 | 87.45平米 | 南 | 毛坯 | 28层  | 板楼,0人关注 / 2个月以前发布,265,"30,304元/平"
君塘名筑，高铁新城，高铁板块，前湾新区,君塘名筑 -慈溪其他,3室2厅 | 83.42平米 | 南 北 | 毛坯 | 低楼层(共31层)  | 板楼,0人关注 / 3个月以前发布,88,"10,550元/平"
江南人家(北仑) 2室2厅 东南,江南人家(北仑) -小港,2室2厅 | 72.02平米 | 东南 | 精装 | 高楼层(共4层)  | 平房,0人关注 / 2个月以前发布,111,"15,413元/平"
首南 米兰公馆 总价低  房东诚心出售,米兰公馆 -首南,1室1厅 | 40.17平米 | 北 | 其他 | 高楼层(共19层)  | 板楼,0人关注 / 1个月以前发布,39.8,"9,908元/平"
中央风景单身公寓，房东诚心出售，拎包入住。,中央风景 -新碶,1室1厅 | 35平米 | 北 | 精装 | 低楼层(共30层)  | 塔楼,0人关注 / 1个月以前发布,45,"12,858元/平"
带地下停车位，电梯70年产权公寓，精装修朝南户型,牡丹小区(北仑) -新碶,2室2厅 | 46.3平米 | 南 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,75,"16,199元/平"
开发商毛坯交付，位置优秀、视野开阔、采光充足,合生杭州湾国际新城三期 -杭州湾新区,2室2厅 | 81.81平米 | 南 | 其他 | 中楼层(共26层)  | 板塔结合,2人关注 / 6个月以前发布,63,"7,701元/平"
前横小区 3室2厅 南,前横小区 -奉化区,3室2厅 | 122.78平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,114.5,"9,326元/平"
前湾新区西部住宅大盘，地处国家打造的中意园区,华景川万悦府 -余姚周边,3室2厅 | 81.71平米 | 南 | 其他 | 低楼层(共15层)  | 板塔结合,3人关注 / 6个月以前发布,64,"7,833元/平"
近富邦银泰城 出行方便近配套齐全 适合长期居住,黄金海岸五期 -新碶,1室1厅 | 38.83平米 | 北 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 2个月以前发布,43.5,"11,203元/平"
诚心出售，双阳台，朝南采光好，近地铁口出行方便,恒元悦居 -东钱湖,1室1厅 | 44.98平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,1人关注 / 2个月以前发布,47.5,"10,561元/平"
电梯 70年产权公寓 朝南 小2居室 带储藏室,牡丹小区(北仑) -新碶,2室2厅 | 46.3平米 | 南 | 精装 | 中楼层(共9层)  | 板楼,0人关注 / 2个月以前发布,75,"16,199元/平"
隆顺欣园 房东自住 精装修 两大室  长江+顾国和,隆顺欣园 -新碶,2室1厅 | 57平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,152.8,"26,808元/平"
环球城公寓 2室2厅 南,环球城公寓 -首南,2室2厅 | 82.07平米 | 南 | 简装 | 高楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,110,"13,404元/平"
港务新村5楼步梯房近镇中和仁爱采光好带租客直接收租,港务新村北区 -招宝山,2室1厅 | 54.63平米 | 南 | 简装 | 高楼层(共5层)  | 板塔结合,0人关注 / 1个月以前发布,155,"28,373元/平"
江南水岸 2室2厅 南,江南水岸 -高桥,2室2厅 | 99.33平米 | 南 | 毛坯 | 高楼层(共11层)  | 板塔结合,1人关注 / 7个月以前发布,175,"17,619元/平"
港务新村5楼步梯房近镇中和仁爱采光好带租客直接收租,港务新村北区 -招宝山,2室1厅 | 54.63平米 | 南 | 简装 | 高楼层(共5层)  | 板塔结合,0人关注 / 1个月以前发布,155,"28,373元/平"
香河湾1-1-1-1 56.31m²采光通透 品牌家具家电,香河湾 -蛟川,1室1厅 | 56.31平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,5人关注 / 6个月以前发布,131,"23,265元/平"
姚江新区，云水湾两室一厅边套。青藤书院,云水湾 -姚江新区,2室2厅 | 87.45平米 | 南 | 毛坯 | 28层  | 板楼,0人关注 / 2个月以前发布,265,"30,304元/平"
君塘名筑，高铁新城，高铁板块，前湾新区,君塘名筑 -慈溪其他,3室2厅 | 83.42平米 | 南 北 | 毛坯 | 低楼层(共31层)  | 板楼,0人关注 / 3个月以前发布,88,"10,550元/平"
环球城公寓 2室2厅 南,环球城公寓 -首南,2室2厅 | 82.07平米 | 南 | 简装 | 高楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,110,"13,404元/平"
江南水岸 2室2厅 南,江南水岸 -高桥,2室2厅 | 99.33平米 | 南 | 毛坯 | 高楼层(共11层)  | 板塔结合,1人关注 / 7个月以前发布,175,"17,619元/平"
房东自住保养完好，朝南家具全，直接拎包入住,米兰公馆 -首南,1室1厅 | 40.2平米 | 南 | 精装 | 中楼层(共19层)  | 板楼,0人关注 / 4个月以前发布,40,"9,951元/平"
朝东户型，中间楼层，保养好，房东诚心出售,都市华庭 -姜山,2室1厅 | 57.79平米 | 东 | 简装 | 中楼层(共18层)  | 板塔结合,3人关注 / 4个月以前发布,149,"25,784元/平"
楼层好，小区环境好，房子精装修，房东诚心卖,洋江水岸 -下应,2室2厅 | 87.63平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,240,"27,388元/平"
房东诚心出售。位置佳，楼层好。看房方便，,星辰明珠 -东柳,2室1厅 | 49.43平米 | 南 | 精装 | 高楼层(共17层)  | 塔楼,0人关注 / 4个月以前发布,138,"27,919元/平"
小套户型 朝南复式 两卫 精装 随时看房 诚心出售,恒威海华院 -望春,1室1厅 | 39.44平米 | 南 | 精装 | 高楼层(共16层)  | 塔楼,1人关注 / 1个月以前发布,66,"16,735元/平"
区位好.植物园.人车分流.吾悦广场旁单价2万中间楼层,东桂新苑 -骆驼,2室1厅 | 97.35平米 | 南 | 毛坯 | 中楼层(共16层)  | 板楼,23人关注 / 一年前发布,182,"18,696元/平"
公园道复式  楼层佳 房东诚心出售 看房方便,华润公园道 -段塘,1室1厅 | 26.86平米 | 东北 | 毛坯 | 中楼层(共15层)  | 塔楼,5人关注 / 4个月以前发布,46,"17,126元/平"
芦港地铁口，小平方好楼层，房东诚心出售,芦港家园 -高桥,2室1厅 | 73.09平米 | 南 | 毛坯 | 中楼层(共16层)  | 暂无数据,0人关注 / 1个月以前发布,177,"24,217元/平"
薛家新家园 采光充足 新装修 交通便利,薛家新家园 -古林,2室1厅 | 87.16平米 | 南 | 其他 | 低楼层(共15层)  | 板楼,0人关注 / 7个月以前发布,174,"19,964元/平"
仙枰苑 毛坯2房 新交付 客厅带阳台 急售,仙枰苑 -东钱湖,2室1厅 | 69平米 | 南 | 毛坯 | 高楼层(共10层)  | 暂无数据,1人关注 / 2个月以前发布,152,"22,029元/平"
此房无增值税 背靠姚江 前近商会大厦 万科印象城,梁祝小区 -高桥,3室2厅 | 87.57平米 | 南 | 毛坯 | 高楼层(共6层)  | 板楼,102人关注 / 一年前发布,156,"17,815元/平"
近地铁、农贸市场、生活购物，银行，在建西洪大桥,江南水岸 -高桥,2室2厅 | 84.07平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,1人关注 / 5个月以前发布,157,"18,675元/平"
房东诚心出售  边套  视野好,美的蝴蝶海三期 -梅山岛,3室2厅 | 104.86平米 | 南 | 毛坯 | 中楼层(共26层)  | 板塔结合,0人关注 / 10个月以前发布,90,"8,583元/平"
蔚蓝水岸 户型好 前后通透 户型好 出行方便 配套齐,蔚蓝水岸 -下应,2室2厅 | 87.75平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,1人关注 / 1个月以前发布,215,"24,502元/平"
寰海府高层楼栋位置好，视野开阔,龙湖景瑞·寰海府 -春晓,3室2厅 | 103.46平米 | 南 | 毛坯 | 高楼层(共34层)  | 暂无数据,0人关注 / 6个月以前发布,129,"12,469元/平"
此房格局好，楼层好，视野宽阔，采光充足，全亮间。,慈湖人家三期 -慈城,2室1厅 | 59.11平米 | 南 | 毛坯 | 11层  | 板塔结合,2人关注 / 4个月以前发布,99,"16,749元/平"
地铁口，博地影秀城旁边，旁边配套齐全。,光明领尚 -大碶,2室2厅 | 90.92平米 | 南 | 精装 | 中楼层(共31层)  | 板楼,2人关注 / 3个月以前发布,239,"26,287元/平"
甬兴新村 楼层好 位置佳 诚心出售,甬兴新村 -长丰,2室1厅 | 56.79平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,219,"38,564元/平"
北仑梅山一线海景房，户型方正，看房方便，欢迎咨询,万年乐享世界 -春晓,3室2厅 | 93.94平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,4人关注 / 6个月以前发布,127,"13,520元/平"
客厅宽敞明亮， 拎包入住 装修保养好 采光充中无遮挡,西城十二庭院 -古林,2室2厅 | 86.2平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,0人关注 / 2个月以前发布,220,"25,523元/平"
光明领尚小户型纯毛坯 年轻刚需婚房之选,光明领尚 -大碶,2室2厅 | 85.56平米 | 南 | 毛坯 | 低楼层(共31层)  | 板楼,0人关注 / 2个月以前发布,228,"26,648元/平"
大朱家新村 二室精装 户型房子 楼层适中 诚售,大朱家新村 -长丰,2室1厅 | 56.72平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 一年前发布,225,"39,669元/平"
房子简单装修，户型方正，得房率高，房东急售,都市华庭 -姜山,2室1厅 | 53.94平米 | 西 | 简装 | 低楼层(共17层)  | 板塔结合,0人关注 / 1个月以前发布,132,"24,472元/平"
慧江苑：全新毛坯小户型 两房一厅一卫 楼层采光好,慧江苑 -长丰,2室2厅 | 66.05平米 | 南 | 毛坯 | 高楼层(共24层)  | 板楼,0人关注 / 6个月以前发布,181,"27,404元/平"
东方丽都 刚需两房 满五唯一 位置靠河 诚心出售,东方丽都 -潘火,2室2厅 | 70.8平米 | 南 | 毛坯 | 低楼层(共26层)  | 板楼,2人关注 / 4个月以前发布,190,"26,837元/平"
漫悦湾高层 三房2厅1卫 户型方正 88平方做到了3房,漫悦湾二期 -余姚周边,3室2厅 | 88.18平米 | 南 | 毛坯 | 低楼层(共27层)  | 暂无数据,0人关注 / 8个月以前发布,79,"8,959元/平"
楼层好采光佳，精装修保养的好，房东急售。,光明领尚 -大碶,2室2厅 | 85.56平米 | 南 西 | 精装 | 高楼层(共31层)  | 板楼,0人关注 / 1个月以前发布,235,"27,467元/平"
复式 小区配套成熟，朝南，房东急卖，急卖，边套,奥园奥创中心 -白云,2室1厅 | 29.57平米 | 南 | 毛坯 | 高楼层(共15层)  | 塔楼,8人关注 / 一年前发布,51,"17,248元/平"
1年左右的公寓，房东诚心卖，户型方正！,城市方格 -高桥,3室1厅 | 45.67平米 | 北 | 精装 | 中楼层(共12层)  | 板楼,14人关注 / 一年前发布,62,"13,576元/平"
楼层好，两房朝南，电梯房，看房方便,锦绣钱湖 -东钱湖,2室1厅 | 59.79平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,1人关注 / 2个月以前发布,148,"24,754元/平"
房屋的简介与配套交通的基本信息介绍,汀兰苑 -杭州湾新区,2室2厅 | 97.7平米 | 南 | 简装 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,65,"6,654元/平"
品质小区，精装修，人车分流，环境佳，采光好。,悦澜湾 -邱隘,2室1厅 | 85.5平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,5人关注 / 4个月以前发布,206.8,"24,188元/平"
荣安星空里 1室1厅 南,荣安星空里 -首南,1室1厅 | 45.38平米 | 南 | 精装 | 高楼层(共28层)  | 板塔结合,9人关注 / 9个月以前发布,60,"13,222元/平"
高桥 地铁口 上施家园南区 两居室 诚心出售,上施家园南区 -高桥,2室1厅 | 70.04平米 | 南 | 简装 | 高楼层(共11层)  | 塔楼,14人关注 / 4个月以前发布,162,"23,130元/平"
东首，全新毛坯，诚心出售，采光位置好，户型方正,大发海隽府 -高桥,3室2厅 | 113.12平米 | 南 | 毛坯 | 低楼层(共20层)  | 板楼,1人关注 / 一年前发布,276,"24,399元/平"
